TERM,CATEGORY
gradivom,D.1 Abiotic
sedimenti,D.1 Abiotic
zatrpanosti,D.3 Property
Kotlič,A.1 Surface landform
socialnim valoriziranjem krasa,D.3 Property
geografija krasa,E.2 Method
naravnimi osnovami,D.3 Property
Panoga,E.2 Method
krasa,C. Geome
valoriziranjem,E.2 Method
alohtonega gradiva,D.1 Abiotic
kraški kamnini,D.1 Abiotic
podtalnega krasa,C. Geome
geološke orgle,A.2 Underground landform
gradiva,D.1 Abiotic
ilovice,D.1 Abiotic
kamnini,D.1 Abiotic
razjedeni,D.3 Property
žepi,D.1 Abiotic
golobnjača,A.2 Underground landform
golobinka,A.2 Underground landform
vhodom,D.1 Abiotic
udornico,A.1 Surface landform
golobi,D.2 Biotic
golobina,A.2 Underground landform
brezno,A.2 Underground landform
Velika gora v Postojnski jami,D.3.1 Geolocation
Postojnski jami,D.3.1 Geolocation
nakopičenega gradiva,D.1 Abiotic
jamskem prostoru,D.1 Abiotic
gora,A.2 Underground landform
kup,D.1 Abiotic
gradiva,D.1 Abiotic
goli kras,C. Geome
podlaga,D.1 Abiotic
polgoli,C. Geome
griža,A.1 Surface landform
kamenja,D.1 Abiotic
površje,D.1 Abiotic
umetno jamo,A.2 Underground landform
Grota,A.2 Underground landform
jamo,A.2 Underground landform
kaverna,A.2 Underground landform
jami,A.2 Underground landform
guano,D.1 Abiotic
netopirjev,D.2 Biotic
Akumulacija,B.3 Addition
ekskrementov,D.1 Abiotic
živali,D.2 Biotic
kraška hidrografska cona,C. Geome
hidrografska cona,C. Geome
vadozna cona,C. Geome
freatična cona,C. Geome
hidrološki sloj,D.1 Abiotic
votlin,A.2 Underground landform
vode,D.1 Abiotic
aeracijska,C. Geome
sloj,D.1 Abiotic
gmote,D.1 Abiotic
suha cona,C. Geome
suha cona,C. Geome
padavinska voda,D.1 Abiotic
vadozna voda,C. Geome
vadozna cona,C. Geome
freatične cone,C. Geome
aeracijsko cono,C. Geome
vadozna voda,C. Geome
areacijska cona,C. Geome
vadozna cona,C. Geome
vodne curke,D.1 Abiotic
hidrografska cona,C. Geome
voda,D.1 Abiotic
kanalih,D.1 Abiotic
vodostaju,D.1 Abiotic
zrakom,D.1 Abiotic
curke,D.1 Abiotic
gibanje vode,B.1 Movement
Žlebiči,A.1 Surface landform
gravitacije,D.3 Property
microkarren,A.1 Surface landform
žlebičev,A.1 Surface landform
kamnino,D.1 Abiotic
kamnine,D.1 Abiotic
Preperevanje,B.4 Transformation
mladik gozdnega drevja,D.2 Biotic
Pogozdovanje,B. Process
zemljišču,D.1 Abiotic
gojitve,B. Process
obnove,B. Process
sajenje,B. Process
pomlajevanja,B. Process
zemeljskega površja,D.1 Abiotic
Tržaškega zaliva,D.3.1 Geolocation
pokrajini Kras,D.3.1 Geolocation
Kras,C. Geome
sige,A.2 Underground landform
Ponvice,A.2 Underground landform
kemično preperevanje,B.4 Transformation
kraškega površja,C. Geome
preoblikovanja,B.4 Transformation
raztapljanje,B.4 Transformation
podzemlje,C. Geome
odnašanje,B.2 Loss
mehansko preperevanje,B.4 Transformation
zmrzalnega preperevanja,B.4 Transformation
oblikovanju,B. Process
krasa,C. Geome
evapotranspiracija,B.4 Transformation
Mikroerodimeter,E.1 Instrument
sonda,E.1 Instrument
podstavek,E.1 Instrument
goli kras,C. Geome
kamenja,D.1 Abiotic
polgoli,C. Geome
površje,D.1 Abiotic
griža,A.1 Surface landform
lašti,A.1 Surface landform
škrapelj,A.1 Surface landform
kotanje,D.1 Abiotic
uvale,A.1 Surface landform
rušenje,B.1 Movement
udornic,A.1 Surface landform
udor,B.1 Movement
z Jamajke,D.3.1 Geolocation
Cockpit Country,D.3.1 Geolocation
stožčastega krasa,C. Geome
Jamajke,D.3.1 Geolocation
kotanje,D.1 Abiotic
cockpit,A.1 Surface landform
kraške kanale,A.2 Underground landform
spiranja,B.2 Loss
krovnine,D.1 Abiotic
Sufozija,B.4 Transformation
odprto kraško polje,A.1 Surface landform
Polje,A.1 Surface landform
fosilno kraško polje,A.1 Surface landform
kraško polje,A.1 Surface landform
subtropski klimi,D.1 Abiotic
kraško polje,A.1 Surface landform
mediteranskega krasa,C. Geome
neprepustnimi sedimenti,D.1 Abiotic
polje,A.1 Surface landform
reka,D.1 Abiotic
uvalasto kraško polje,A.1 Surface landform
kraškim poljem,A.1 Surface landform
polje,A.1 Surface landform
dna,D.1 Abiotic
uvalo,A.1 Surface landform
kraško jezero,A.3 Hydrological form
kraškim pritokom,A.3 Hydrological form
kraškim odtokom,A.3 Hydrological form
Jezero,D.1 Abiotic
kraško podzemeljsko jezero,A.2 Underground landform
podzemeljsko jezero,A.2 Underground landform
stoječo vodo,D.1 Abiotic
kraškem podzemlju,C. Geome
jamsko jezero,A.2 Underground landform
kotanja,D.1 Abiotic
kredni kras,C. Geome
karbonatna kamnina,D.1 Abiotic
mikroorganizmov,D.2 Biotic
kreda,D.1 Abiotic
Skladovna polica,D.1 Abiotic
strmčem,D.1 Abiotic
skladi,D.1 Abiotic
lašt,A.1 Surface landform
površina,D.1 Abiotic
ledena tvorba,D.1 Abiotic
ledeni kapnik,A.2 Underground landform
kapnikom,A.2 Underground landform
jami,A.2 Underground landform
kalcijev karbonat,D.1 Abiotic
kraških voda,A.3 Hydrological form
se useda,B.3 Addition
rastline,D.2 Biotic
inkrustira,B.3 Addition
voda,D.1 Abiotic
lehkovec,D.1 Abiotic
lehnjak,D.1 Abiotic
maček,D.1 Abiotic
špranja,D.1 Abiotic
lezika,D.1 Abiotic
ploskev,D.1 Abiotic
podzemeljske prostore,A.2 Underground landform
lisičina,A.2 Underground landform
rov,A.2 Underground landform
mikroreliefne kraške oblike,A.1 Surface landform
korozijske vdolbinice,A.1 Surface landform
žlebiči,A.1 Surface landform
škraplje,A.1 Surface landform
tok morske vode,B.1 Movement
morske vode,D.1 Abiotic
morskemu požiralniku,A.3 Hydrological form
strugi,D.1 Abiotic
morska voda,D.1 Abiotic
morske gladine,D.1 Abiotic
morski požiralnik,A.3 Hydrological form
požiralnik,A.3 Hydrological form
jamskega stropovja,A.2 Underground landform
naravni most,A.1 Surface landform
prikriti kras,C. Geome
recentni kras,C. Geome
sedimentnim pokrovom,D.1 Abiotic
Kras,C. Geome
fosilni,C. Geome
površju,D.1 Abiotic
kraških pojavov,D.1 Abiotic
prekriti kras,C. Geome
skriti kras4,C. Geome
Kras,C. Geome
sedimenti,D.1 Abiotic
naplavinami,D.1 Abiotic
kras,C. Geome
obrežni kras,C. Geome
jezerski obali,D.1 Abiotic
Kras,C. Geome
obali,D.1 Abiotic
depresijskih oblik,D.1 Abiotic
linearni kras,C. Geome
reber,D.1 Abiotic
vzpetinic,D.1 Abiotic
Kras,C. Geome
osamljeni kras,C. Geome
oazni kras,C. Geome
osameli kras,C. Geome
kras,C. Geome
zajezeni kras,C. Geome
erozijska baza,D.1 Abiotic
freatično cono,D.1 Abiotic
masiv,D.1 Abiotic
Vorfluter,E. Instrument or method
kamnine,D.1 Abiotic
Znanstvena panoga,E. Instrument or method
fizično speleologijo,D. Entity/Element/Property
krasoslovjem,E. Instrument or method
veda,D. Entity/Element/Property
kras,C. Geome
krasoslovje,D. Entity/Element/Property
biospeleologijo,D. Entity/Element/Property
Loški potok,D.3.1 Geolocation
kraška bifurkacija,B.1 Movement
Cerkniško jezero,D.3.1 Geolocation
podzemeljski bifurkaciji,B.1 Movement
vertikalni bifurkaciji,B.1 Movement
Raku,D.3.1 Geolocation
bifurkacija,B.1 Movement
Rinži,D.3.1 Geolocation
požiralnike,A.3 Hydrological form
voda,D.1 Abiotic
Bistri,D.3.1 Geolocation
Uncu,D.3.1 Geolocation
Rakitnici,D.3.1 Geolocation
kotanje,D.1 Abiotic
izvirih,A.3 Hydrological form
krasu,C. Geome
Rakov Škocjan,D.3.1 Geolocation
kraška dolina,A.1 Surface landform
ponori,A.3 Hydrological form
dolina,D.1 Abiotic
izviri,A.3 Hydrological form
karbonatnih kamnin,D.1 Abiotic
kraška ilovica,D.1 Abiotic
prst,D.1 Abiotic
krasu,C. Geome
zemlja,D.1 Abiotic
krasu,C. Geome
kraške erozije prsti,B.2 Loss
kraška erozija prsti,B.2 Loss
Erozija prsti,B.2 Loss
kraško notranjost,C. Geome
zemljišcih,D.1 Abiotic
spiranja,B.2 Loss
prsti,D.1 Abiotic
kamni,D.1 Abiotic
površje,D.1 Abiotic
trebljenje,B.2 Loss
apneniško podlago,D.1 Abiotic
kraška miza,A.1 Surface landform
alohtona skala,D.1 Abiotic
zniževanjem,B.2 Loss
podorna,D.1 Abiotic
podstavku,D.1 Abiotic
balvan,D.1 Abiotic
kraška hidrografija,E. Instrument or method
vadozna cona,D.1 Abiotic
freatična,D.1 Abiotic
gladina,D.1 Abiotic
kraška hidrologija,E. Instrument or method
Veda,E. Instrument or method
vodovju,D.1 Abiotic
kraška kamnina,D.1 Abiotic
Kamnina,D.1 Abiotic
korozijska vrtača :,A.1 Surface landform
Vrtača,A.1 Surface landform
korozijo,B.4 Transformation
sestavljena vrtača,A.1 Surface landform
dvojna vrtača,A.1 Surface landform
vrtač,A.1 Surface landform
primarna vrtača,A.1 Surface landform
sekundarne vrtače,A.1 Surface landform
Vrtača,A.1 Surface landform
sekundarna vrtača :,A.1 Surface landform
primarni vrtači,A.1 Surface landform
Udorna vrtača,A.1 Surface landform
udorom,B.4 Transformation
udornica,A.1 Surface landform
fosilna vrtača,A.1 Surface landform
vrtača,A.1 Surface landform
sedimenti,D.1 Abiotic
sufozijska vrtača,A.1 Surface landform
spiranjem,B.2 Loss
rušo,D.1 Abiotic
Vrtača,A.1 Surface landform
sufozijo,B.2 Loss
vrtačasti jarek,A.1 Surface landform
depresijo,D.1 Abiotic
vrtač,A.1 Surface landform
korozija,B.4 Transformation
skrasevanje,B. Process
karstifikacija,B. Process
nastajanja,B. Process
pokrova,D.1 Abiotic
krasa,C. Geome
vkraševanje,B. Process
zakrasevanje,B. Process
zatrepna dolina,A.1 Surface landform
izviru,A.3 Hydrological form
krasu,C. Geome
potoka,D.1 Abiotic
Dolina,D.1 Abiotic
strmca,D.1 Abiotic
izjedenine,D.1 Abiotic
žlebič,A.1 Surface landform
kamnini,D.1 Abiotic
jamski žlebič,A.2 Underground landform
dnu,D.1 Abiotic
Žlebič,A.1 Surface landform
steni,D.1 Abiotic
koritasti žlebič,A.1 Surface landform
korita,D.1 Abiotic
Žlebič,A.1 Surface landform
stenami,D.1 Abiotic
humusom,D.1 Abiotic
meandrasti žlebiči,A.1 Surface landform
pobočju,D.1 Abiotic
žlebiči,A.1 Surface landform
reber,D.1 Abiotic
mikrožlebiči,A.1 Surface landform
žlebiči,A.1 Surface landform
površju,D.1 Abiotic
stropni žleb,A.2 Underground landform
žleb,A.1 Surface landform
stropu,D.1 Abiotic
zaobljeni žlebiči,A.1 Surface landform
hrbte,D.1 Abiotic
Žlebiči,A.1 Surface landform
površje,D.1 Abiotic
žlebiči,A.1 Surface landform
žlebičje,A.1 Surface landform
jamsko brezno,A.2 Underground landform
jami,A.2 Underground landform
zvezno brezno,A.2 Underground landform
strehe,D.1 Abiotic
dnom,D.1 Abiotic
stenami,D.1 Abiotic
krasu,C. Geome
jame,A.2 Underground landform
vode,D.1 Abiotic
vodnjak,D.1 Abiotic
kapnica,D.1 Abiotic
črvičaste tvorbe,A.2 Underground landform
stropu,D.1 Abiotic
stenah,D.1 Abiotic
proge,D.1 Abiotic
hieroglifi,A.2 Underground landform
ekskrementom,D.1 Abiotic
lise,D.1 Abiotic
pege,D.1 Abiotic
egutacija,B. Process
jamah,A.2 Underground landform
kapnice,D.1 Abiotic
sigo,D.1 Abiotic
strop,D.1 Abiotic
kapljajoče,B.1 Movement
vode,D.1 Abiotic
dolbenje,B.2 Loss
skalo,D.1 Abiotic
kalcija,D.1 Abiotic
Odstranjevanje,B.2 Loss
odstranjevanje,B.2 Loss
izluževanje,B.2 Loss
predmeta,D.1 Abiotic
dekalcifikacija,B.2 Loss
prsti,D.1 Abiotic
kalcija,D.1 Abiotic
izpiranje,B.2 Loss
delana škavna,A.1 Surface landform
Krasu,D.3.1 Geolocation
škavnica,A.1 Surface landform
škavno,A.1 Surface landform
vodo,D.1 Abiotic
drobnice,D.2 Biotic
škavnico,A.1 Surface landform
ovac,D.2 Biotic
Razpoka,D.1 Abiotic
Diaklaza,D.1 Abiotic
kamnine,D.1 Abiotic
kraškega podzemlja,C. Geome
brezna,A.2 Underground landform
dihalnik,A.1 Surface landform
luknja,D.1 Abiotic
zrak,D.1 Abiotic
podzemlja,C. Geome
odprtina,D.1 Abiotic
Jama,A.2 Underground landform
meglo,D.1 Abiotic
Dimnica,A.2 Underground landform
zraka,D.1 Abiotic
stropu,D.1 Abiotic
dimnik,A.2 Underground landform
površjem,D.1 Abiotic
rov,D.1 Abiotic
klimodinamična jama,A.2 Underground landform
dinamična jama,A.2 Underground landform
zunanjim zrakom,D.1 Abiotic
zrakom,D.1 Abiotic
Jama,A.2 Underground landform
vhoda,D.1 Abiotic
suha dolinica,A.1 Surface landform
dolomitiziranih apnencih,D.1 Abiotic
strmine,D.1 Abiotic
Dolek,A.1 Surface landform
pobočju,D.1 Abiotic
dolomitih,D.1 Abiotic
magnezijev karbonat ( MgCO3 ),D.1 Abiotic
dolomitski apnenec,D.1 Abiotic
kalcijevega karbonata,D.1 Abiotic
apneniški dolomit,D.1 Abiotic
magnezijev karbonat,D.1 Abiotic
grintovec,D.1 Abiotic
krušljivosti,D.3 Property
dolomit,D.1 Abiotic
magnezijevega,D.1 Abiotic
dolomit,D.1 Abiotic
Usedlina,D.1 Abiotic
kalcita,D.1 Abiotic
kraško polje,A.1 Surface landform
suho dolino,A.1 Surface landform
kraško polje,A.1 Surface landform
suha dolina,A.1 Surface landform
Dinarskem krasu,D.3.1 Geolocation
dol,A.1 Surface landform
vdolbine,D.1 Abiotic
kraška dolina,A.1 Surface landform
vrtačo,A.1 Surface landform
dolina,A.1 Surface landform
biogena korozija,B.2 Loss
Korozija,B.2 Loss
organizmov,D.2 Biotic
korozija mešanice,B.2 Loss
Korozija,B.2 Loss
vod,D.1 Abiotic
agresivna,D.3 Property
kraških polj,A.1 Surface landform
slepih dolin,A.1 Surface landform
ogljikovim dioksidom,D.1 Abiotic
aluvialna korozija,B.2 Loss
karbonatne podlage,D.1 Abiotic
prepustna dna,D.3 Property
premikanja,B.1 Movement
korozija,B.2 Loss
vode,D.1 Abiotic
karbonatne kamnine,D.1 Abiotic
podtalna korozija,B.2 Loss
prstjo,D.1 Abiotic
Korozija,B.2 Loss
karbonatne kamnine,D.1 Abiotic
kraška polja,A.1 Surface landform
stene kotanj,D.1 Abiotic
obrobna korozija,B.2 Loss
krajna korozija,B.2 Loss
slepe doline,A.1 Surface landform
kraških polj,A.1 Surface landform
Robna korozija,B.2 Loss
robna korozija,B.2 Loss
razširja,B.4 Transformation
kotanj,D.1 Abiotic
vrtače,A.1 Surface landform
Korozija,B.2 Loss
naplavine,D.1 Abiotic
izpodžrte,D.3 Property
skalne ploskve,D.1 Abiotic
ploskovna korozija,B.2 Loss
površje,D.1 Abiotic
znižuje,B.4 Transformation
korozija,B.2 Loss
ploskve,D.1 Abiotic
površje,D.1 Abiotic
Korozija,B.2 Loss
Korozijski proces,B.2 Loss
pospešena korozija,B.2 Loss
površje,D.1 Abiotic
kotanje,D.1 Abiotic
poglablja,B.2 Loss
depresijske površinske oblike,D.1 Abiotic
linearna korozija,B.2 Loss
Korozija,B.2 Loss
linearne,D.3 Property
korozijska vdolbinica,A.1 Surface landform
vdolbinica,D.1 Abiotic
korozije,B.2 Loss
podtalnega krasa,C. Geome
korozijski vdolbek,A.1 Surface landform
vdolbinica,D.1 Abiotic
prstjo,D.1 Abiotic
visokogorskega ( subnivalnega ) krasa,C. Geome
ploskovno korozija,B.2 Loss
korozijska polica,A.1 Surface landform
ploskve,D.1 Abiotic
korozijski stalaktit,A.2 Underground landform
jamskem stropu,A.2 Underground landform
selektivno korozijo,B.2 Loss
korozijo,B.2 Loss
retrogradno ploskovno korozijo,B.2 Loss
korozijska stopnička,A.1 Surface landform
ploskovno korozijo,B.2 Loss
izjedenina,D.1 Abiotic
korozijski relief,C. Geome
korozijskim procesom,B.2 Loss
dnu jame,A.2 Underground landform
erozijsko kotlico,A.2 Underground landform
kotlica,A.2 Underground landform
stropu,A.2 Underground landform
vdolbina,D.1 Abiotic
steni,A.2 Underground landform
korozijsko,A.2 Underground landform
nasičena voda,D.1 Abiotic
voda,D.1 Abiotic
vodi,D.1 Abiotic
jamsko steno,A.2 Underground landform
dnom,D.1 Abiotic
niša,A.2 Underground landform
votlinica,A.2 Underground landform
recnega pretoka,D.1 Abiotic
Kraška voda,D.1 Abiotic
kraško gmoto,C. Geome
odcedna voda,D.1 Abiotic
Voda,D.1 Abiotic
suši,D.1 Abiotic
preceja,B.1 Movement
Pasaža,A.2 Underground landform
lisičina,A.2 Underground landform
topla jama,A.2 Underground landform
toplejši zrak,D.1 Abiotic
zrak,D.1 Abiotic
Pečnica,A.2 Underground landform
jama,A.2 Underground landform
periodično jezero,D.1 Abiotic
obdobno jezero,D.1 Abiotic
Jezero,D.1 Abiotic
kraški ravnik,A.1 Surface landform
Podi,A.1 Surface landform
površjem,D.1 Abiotic
podorna dvorana,A.2 Underground landform
podiranja,B.2 Loss
Dvorana,D.1 Abiotic
podorni stožec,D.1 Abiotic
brezen,A.2 Underground landform
skalovja,D.1 Abiotic
jami,A.2 Underground landform
podzemeljsko jezero,A.3 Hydrological form
jamsko jezero,A.3 Hydrological form
vode .,D.1 Abiotic
kotanja,D.1 Abiotic
podzemeljska bifurkacija,D.3 Property
Hidrološki pojav,B. Process
podzemski tok,D.1 Abiotic
Loškega potoka,D.3.1 Geolocation
morjih,D.1 Abiotic
porečjih,D.1 Abiotic
podzemeljska hidrografska mreža,C. Geome
kraškem podzemlju,C. Geome
votlin,A.2 Underground landform
podzemeljski rečni sistem,C. Geome
vodnih tokov,D.1 Abiotic
kraškem podzemlju,C. Geome
kraškem podzemlju,C. Geome
podzemeljska reka,A.3 Hydrological form
Reka,D.1 Abiotic
Na Slovenskem,D.3.1 Geolocation
jamo,A.2 Underground landform
vhodom,D.1 Abiotic
polšna,A.2 Underground landform
brezno,A.2 Underground landform
površinske kraške globeli,A.1 Surface landform
kamnine,D.1 Abiotic
udori,B.1 Movement
Udornice,A.1 Surface landform
podzemlje,C. Geome
odnašanjem,B.2 Loss
kraška polja,A.1 Surface landform
kraška hidrologija,D.3 Property
obod,D.1 Abiotic
obodom,D.1 Abiotic
dnom,D. Entity/Element/Property
obod,D. Entity/Element/Property
uravnava,D.1 Abiotic
jamo,A.2 Underground landform
jama,A.2 Underground landform
brezna,A.2 Underground landform
Reliktni vršaji,A.1 Surface landform
kontaktnega krasa,C. Geome
karbonatne podlage,D.1 Abiotic
denudacijo,B.2 Loss
evaporitih,D.1 Abiotic
apnencih,D.1 Abiotic
karbonatih,D.1 Abiotic
konglomeratih,D.1 Abiotic
dolomitih,D.1 Abiotic
Vrtače,A.1 Surface landform
terciarni poroznosti,D.3 Property
kraški vodonosniki,C. Geome
podzemna voda,D.1 Abiotic
jame,A.2 Underground landform
razpoke,D.1 Abiotic
lijakasta odprtina,D.1 Abiotic
Požiralnik,A.3 Hydrological form
ponikva,A.3 Hydrological form
ponor,A.3 Hydrological form
osameli kras,C. Geome
kraška polja,A.1 Surface landform
kotliče,A.1 Surface landform
jame,A.2 Underground landform
ponikalnice,A.3 Hydrological form
uvale,A.1 Surface landform
vrtače,A.1 Surface landform
kontaktnega krasa,C. Geome
suhe doline,A.1 Surface landform
ponorni zatrepi,A.1 Surface landform
slepe doline,A.1 Surface landform
udornic,A.1 Surface landform
Kontaktni kras,C. Geome
jamski sistem,A.2 Underground landform
fluvialni procesi,B. Process
Slepa dolina,A.1 Surface landform
kontaktnega krasa,C. Geome
dolina,D.1 Abiotic
vode pritekajo iz kraške kamnine,B.1 Movement
kontaktnega krasa,C. Geome
Zatrepna dolina,A.1 Surface landform
izvirov,A.3 Hydrological form
reliktni vršaji,A.1 Surface landform
reliefna oblika,A.1 Surface landform
alohtonih nanosov,D.1 Abiotic
fluvialne akumulacije,B.3 Addition
akumulacijo,B.3 Addition
psevdovršaji,A.1 Surface landform
preoblikovanja,B.4 Transformation
denudacijo,B.2 Loss
Kraški vodonosnik,C. Geome
apnenca,D.1 Abiotic
napajanje,B.3 Addition
vodo,D.1 Abiotic
odtekanje,B.2 Loss
kraške oblike,A. Landform
kraškimi polji,A.1 Surface landform
kras,C. Geome
Holokras,C. Geome
absorpcijski koeficient,D.3 Property
Cab,D.3 Property
temperature,D.3 Property
kras v Belgiji,D.3.1 Geolocation
sredozemski kras,C. Geome
severni Franciji,D.3.1 Geolocation
moravski kras,D.3.1 Geolocation
južni Angliji,D.3.1 Geolocation
kras,C. Geome
Merokras,C. Geome
srednjeevropski,C. Geome
kras,C. Geome
kras,C. Geome
molekule vode,D.1 Abiotic
vodnega toka,D.1 Abiotic
Laminarni tok,D.3 Property
gibljejo vzporedno,B.1 Movement
tekočine,D.1 Abiotic
pretakanja,B.1 Movement
vzporedne,D.3 Property
tokovnice,D.1 Abiotic
taljenja,B.4 Transformation
termokras,C. Geome
zmrzovanja,B.4 Transformation
Kamninsko gmoto,D.1 Abiotic
vode,D.1 Abiotic
vodonosnika,C. Geome
neprepustna,D.3 Property
akvifug,C. Geome
ne prevajajo,D.3 Property
meljevci,D.1 Abiotic
Kamnine,D.1 Abiotic
vode,D.1 Abiotic
glinenci,D.1 Abiotic
akviklud,C. Geome
podzemne vode,D.1 Abiotic
višino,D.3 Property
Piezometri,E.1 Instrument
vodonosnikih,C. Geome
vrtine,D.1 Abiotic
sposobnost,D.3 Property
tekočine,D.1 Abiotic
prevaja,B. Process
Prepustnost,D.3 Property
kamnine,D.1 Abiotic
hidravlična prevodnost,D.3 Property
Prepustnost,D.3 Property
parametrom,E.2 Method
cona talnega prenikanja,C. Geome
tanka prst,D.1 Abiotic
vadozne cone,C. Geome
poplavna cona,C. Geome
občasno zalita,C. Geome
freatično cono,C. Geome
epifreatična,C. Geome
vadozno,C. Geome
prežeta cona,C. Geome
kraškega vodonosnika,C. Geome
freatična cona,C. Geome
nasičena,C. Geome
hidrološki proces,B. Process
podzemlje,C. Geome
Napajanje,B. Process
vode,D.1 Abiotic
Kraška območja,C. Geome
alogenimi tokovi,A.3 Hydrological form
pretočni kras,C. Geome
kraško pokrajino,C. Geome
fosilni kras,C. Geome
paleokras,C. Geome
Kras,C. Geome
morski mlini,A.3 Hydrological form
morska voda,D.1 Abiotic
morski požiralniki,A.3 Hydrological form
obali,D.1 Abiotic
požiralnik,A.3 Hydrological form
Ravnovesna meja,D.3 Property
nadmorski višini,D.3 Property
masna bilanca,D.3 Property
akumulacija,B.3 Addition
meja,D.3 Property
ablacija,B.2 Loss
ledeniku,D.1 Abiotic
model stopinjskih dni,E.2 Method
ledenikov,D.1 Abiotic
akumulacije,B.3 Addition
metoda,E.2 Method
količino,D.3 Property
podzemnih prostorov,A.2 Underground landform
koliševk,A.1 Surface landform
kukavo,A.1 Surface landform
udornice,A.1 Surface landform
poligonalen vzorec,D.3 Property
Topografske razvodnice,D.1 Abiotic
poligonalni kras,C. Geome
kras,C. Geome
vrtač,A.1 Surface landform
Nagnjenost gladine vode,D.3 Property
hidravličnega potenciala,D.3 Property
hidravličnega potenciala,D.3 Property
hidravlični gradient,D.3 Property
vektor,D.3 Property
kraško polje,A.1 Surface landform
kraškem reliefu,C. Geome
depresijo,D.1 Abiotic
jamske paleolitske postaje,A.2 Underground landform
Jame,A.2 Underground landform
klastičnimi sedimenti,D.1 Abiotic
Zatrpano brezno,A.2 Underground landform
gruščem,D.1 Abiotic
ilovico,D.1 Abiotic
brezno,A.2 Underground landform
prodom,D.1 Abiotic
psevdovršaji,A.1 Surface landform
Vršaje,A.1 Surface landform
sedimentacije,B.3 Addition
krasu,C. Geome
kemična denudacija,B.4 Transformation
uravnotežena pobočja,A.1 Surface landform
sil,D.3 Property
Območja,D.1 Abiotic
ravnovesje,D.3 Property
delujejo,B. Process
Ravnovesna meja ( RM ) ledenikov,D.3 Property
nadmorska višina,D.3 Property
ledenikih,D.1 Abiotic
akumulacija,B.3 Addition
ablaciji,B.2 Loss
strukturo Zemljine notranjosti,D.3 Property
Morfostrukturna analiza,E.2 Method
pristopov,E.2 Method
reliefom,D.1 Abiotic
stare udornice,A.1 Surface landform
udorna brezna,A.1 Surface landform
globoščaki,A.1 Surface landform
udornice,A.1 Surface landform
udornice,A.1 Surface landform
udornice,A.1 Surface landform
premeščanja mase,B.1 Movement
udornic,A.1 Surface landform
proces,B. Process
udornice,A.1 Surface landform
udornice,A.1 Surface landform
Udor,B.1 Movement
udornice,A.1 Surface landform
doli,A.1 Surface landform
doline,A.1 Surface landform
vrtače,A.1 Surface landform
globeli,D.1 Abiotic
kraškem površju,C. Geome
kemično preperevanje,B.4 Transformation
korozija,B.4 Transformation
pobočnimi procesi,B. Process
uravnoteženo pobočje,D.1 Abiotic
aktivna pobočja,D.1 Abiotic
pobočij,D.1 Abiotic
pobočje,D.1 Abiotic
melišče,D.1 Abiotic
udornic,A.1 Surface landform
stena,D.1 Abiotic
polzenja tal,B.1 Movement
pobočni procesi,B. Process
Aktivna pobočja,A.1 Surface landform
udornic,A.1 Surface landform
prepereline,D.1 Abiotic
uvale,A.1 Surface landform
globeli,A.1 Surface landform
Udor,B.1 Movement
udornic,A.1 Surface landform
stropa,D.1 Abiotic
kraška polja,A.1 Surface landform
globeli,A.1 Surface landform
uval,A.1 Surface landform
manjša udornica,A.1 Surface landform
udorom,B.1 Movement
poledeneli kras,C. Geome
Kraška območja,C. Geome
ledeniki,D.1 Abiotic
akumulacijske oblike,D.1 Abiotic
ledeniške erozijske,D.1 Abiotic
kraško hidrologijo,D.3 Property
ledeniški kras,C. Geome
glaciokras,C. Geome
reliefa,D.1 Abiotic
skalni nos,A.1 Surface landform
korozijski nož,A.1 Surface landform
žlebičastih reber,A.1 Surface landform
skalne stene,D.1 Abiotic
izboklina,D.1 Abiotic
skalni nož,A.2 Underground landform
jamski prostor,A.2 Underground landform
izvotljevanja,B.2 Loss
skala,D.1 Abiotic
slepa dolina,A.1 Surface landform
ponori,A.3 Hydrological form
Dolina,D.1 Abiotic
apnencu,D.1 Abiotic
speleogeneza,E.2 Method
speleogeneza,B.4 Transformation
jame,A.2 Underground landform
speleologije,E.2 Method
kraških jamah,A.2 Underground landform
kraškem podzemlju,C. Geome
jamoslovje,E.2 Method
krasu,C. Geome
speleologija,E.2 Method
Fizična speleologija,E.2 Method
podzemlju,C. Geome
Spodmol,A.1 Surface landform
jama,A.2 Underground landform
Statična jama,A.2 Underground landform
klimostatična jama,A.2 Underground landform
jamske klimatologije,E.2 Method
jamo,A.2 Underground landform
zrakom,D.1 Abiotic
statodinamična jama,A.2 Underground landform
Jama,A.2 Underground landform
zrakom,D.1 Abiotic
Spiranje,B.2 Loss
sedimentov,D.1 Abiotic
ruše,D.1 Abiotic
vodi,D.1 Abiotic
gmote,D.1 Abiotic
sufozija,B.2 Loss
suha dolina,A.1 Surface landform
zakrasela dolina,A.1 Surface landform
krasu,C. Geome
delno suha dolina,A.1 Surface landform
vodnim tokom,D.1 Abiotic
polsuha dolina,A.1 Surface landform
Suha dolina,A.1 Surface landform
kraški zid,A.1 Surface landform
suhi zid,A.1 Surface landform
njiv,D.1 Abiotic
vinogradov,D.1 Abiotic
malto,D.1 Abiotic
cementom,D.1 Abiotic
kamenja,D.1 Abiotic
Vodni tok,D.1 Abiotic
presiha,B.1 Movement
sušica,A.3 Hydrological form
šica,A.3 Hydrological form
razpada površinske rečne mreže,B. Process
