DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
suha cona,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,suha cona|suha cona|padavinska voda|vadozna voda|vadozna cona|freatične cone|aeracijsko cono|vadozna voda|areacijska cona|vadozna cona|vodne curke|hidrografska cona|voda|kanalih|vodostaju|zrakom|curke,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke",,,,,"Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono , ki jo ob visokem vodostaju preplavlja voda iz freatične cone",,suha cona|hidrografska cona,Stalno suha cona,,,in se obdobno in lokalno zbira v vodne curke|kjer padavinska voda pretežno navzdol premika,"Pretaka se po kanalih , ki so večinoma zapolnjeni z zrakom ( odtod ime areacijska cona )|vrhnja",,,,,,,,,,,,,,se obdobno in lokalno zbira v|voda pretežno navzdol premika,Pretaka se po,,,,,,,
vadozna voda,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,suha cona|suha cona|padavinska voda|vadozna voda|vadozna cona|freatične cone|aeracijsko cono|vadozna voda|areacijska cona|vadozna cona|vodne curke|hidrografska cona|voda|kanalih|vodostaju|zrakom|curke,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke",,,,,"Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono , ki jo ob visokem vodostaju preplavlja voda iz freatične cone",,suha cona|hidrografska cona,Stalno suha cona,,,in se obdobno in lokalno zbira v vodne curke|kjer padavinska voda pretežno navzdol premika,"Pretaka se po kanalih , ki so večinoma zapolnjeni z zrakom ( odtod ime areacijska cona )|vrhnja",,,,,,,,,,,,,,se obdobno in lokalno zbira v|voda pretežno navzdol premika,Pretaka se po,,,,,,,
Žlebiči,B.1 Movement|A.1 Surface landform|D.3 Property,gibanje vode|Žlebiči|gravitacije,"Žlebiči so linearne oblike, ki nastanejo zaradi gravitacije, ki povzroči gibanje vode po strmcu navzdol.",,,,,,so,,,"ki nastanejo zaradi gravitacije , ki povzroči gibanje vode po strmcu navzdol",linearne oblike,,,,,,,,,,,ki nastanejo zaradi,,,,,,,,,,,,,
microkarren,A.1 Surface landform|A.1 Surface landform,microkarren|žlebičev,Najmanjšo obliko žlebičev poimenuje microkarren.,,,,,,poimenuje,žlebičev,,,,,,,,Najmanjšo obliko,,,,,,,,,,,,,,,,,,,
Preperevanje kamnine,D.1 Abiotic|D.1 Abiotic|B.4 Transformation,kamnino|kamnine|Preperevanje,"Preperevanje kamnine je naravni proces, ki kamnino v času razkroji na delce, iz katerih je sestavljena.",,,,,,je,proces,,naravni,,,,,"ki kamnino v času razkroji na delce , iz katerih je sestavljena",,,,,,,,,,,,,,,,,razkroji,,,
Pogozdovanje,D.2 Biotic|B. Process|D.1 Abiotic|B. Process|B. Process|B. Process|B. Process,mladik gozdnega drevja|Pogozdovanje|zemljišču|gojitve|obnove|sajenje|pomlajevanja,"Pogozdovanje je načrtno sajenje mladik gozdnega drevja na določenem zemljišču zaradi gojitve ali obnove, pomlajevanja gozdov, ogozdovanje pa spreminjanje kmetijskih zemljišč, to je njiv, travnikov, sadovnjakov, vinogradov in pašnikov v gozd oziroma njihovo zaraščanje z gozdovi.",,,,,,je,sajenje,,,,,na določenem zemljišču,,"zaradi gojitve ali obnove , pomlajevanja gozdov",,,,,,,,,,,,,na,,,,zaradi,,,
Kras,D.1 Abiotic|D.3.1 Geolocation|D.3.1 Geolocation|C. Geome,zemeljskega površja|Tržaškega zaliva|pokrajini Kras|Kras,"Kras je tip zemeljskega površja, ki je dobil ime po pokrajini Kras v zaledju Tržaškega zaliva.",,,,,ki je dobil ime po pokrajini Kras,je,tip zemeljskega površja,,,,,,v zaledju Tržaškega zaliva .,,,,,,,,,,,,,,,,,v,,,,
Ponvice,A.2 Underground landform|A.2 Underground landform,sige|Ponvice,Ponvice so pogosta oblika sige.,,,,,,so,oblika sige,,,,,,,,,,,,,,,,,,,,,,,,,,,
kemično preperevanje,B.4 Transformation|C. Geome|B.4 Transformation|B.4 Transformation|C. Geome|B.2 Loss,kemično preperevanje|kraškega površja|preoblikovanja|raztapljanje|podzemlje|odnašanje,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.,,,,,,je,proces preoblikovanja kraškega površja,,,,,v podzemlje,,,,,,,,,,,,,,,v,,,,,,,
odnašanje mase,B.4 Transformation|C. Geome|B.4 Transformation|B.4 Transformation|C. Geome|B.2 Loss,kemično preperevanje|kraškega površja|preoblikovanja|raztapljanje|podzemlje|odnašanje,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.,,,,,,je,proces preoblikovanja kraškega površja,,,,,v podzemlje,,,,,,,,,,,,,,,v,,,,,,,
raztapljanje,B.4 Transformation|C. Geome|B.4 Transformation|B.4 Transformation|C. Geome|B.2 Loss,kemično preperevanje|kraškega površja|preoblikovanja|raztapljanje|podzemlje|odnašanje,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.,,,,,,je,proces preoblikovanja kraškega površja,,,,,v podzemlje,,,,,,,,,,,,,,,v,,,,,,,
oblikovanju krasa,B.4 Transformation|B.4 Transformation|B. Process|C. Geome|B.4 Transformation,mehansko preperevanje|zmrzalnega preperevanja|oblikovanju|krasa|evapotranspiracija,"Najpomembnejše razlike pri oblikovanju krasa v tropskih geografskih širinah so intenzivna evapotranspiracija in zanemarljivo mehansko preperevanje, pri čemer je mišljena predvsem odsotnost zmrzalnega preperevanja.",,,,,,,,,so intenzivna evapotranspiracija in zanemarljivo mehansko preperevanje,,,v tropskih geografskih širinah,,,,,,,,,,,,,,,v,,,,,,,
Mikroerodimeter,E.1 Instrument|E.1 Instrument|E.1 Instrument,Mikroerodimeter|sonda|podstavek,"Mikroerodimeter je naprava, ki jo sestavljata podstavek in sonda.",,,,,,je,naprava,,,,,,,,,,,,,,,,,,,,,,,,,,,
griža,C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|A.1 Surface landform,goli kras|kamenja|polgoli|površje|griža,"Večje kamnito, gruščnato površje iz razpadlega kamenja, značilno za polgoli in goli kras, imenujemo griža.",,,iz razpadlega kamenja,,,imenujemo,gruščnato površje,,,gruščnato,,značilno za polgoli in goli kras,,,Večje,,,,,,,iz,,,,,,,,,,,,
lašti,A.1 Surface landform|A.1 Surface landform,lašti|škrapelj,Posebna oblika škrapelj so lašti.,,,,,,so,škrapelj,,,,,,,,,,,,,,,,,,,,,,,,,,,
uvale,D.1 Abiotic|A.1 Surface landform,kotanje|uvale,"Večje kotanje, v tlorisu bolj nepravilnih oblik, imenujemo uvale.",,,,,,imenujemo,kotanje,,,v tlorisu bolj nepravilnih oblik,,,,,Večje,,,,,,,,,,tlorisu,,,,,,,,,
udor,B.1 Movement|A.1 Surface landform|B.1 Movement,rušenje|udornic|udor,Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor.,,,,,rušenje jamskih stropov do površja,je,rušenje jamskih stropov,,,,,,,Osnovni mehanizem nastanka udornic,,,,,,,,,,,,,,,,,,,,
cockpit,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|D.3.1 Geolocation|D.1 Abiotic|A.1 Surface landform,z Jamajke|Cockpit Country|stožčastega krasa|Jamajke|kotanje|cockpit,"Ime cockpit izhaja z Jamajke, saj naj bi bile kotanje podobne arenam za petelinje boje (območje stožčastega krasa v severnem in osrednjem delu Jamajke se imenuje Cockpit Country).",,,,,kotanje podobne arenam za petelinje boje,,kotanje,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sufozija,A.2 Underground landform|B.2 Loss|D.1 Abiotic|B.4 Transformation,kraške kanale|spiranja|krovnine|Sufozija,Sufozija je proces spiranja drobnega materiala krovnine v kraške kanale.,,,,,proces spiranja drobnega materiala krovnine,je,spiranja,,,,,v kraške kanale,,,,,,,,,,,,,,,v,,,,,,,
odprto kraško polje,A.1 Surface landform|A.1 Surface landform,odprto kraško polje|Polje,odprto kraško polje: Polje s prekinjenim obodom na eni strani.,,,,,,,Polje,,,s prekinjenim obodom na eni strani,,,,,,,,,,,,,,,na eni strani,,,,,,,,,
fosilno kraško polje,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|A.1 Surface landform|C. Geome|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic,fosilno kraško polje|kraško polje|subtropski klimi|kraško polje|mediteranskega krasa|neprepustnimi sedimenti|polje|reka,"fosilno kraško polje: V literaturi se javlja v več pomenih: kraško polje, zapolnjeno z neprepustnimi sedimenti, ali: nekdanje kraško polje, ki mu je reka predrla obod. Tudi polje, ki je v osnovi nastalo v subtropski klimi in je danes oblika mediteranskega krasa.",,,,zapolnjeno z neprepustnimi sedimenti,,,nekdanje kraško polje|kraško polje|polje,,ki je v osnovi nastalo v subtropski klimi|ki mu je reka predrla obod,oblika mediteranskega krasa,,,,,,,,,,,je v osnovi nastalo|predrla obod,,zapolnjeno z,,,,,,,,,,,
uvalasto kraško polje,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,uvalasto kraško polje|kraškim poljem|polje|dna|uvalo,"uvalasto kraško polje: Neizrazito polje manjših dimenzij, prehodna oblika med uvalo in kraškim poljem, navadno brez vecjega ravnega dna.",,,,,,,polje,,,oblika med uvalo in kraškim poljem|navadno brez vecjega ravnega dna,,,,,manjših dimenzij,,,,,,,,,,,,,,,,,,,
kraško jezero,A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic,kraško jezero|kraškim pritokom|kraškim odtokom|Jezero,"kraško jezero: Jezero s kraškim odtokom in (ali) kraškim pritokom. More biti periodično, kriptodepresijsko itd.",,,,s kraškim odtokom in ( ali ) kraškim pritokom,,,Jezero,,,kriptodepresijsko,,,,,,,periodično,,,,,,,,,,,,,,,,,
kraško podzemeljsko jezero,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|C. Geome|A.2 Underground landform|D.1 Abiotic,kraško podzemeljsko jezero|podzemeljsko jezero|stoječo vodo|kraškem podzemlju|jamsko jezero|kotanja,"kraško podzemeljsko jezero: Večja kotanja s stoječo vodo v kraškem podzemlju. Podobno: jamsko jezero, (glej podzemeljsko jezero!).",,,,s stoječo vodo,,,kotanja,,,,,v kraškem podzemlju,,,Večja,,,podzemeljsko jezero|jamsko jezero,,,,,s,,,,v,,,,,,,
kreda,C. Geome|D.1 Abiotic|D.2 Biotic|D.1 Abiotic,kredni kras|karbonatna kamnina|mikroorganizmov|kreda,"kreda: Porozna, drobnozrnata, pretežno iz skeletov mikroorganizmov v kredni dobi nastala karbonatna kamnina. Prim. kredni kras.",,,pretežno iz skeletov mikroorganizmov,,,,karbonatna kamnina,,,drobnozrnata,Porozna,,,,,,v kredni dobi nastala,,,,nastala,pretežno iz,,,,,,,,,,,,
lašt,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic,Skladovna polica|strmčem|skladi|lašt|površina,"lašt: Skladovna polica, večja ravna strukturna površina z enakim strmčem, kot ga imajo skladi. Ljudsko iz Julijskih Alp.",,,,,,,Skladovna polica,,,"z enakim strmčem , kot ga imajo skladi",,,,,večja,,,,,,,,,,,,,,,,,,,
ledeni kapnik,D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,ledena tvorba|ledeni kapnik|kapnikom|jami,"ledeni kapnik: Sigovim kapnikom podobna ledena tvorba, ki visi ali stoji v jami.",,,,,,,ledena tvorba,,,Sigovim kapnikom podobna,,ki visi ali stoji v jami,,,,,,,,,,,,,,,v,,,,,,,
lehnjak,D.1 Abiotic|A.3 Hydrological form|B.3 Addition|D.2 Biotic|B.3 Addition|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kalcijev karbonat|kraških voda|se useda|rastline|inkrustira|voda|lehkovec|lehnjak|maček,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda",,,,,,,kalcijev karbonat,Lahek,,,porozen,"se useda ( inkrustira ) v dnu ali v gladini kraških voda , često na rastline",,,,,,,,,,,,,,,v gladini|v dnu,,,,,,,
maček,D.1 Abiotic|A.3 Hydrological form|B.3 Addition|D.2 Biotic|B.3 Addition|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kalcijev karbonat|kraških voda|se useda|rastline|inkrustira|voda|lehkovec|lehnjak|maček,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda",,,,,,,kalcijev karbonat,Lahek,,,porozen,"se useda ( inkrustira ) v dnu ali v gladini kraških voda , često na rastline",,,,,,,,,,,,,,,v gladini|v dnu,,,,,,,
lehkovec,D.1 Abiotic|A.3 Hydrological form|B.3 Addition|D.2 Biotic|B.3 Addition|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kalcijev karbonat|kraških voda|se useda|rastline|inkrustira|voda|lehkovec|lehnjak|maček,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda",,,,,,,kalcijev karbonat,Lahek,,,porozen,"se useda ( inkrustira ) v dnu ali v gladini kraških voda , često na rastline",,,,,,,,,,,,,,,v gladini|v dnu,,,,,,,
lezika,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,špranja|lezika|ploskev,"lezika: Stik dveh skladov, medskladovna (medslojna) ploskev ali špranja.",,,,,,,ploskev|špranja,,,,,medskladovna ( medslojna|Stik dveh skladov,,,,,,,,,,,,,,,,,,,,,,
lisičina,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,podzemeljske prostore|lisičina|rov,"lisičina: Ožji, navadno zavit rov, ki povezuje večje podzemeljske prostore, prehoden s plazenjem po vseh štirih.",,,,,,,rov,,,navadno zavit,ki povezuje večje podzemeljske prostore,,,,prehoden s plazenjem po vseh štirih|Ožji,,,,,,,,,,,ki povezuje,,,,,,,,
mikroreliefne kraške oblike,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,mikroreliefne kraške oblike|korozijske vdolbinice|žlebiči|škraplje,"mikroreliefne kraške oblike: Drobne oblike skalnega površja, korozijske vdolbinice, škraplje, žlebiči.",,,skalnega površja,,,,Drobne oblike,,,,,,,,Drobne,,,korozijske vdolbinice|žlebiči|škraplje,,,,,,,,,,,,,,,,
morski mlin,B.1 Movement|D.1 Abiotic|A.3 Hydrological form|D.1 Abiotic,tok morske vode|morske vode|morskemu požiralniku|strugi,"morski mlin: Mlin, ki ga poganja tok morske vode v strugi proti morskemu požiralniku. morske vode",,,,,,,Mlin,,ki ga poganja tok morske vode,,,v strugi proti morskemu požiralniku,,,,,,,,,poganja,,,,,,v strugi proti,,,,,,,
morski požiralnik,D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form,morska voda|morske gladine|morski požiralnik|požiralnik,"morski požiralnik: V nivoju morske gladine ležeči požiralnik, kamor teče morska voda.",,,,,,,požiralnik,,,,kamor teče morska voda,V nivoju morske gladine ležeči,,,,,,,,,,,,,,kamor teče,V nivoju,,,,,,,
naravni most,A.2 Underground landform|A.1 Surface landform,jamskega stropovja|naravni most,"naravni most: Skalni svod kot ostanek skladov, običajno ostanek jamskega stropovja.",,,"ostanek skladov , običajno ostanek jamskega stropovja .",,,,Skalni svod,,,,,,,,,,,,,,,,,,,,,,,,,,,
prikriti kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic,prikriti kras|recentni kras|sedimentnim pokrovom|Kras|fosilni|površju,"prikriti kras: Kras pod tankim, neprepustnim sedimentnim pokrovom, katerega oblike se le delno odražajo na površju. Je lahko fosilni ali recentni kras ali oboje hkrati.",,,,,,,Kras,Je lahko fosilni ali recentni kras ali oboje hkrati,,katerega oblike se le delno odražajo na površju,,"pod tankim , neprepustnim sedimentnim pokrovom",,,,,,,,,,,,,,,na|pod,,,,,,,
prekriti kras,D.1 Abiotic|C. Geome|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|C. Geome,kraških pojavov|prekriti kras|skriti kras4|Kras|sedimenti|naplavinami|kras,"prekriti kras: Pod vodoprepustnimi (kvartarnimi) naplavinami razviti kras, ki se odraža tudi v površinskih oblikah. skriti kras4. Kras, ki je prekrit z neprepustnimi sedimenti do tolike mere, da je brez površinskih kraških pojavov.",,,ki je prekrit z neprepustnimi sedimenti do tolike mere,da je brez površinskih kraških pojavov,,,skriti kras4|kras|Kras,,,se odraža tudi v površinskih oblikah,,Pod vodoprepustnimi ( kvartarnimi ) naplavinami,,,,,,,,,,je prekrit,je brez,,,,Pod,,,,,,,
obrežni kras,C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic,obrežni kras|jezerski obali|Kras|obali,obrežni kras: Kras ob morski ali jezerski obali. obali,,,,,,,Kras,,,,,ob morski ali jezerski obali,,,,,,,,,,,,,,,ob,,,,,,,
linearni kras,D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic|C. Geome,depresijskih oblik|linearni kras|reber|vzpetinic|Kras,"linearni kras: Kras, v katerem je opazna linearna razvrstitev depresijskih oblik, reber ali večjih vzpetinic.",,,,"opazna linearna razvrstitev depresijskih oblik , reber ali večjih vzpetinic",,,Kras,,,,,,,,,,,,,,,,,,,,,,,,,,,
osameli kras,C. Geome|C. Geome|C. Geome|C. Geome,osamljeni kras|oazni kras|osameli kras|kras,"osameli kras, osamljeni kras: oazni kras sredi nekraške okolice. kras",,,,,,,kras,,,,,sredi nekraške okolice,,,,,,,,,,,,,,,sredi,,,,,,,
osamljeni kras,C. Geome|C. Geome|C. Geome|C. Geome,osamljeni kras|oazni kras|osameli kras|kras,"osameli kras, osamljeni kras: oazni kras sredi nekraške okolice. kras",,,,,,,kras,,,,,sredi nekraške okolice,,,,,,,,,,,,,,,sredi,,,,,,,
zajezeni kras,C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|E. Instrument or method|D.1 Abiotic,zajezeni kras|erozijska baza|freatično cono|masiv|Vorfluter|kamnine,"zajezeni kras: Izolirani ali vsaj od treh strani obdani in zajezeni kraški masiv, v katerem vzdržujejo sosednje neprepustne kamnine ali lokalna erozijska baza (Vorfluter) globoko freatično cono.",,,,,,,kraški masiv,,,Izolirani ali vsaj od treh strani obdani in zajezeni,v katerem vzdržujejo sosednje neprepustne kamnine ali lokalna erozijska baza ( Vorfluter ) globoko freatično cono,,,,,,,,,,,,,,,v katerem vzdržujejo,,,,,,,,
krasoslovje,E. Instrument or method|D. Entity/Element/Property|E. Instrument or method|D. Entity/Element/Property|C. Geome|D. Entity/Element/Property|D. Entity/Element/Property,Znanstvena panoga|fizično speleologijo|krasoslovjem|veda|kras|krasoslovje|biospeleologijo,"krasoslovje: Znanstvena panoga, ki preučuje kras. Je kompleksna veda, ki združuje fizično speleologijo, biospeleologijo, geografijo krasa itd. Znanstvenik, ki se bavi s krasoslovjem, je krasoslovec.",,,,,,,Znanstvena panoga|veda,,,,,,,,,,,,"združuje fizično speleologijo , biospeleologijo , geografijo krasa|ki preučuje kras",,,,,,,,,,,,,,preučuje,
kraška bifurkacija,D.3.1 Geolocation|B.1 Movement|D.3.1 Geolocation|B.1 Movement|B.1 Movement|D.3.1 Geolocation|B.1 Movement|D.3.1 Geolocation|A.3 Hydrological form|D.1 Abiotic|D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic|A.3 Hydrological form|C. Geome,Loški potok|kraška bifurkacija|Cerkniško jezero|podzemeljski bifurkaciji|vertikalni bifurkaciji|Raku|bifurkacija|Rinži|požiralnike|voda|Bistri|Uncu|Rakitnici|kotanje|izvirih|krasu,"kraška bifurkacija, bifurkacija: Na krasu se pri podzemeljski bifurkaciji voda istega toka javlja v dveh kraških izvirih (primer:. Loški potok, ki izvira v Rinži in Rakitnici). Pri vertikalni bifurkaciji se višje vode iz iste kotanje izlivajo v drugo smer kot nižje (na primer Cerkniško jezero, katerega vode odtekajo v višji legi proti Raku in Uncu, istočasno pa se skozi aluvialne požiralnike odtekajo proti Bistri).",,,,,,,,,,,,Na krasu,,se višje vode iz iste kotanje izlivajo v drugo smer kot nižje|voda istega toka javlja v dveh kraških izvirih,,,,podzemeljski bifurkaciji|vertikalni bifurkaciji,,,,,,,,,Na,,,,javlja v|izlivajo v,,,
bifurkacija,D.3.1 Geolocation|B.1 Movement|D.3.1 Geolocation|B.1 Movement|B.1 Movement|D.3.1 Geolocation|B.1 Movement|D.3.1 Geolocation|A.3 Hydrological form|D.1 Abiotic|D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic|A.3 Hydrological form|C. Geome,Loški potok|kraška bifurkacija|Cerkniško jezero|podzemeljski bifurkaciji|vertikalni bifurkaciji|Raku|bifurkacija|Rinži|požiralnike|voda|Bistri|Uncu|Rakitnici|kotanje|izvirih|krasu,"kraška bifurkacija, bifurkacija: Na krasu se pri podzemeljski bifurkaciji voda istega toka javlja v dveh kraških izvirih (primer:. Loški potok, ki izvira v Rinži in Rakitnici). Pri vertikalni bifurkaciji se višje vode iz iste kotanje izlivajo v drugo smer kot nižje (na primer Cerkniško jezero, katerega vode odtekajo v višji legi proti Raku in Uncu, istočasno pa se skozi aluvialne požiralnike odtekajo proti Bistri).",,,,,,,,,,,,Na krasu,,se višje vode iz iste kotanje izlivajo v drugo smer kot nižje|voda istega toka javlja v dveh kraških izvirih,,,,podzemeljski bifurkaciji|vertikalni bifurkaciji,,,,,,,,,Na,,,,javlja v|izlivajo v,,,
kraška dolina,D.3.1 Geolocation|A.1 Surface landform|A.3 Hydrological form|D.1 Abiotic|A.3 Hydrological form,Rakov Škocjan|kraška dolina|ponori|dolina|izviri,kraška dolina: Z vseh strani zaprta rečna dolina z izviri na eni in ponori na drugi strani. Prim. Rakov Škocjan.,,,,z izviri na eni in ponori na drugi strani,,,rečna dolina,,,Z vseh strani zaprta,,,,,,,,Rakov Škocjan,,,,,z,,,,,,,,,,,
kraška ilovica,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|C. Geome,karbonatnih kamnin|kraška ilovica|prst|krasu|zemlja|krasu,kraška ilovica: V ožjem smislu ilovnati netopni ostanek karbonatnih kamnin na krasu. V širšem smislu prst (zemlja) na krasu ne glede na njeno teksturo.,,,,,,V ožjem smislu|V širšem smislu,prst ( zemlja )|netopni ostanek,,,,,na krasu|na krasu,,,,,,,,,,,,,,,na|na,,,,,,,
kraška erozija prsti,B.2 Loss|B.2 Loss|B.2 Loss|C. Geome|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.2 Loss,kraške erozije prsti|kraška erozija prsti|Erozija prsti|kraško notranjost|zemljišcih|spiranja|prsti|kamni|površje|trebljenje,"kraška erozija prsti: Erozija prsti, pri kateri se zaradi spiranja v kraško notranjost zniža raven prsti. Zunanji znak intenzivne kraške erozije prsti so kamni, ki na obdelovalnih zemljišcih pogledajo na površje. Prim. trebljenje krasa.",,,,,,,Erozija prsti,,pri kateri se zaradi spiranja,,,v kraško notranjost,,"Zunanji znak intenzivne kraške erozije prsti so kamni , ki na obdelovalnih zemljišcih pogledajo na površje|zniža raven prsti",,,,,,,zaradi spiranja,,,,,,v,,,,zniža raven,,,
kraška miza,D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,apneniško podlago|kraška miza|alohtona skala|zniževanjem|podorna|podstavku|balvan,"kraška miza: Ledeniški balvan, podorna ali druga alohtona skala, ki je zašlitila apneniško podlago pred zniževanjem in zato leži na podstavku. leži",,,,,,,skala|balvan,,,na podstavku leži,ki je zašlitila apneniško podlago pred zniževanjem in zato leži,,,,,,,,,,,,,,leži na,zašlitila,,,,,,,,
kraška hidrografija,E. Instrument or method|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kraška hidrografija|vadozna cona|freatična|gladina,"kraška hidrografija: Opis kraških vodnih razmer. G1. freatična, vadozna cona, gladina kraške vode.",,,,,Opis kraških vodnih razmer,,,,,,,,,,,,,,,,,,,Opis,,,,,,,,,,
kraška hidrologija,E. Instrument or method|E. Instrument or method|D.1 Abiotic,kraška hidrologija|Veda|vodovju,kraška hidrologija: Veda o kraškem vodovju. Praksa često ne loči med kraško hidrologijo in kraško hidrografijo.,,,,,,,Veda,,,,,,,,,,,,Veda o kraškem vodovju,,,,,,,,,,,,,,Veda o,
kraška kamnina,D.1 Abiotic|D.1 Abiotic,kraška kamnina|Kamnina,"kraška kamnina: Kamnina, v kateri nastopajo kraški pojavi.",,,,v kateri nastopajo kraški pojavi,,,Kamnina,,,,,,,,,,,,,,,,,,,,,,,,,,,
korozijska vrtača :,A.1 Surface landform|A.1 Surface landform|B.4 Transformation,korozijska vrtača :|Vrtača|korozijo,"korozijska vrtača: Vrtača, nastala s korozijo.",,,,,,,Vrtača,,nastala s korozijo,,,,,,,,,,,,nastala s,,,,,,,,,,,,,
dvojna vrtača,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,sestavljena vrtača|dvojna vrtača|vrtač,"dvojna vrtača, sestavljena vrtača: Sestavljena iz iz dveh sosednjih vrtač, ki prehajata ena v drugo.",,,,,,,,,,"Sestavljena iz iz dveh sosednjih vrtač , ki prehajata ena v drugo",,,,,,,,,,,,,,,Sestavljena iz iz,,,,,,,,,
