DEFINIENDUM,DEFINITOR,GENUS,SPECIES,SENTENCE
Karbonatni prag,je,globina,,"Karbonatni prag je globina v oceanih, do katere se karbonati še odlagajo oziroma kjer je dinamika odlaganja večja od dinamike raztapljanja karbonatov."
Dolomit,je,sedimentna karbonatna kamnina,,"Dolomit je sedimentna karbonatna kamnina, ki jo sestavljata minerala dolomit (več kot 50 utežnih odstotkov) in kalcit."
Evaporiti,so,sedimentne kamnine,,"Evaporiti so sedimentne kamnine, ki so prisotne pod približno 25 odstotki celinskega površja, vendar na površini izdanjajo v manjši meri kakor karbonati."
Evaporiti,so,sedimentne kamnine,,"Evaporiti so sedimentne kamnine, ki so nastale z izločanjem mineralov iz prenasičene solne raztopine zaradi popolne ali le delne evaporacije vode."
sadra,je,evaporitni mineral,,"Najpogostejši evaporitni mineral je sadra, saj se najhitreje izloči iz vode."
Sadra,je,mineral,,"Sadra (CaSO4.2H2O) je mineral, ki se pri evaporaciji prvi izloči iz vode."
Marmor,je,metamorfna kamnina,,"Marmor je metamorfna kamnina, ki nastane z metamorfozo apnencev in dolomitov pri povišanih tlakih in temperaturi."
Karbonatit,je,karbonatna magmatska kamnina,,Karbonatit je karbonatna magmatska kamnina. magmatska kamnina
Razpoke,so,presledki v kamnini,,"Razpoke so presledki v kamnini, ki nastanejo zaradi delovanja napetosti."
kraškega geomorfnega sistema,,,,Najpomembnejši proces oblikovanja kraškega geomorfnega sistema je kemično preperevanje oziroma raztapljanje.
Sadra,je,mineral,,"Sadra je pogost mineral na Zemljinem površju, predvsem v sušnejših klimatskih okoljih."
disociacija,imenujemo,raztapljanja,,Najpreprostejšo obliko raztapljanja mineralov kraških kamnin v čisti vodi imenujemo disociacija.
fosilna jama,,jama,,"fosilna jama: V preteklih geoloških razdobjih nastala jama, ki se, danes ne oblikuje več. Objekt fosilnega krasa (gl. fosilni kras)."
podorna jama,,Jama,,"podorna jama: Nastala s podiranjem. Jama ali del jame s podornim skalovjem, oziroma so jo podori bistveno preoblikovali."
tektonska jama,,,,tektonska jama: Nastala neposredno s tektonskimi procesi in je drugi procesi kasneje niso bistveno preoblikovali.
rečna jama,,Jama,,"rečna jama: Jama, po kateri teče reka ali potok. V širšem smislu vsaka jama, ki jo je izoblikoval vodni tok."
lezična jama,,Jama,,"lezična jama: Jama, ki kaže jasne znake nastanka ob leziki."
kontaktna jama,,Jama,,"kontaktna jama: Jama na stiku različnih kamnin, često kraških in nekraških."
jama v nadstropjih,,Jama,,"etažna jama, jama v nadstropjih: Jama, ki ima rove vidno razvrščene v dveh ali več nadstropjih (etažah), ki jih lahko povezujejo brezna ali skoki."
etažna jama,,Jama,,"etažna jama, jama v nadstropjih: Jama, ki ima rove vidno razvrščene v dveh ali več nadstropjih (etažah), ki jih lahko povezujejo brezna ali skoki."
hudourna jama,,jamo,,"hudourna jama: Izraz je postal zgodovinski in etnološki. Pomeni jamo, iz katere so po starinskem verovanju prihajale nevihte s točo. Naše hudourne jame je opisal J. V. Valvasor."
turistična jama,,Jama,,"turistična jama: Jama, ki je opremljena za splošni obisk turistov in ima organizirano vodniško službo."
tunelska jama,,Jama,,"tunelska jama: Jama, ki predira vzpetino od enega pobočja do drugega."
zadušna jama,,Jama,,"zadušna jama: Jama, v kateri so zadušni plini."
jamar,,Človek,,"jamar: Človek, ki odkriva, obiskuje in opisuje jame iz neturističnih namenov. V vsakdanji rabi človek, ki organizirano raziskuje jame bolj iz športnih nagibov."
jamoslovec,,strokovnjak,,jamoslovec (speleolog): strokovnjak na področju speleologije.
jamska ilovica,,Ilovica,avtohtona|alohtona|paravtohtona,"jamska ilovica: Ilovica v jami. Po nastanku avtohtona (nastala na licu mesta), paravtohtona (premeščena znotraj jame) ali alohtona (prinesena od zunaj)."
jamska meteorologija,,znanstvena disciplina,,"jamska klimatologija, jamska meteorologija: Mlada znanstvena disciplina, ki raziskuje klimatske (meteorološke) razmere v podzemeljskih votlinah."
jamska klimatologija,,znanstvena disciplina,,"jamska klimatologija, jamska meteorologija: Mlada znanstvena disciplina, ki raziskuje klimatske (meteorološke) razmere v podzemeljskih votlinah."
razvodnice,imenujemo,Meje območij,,"Meje območij, od koder se stekajo vode proti različnim izvirom, imenujemo razvodnice."
Fluviokras,je,kras,,"Fluviokras je kras, ki je posledica delovanja površinskih tokov in erozije ter denudacije. površinskih tokov"
Fluviokras,je,kras,,"Fluviokras je kras brez površinskih depresijskih oblik, vrtač ni oziroma jih je manj."
Kontaktni kras,je,kras,,Kontaktni kras je kras na stičišču prepustnih in za vodo neprepustnih kamnin.
Polsuha dolina,je,suha dolina,,"Polsuha dolina je suha dolina, v kateri se občasno pojavlja površinski vodni tok."
Suhe doline,,,,Suhe doline so posledica razpada površinske rečne mreže.
Suhe doline,so,oblike,,"Suhe doline so značilne oblike tako za normalni oziroma fluvialni relief, kot tudi za kraški relief."
udornic,,,,Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor. jamskih stropov
kukave,imenuje tudi,,,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.
udornice,imenuje tudi,,,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.
koliševke,imenuje tudi,,,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.
fluviokras,definiral kot,površje,,"Roglič (1959) je fluviokras definiral kot površje, kjer lahko delujeta tako kraški kot fluvialni geomorfni sistem."
Fluviokraško površje,je prehodna oblika,kraškega reliefa,,"Fluviokraško površje je prehodna oblika kraškega reliefa, kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah."
Kontaktni kras,je,tip površja,,"Kontaktni kras je tip površja, kjer pritekajo vode iz fluvialnega geomorfnega sistema v kraškega (ali obratno) oz. je kras preoblikovan pod vplivom alogenih vodotokov."
Vršaji,so,akumulacije,,"Vršaji na kontaktnem krasu so akumulacije, ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras."
krovni akvifug,je,plast zgornjega akvifuga,,Najvišja plast zgornjega akvifuga je krovni akvifug.
periglacialnega dolca,,,,"Dejavniki nastanka periglacialnega dolca so zmrzovanje in taljenje, dežno-snežna erozija, soliflukcija in nivacija."
Požiralnik,je,špranja|brezno,,"Požiralnik je špranja ali brezno v skalnem koritu, ki požira vodo."
fluviokras,imenuje,Dele krasa,,"Dele krasa, kjer na površju delujeta tako kraški kot fluvialni geomorfni sistem, Roglić (1959) imenuje fluviokras. na površju"
Katavatron,je,starogrška beseda,,"Katavatron je starogrška beseda, ki preprosto pomeni požiralnik oziroma ponor."
razvodnice,imenujemo,Meje območja,,"Meje območja, od koder se stekajo vode proti različnim izvirom, imenujemo razvodnice."
vaukluški izvir,imenujemo,tip zajezenega izvira,,Poseben tip zajezenega izvira imenujemo vaukluški izvir.
periodični izvir,je,oblika izvira,,Posebna oblika izvira je periodični izvir ali zaganjalka.
zaganjalka,je,oblika izvira,,Posebna oblika izvira je periodični izvir ali zaganjalka.
Prelivni izvir,je,kraški izvir,,"Prelivni izvir je občasni kraški izvir, ki je aktiven ob visokih vodostajih, ko nižji, običajno stalnejši izvir ne zmore prevajati vse vode, ki priteka iz kraškega vodonosnika."
Preboj,je,trenutek,,"Preboj je trenutek, ko se vzdolž celega kanala pojavi turbulenten način pretakanja vode."
fasete,so,oblike,,Najpogostejše oblike na jamskih stenah so fasete.
kontaktni kras,imenujemo,Območja,,"Območja na stiku kraških in nekraških kamnin, kjer vode iz nekraškega površja tečejo v kras, imenujemo kontaktni kras. vode iz nekraškega površja tečejo v kras"
Podzemni kanjoni,so,,,Podzemni kanjoni v epifreatični ali vadozni coni so rezultat vrezovanja ob spuščanju gladine podzemne vode.
siga,je,kemogeni sediment,,"Najpogostejši kemogeni sediment v jamah je siga, ki je na slovenskem krasu večinoma kalcitne sestave."
Izločanje kalcita,je,pojav,,"Izločanje kalcita je obraten pojav od raztapljanja, nastane pa zaradi porušenega dinamičnega ravnotežja v raztopini."
Stalagmiti,so,sigaste tvorbe,,"Stalagmiti so sigaste tvorbe, ki zrastejo na tleh iz kapljajoče vode."
konte,imenujemo,visokogorske kotanje,,"Večje visokogorske kotanje, do kilometer široke in do 100 metrov globoke, imenujemo konte."
cockpitov,,,,"Zvezdasta tlorisna oblika cockpitov je posledica erozijskih jarkov, ki se centripetalno stekajo s pobočij v dna kotanj."
raztapljanje,je,proces,,"Pomemben proces na krasu je raztapljanje, saj ima pomembnejšo vlogo kot v drugih geomorfnih sistemih."
tektonika,je,,,Pomemben dejavnik pri oblikovanju polj je tektonika.
kraške uravnave,imenujemo,dele kraškega površja,,Večje uravnane dele kraškega površja imenujemo kraške uravnave.
Kopasti vrhovi,so,kraške vzpetine,,Kopasti vrhovi so višji deli kraškega reliefa in so najpogostejši tip kraške vzpetine.
stožci,imenujemo,Kopaste vrhove,,Kopaste vrhove z bolj strmimi pobočji imenujemo stožci.
humi,imenujemo,Osamelce,,"Osamelce na kraških poljih, ki so redki, a zelo značilni za kras, imenujemo humi."
Hum,je,osamljeni grič,,Hum je osamljeni grič sredi ravnega dna kraškega polja.
Humi,so,ostanki korozijsko znižanega površja,,"Humi so ostanki korozijsko znižanega površja, saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje."
aridnega,,,,"Glavna značilnost aridnega in semiaridnega krasa je majhna količina padavin, ki so razporejene neenakomerno v obliki močnih in kratkotrajnih nalivov."
Kontaktni kras,je,območje,,Kontaktni kras je območje prepletanja procesov fluvialnega in kraškega geomorfnega sistema na stiku kraških in nekraških kamnin.
glaciokraška območja,imenujemo,Kraška območja,,"Kraška območja, ki so vezana na poledenela območja ali pa se nahajajo na območjih, ki so bila ledeniško preoblikovana, imenujemo glaciokraška območja."
jamske paleolitske postaje,so,Jame,,Jame s sledovi bivanja v paleolitiku so jamske paleolitske postaje.
konte,imenujemo,Večje kotanje,,"Večje kotanje v območjih poledenitve, ki najverjetneje nastanejo s točkastim odtekanjem podledeniških tokov v njihovih dneh, imenujemo konte."
Naplavna ravnica,je,reliefna oblika,,Naplavna ravnica je fluvialna akumulacijska reliefna oblika.
Kraške uravnave,so,deli kraškega površja,,Kraške uravnave so večji uravnani deli kraškega površja.
Erozijski jarki,so,reliefna oblika,,"Erozijski jarki so stalna reliefna oblika, pogosta na strmih pobočjih."
Vrtača,je,kraška kotanja,,"Vrtača je zaprta kraška kotanja, ki je v tlorisu bolj ali manj okrogle oblike."
Ponor,je,odprtina,,"Ponor je večja, vodoravna odprtina, v katero teče potok ali reka."
Požiralnik,je,brezno|špranja,,"Požiralnik je špranja ali brezno v skalnem koritu, ki požira vodo."
Jame,so,,,"Jame so podzemni kanali, ki jih je izoblikovala tekoča voda s procesom korozije."
Kopasti vrhovi,,kraške vzpetine,,Kopasti vrhovi so najpogostejši tip kraške vzpetine.
Kraško polje,je,kotanja,,Kraško polje je kotanja v kraškem ozemlju s sklenjenim višjim obodom in ravnim dnom.
Ponorni zatrepi,so,odseki,,"Ponorni zatrepi so strmi ali navpični odseki, ki so nastali z odmikom pobočja nad ponori."
Relief,,,,Relief je rezultat litološke in tektonske zgradbe ter njenega dosedanjega geomorfološkega preoblikovanja.
Kras,je,območje,,"Kras je območje, na katerem so se zaradi razpoklinske prepustnosti in topnosti kamnin razvile posebne površinske in podzemne reliefne oblike, ki so nastale kot posledica kemičnega in mehanskega delovanja vode v karbonatnih kamninah, v apnencu in dolomitu."
Vrtača,je,kotanja,,"Vrtača je kotanja okroglaste oblike, ki se začne poglabljati v površje z vidnim prelomom strmine."
dolec,,,,Beseda dolec je pomanjševalnica za dol.
prelivni izvir,,Kraški izvir,,"prelivni izvir: Kraški izvir, ki deluje ob višji vodi, ko nižji stalnejši izvir ne zmore vse iz podzemlja pritekajoče vode. Je lahko neposredno nad stalnejšim izvirom (primer: Krška jama), ali vstran od njega (npr. Škratovka, Lijak)."
kraški jarek,,jarek,,"kraški jarek, bogaz: Do nekaj metrov širok in globok premočrten jarek vzdolž razpok, navadno s strmimi ali navpičnimi pobočji. V slovenski kraški literaturi tudi prelomniški žleb, prelomniški jarek za večje kraške jarke v visokogorskem krasu. Za manjše kraške jarke internacionalni bogaz, sprejet preko srbohrvatske literature. Podobne oblike v krasu na Portoriku imenujejo zanjon."
bogaz,,jarek,,"kraški jarek, bogaz: Do nekaj metrov širok in globok premočrten jarek vzdolž razpok, navadno s strmimi ali navpičnimi pobočji. V slovenski kraški literaturi tudi prelomniški žleb, prelomniški jarek za večje kraške jarke v visokogorskem krasu. Za manjše kraške jarke internacionalni bogaz, sprejet preko srbohrvatske literature. Podobne oblike v krasu na Portoriku imenujejo zanjon."
kraški pojav,,,,"kraški pojav: Ena od morfoloških, hidroloških ali drugih značilnosti, ki predstavljajo kras. Tudi celokupnost kraških značilnosti ali sinonim za kras. kraški pojav"
kraški ravnik,,uravnano kraško površje,,"kraški ravnik, ravnik: V velikem uravnano kraško površje, ki ga lahko razčlenjujejo drobne in srednjevelike kraške kotanje."
ravnik,,uravnano kraško površje,,"kraški ravnik, ravnik: V velikem uravnano kraško površje, ki ga lahko razčlenjujejo drobne in srednjevelike kraške kotanje."
robni ravnik,,Ravnik,,"robni ravnik: Ravnik v robnih apnencih ob vododržnih kamninah, s katerih priteka agresivna voda. kamninah"
kraški relief,V širšem pomenu|V ožjem pomenu,površje kraškega ozemlja|površje,,"kraški relief: V širšem pomenu površje kraškega ozemlja. V ožjem pomenu površje, kjer nastopajo značilne površinske kraške oblike. kraški vodni odtok, N: Karstentwasserung. Za kras značilno odtekanje padavinske vode s prenikanjem skozi kraško podzemlje brez površinske vodne mreže. Tudi sklenjeno prenikanje vodnega toka iz kotanje. površje"
kraško podolje,,sistem,,"kraško podolje: Podolžni sistem kraških polj, uval, suhih dolin, tudi niz nižjega kraškega sveta. Npr. Notranjsko podolje."
kraško podzemlje,,kamninska gmota,,"kraško podzemlje: Prevotljena in vodnoprepustna kamninska gmota kraškega ozemlja. V ožjem smislu celokupnost votlin, zlasti jam in brezen."
kraško polje,,kraška vdolbina,,"kraško polje, polje: Največja kraška vdolbina z ravnim dnom in kraškim odtokom. V tipični obliki ima ponikalnico in strm obod. Ime iz jugoslovanskih jezikov, ki je sprejeto kot mednarodni termin (polje)."
polje,,kraška vdolbina,,"kraško polje, polje: Največja kraška vdolbina z ravnim dnom in kraškim odtokom. V tipični obliki ima ponikalnico in strm obod. Ime iz jugoslovanskih jezikov, ki je sprejeto kot mednarodni termin (polje)."
jezersko kraško polje,,Kraško polje,,jezersko kraško polje: Kraško polje s trajnim ali skoraj trajnim jezerom v dnu ali delu dna.
periodično poplavljeno kraško polje,v katerem,Polje,,"periodično poplavljeno kraško polje: Polje, v katerem letno nastopajo poplave (primer: Planinsko polje)."
prelivno kraško polje,,,,"prelivno kraško polje: Iz vodonepropustnih ali slabo prepustnih kamnin sestavljeno dno polja predstavlja jez za podzemeljske kraške pretoke, ki prečkajo polje površinsko in na drugi strani spet poniknejo (primer: Planinsko polje)."
suho kraško polje,,Kraško polje,Dobro polje,"suho kraško polje: Kraško polje, v katerem ni površinskega trajnega ali periodičnega vodnega toka ali poplav (primer: Dobro polje)."
kontaktno kraško polje,,Kraško polje,robno|semi-polje,kontaktno kraško polje: Kraško polje na stiku med vododržnimi in vodoprepustnimi kamninami. Tudi robno ali semi-polje.
robno kraško polje,,Polje,,robno kraško polje: Polje na robnih karbonatnih kamninah na stiku z večjim kompleksom neprepustnih kamnin.
zaobljena škraplja,,Škraplja,,zaobljena škraplja: Škraplja z zaobljenimi žlebovi in vmesnimi hrbti zaradi vplivov talne odeje v sedanjosti ali preteklosti.
fosilna škraplja,,škraplja,,"fosilna škraplja: Z neprepustnimi sedimenti prekrita škraplja ali vsaka škraplja, ki ni v skladu s procesi v novem okolju."
škrapljišce,,skalno površje,,škrapljišce: Na gosto s škrapljami posejano skalno površje.
termokras,,ozemlje,,"termokras: Zvegano, kraškemu površju podobno ozemlje na stalno zmrznjenih tleh (permafrostu). Ima samo oblikovno podobost s krasom, ne pa tudi genetične, ker nastaja zaradi neenakomernega sezonskega odtajanja in zmrzovanja vode v vrhnjem sloju nad trajno zmrlo podlago (permafrostom, merzloto)."
trdota vode,,,,trdota vode: Mineralizacija vode oz. količina raztopljenih soli v enem litru vode. Kraški vodi daje trdoto predvsem raztopljeni karbonat kalcija in magnezija.
celokupna trdota,,,,celokupna trdota: Je vsota kalcijevih in magnezijevih ionov v enem litru vode.
karbonatna trdota,,,,"karbonatna trdota: Je delež magnezijevih in kalcijevih ionov, ki so vezani na ogljikovo kislino."
trebljenje krasa,,,,"trebljenje krasa: Odbijanje in odstranjevanje kamnov na polgolem krasu, na travnih površinah v gladini prsti za košnjo, na ornih zemljiščih v globini lemeža za varno oranje. V zgodovinski preteklosti pomembno delo, ki je v sedanjosti zamrlo."
troglobiont,,Jamska žival,,"troglobiont: Jamska žival, ki živi le v podzemlju."
troglofil,,Jamoljubna žival,netopir,"troglofil: Jamoljubna žival, ki živi obdobno na zemeljskem površju (npr. netopir)."
trogloksen,,Žival,,"trogloksen: Žival, ki se v jamo samo zateče, biva v njej le obdobno."
udorna dolina,,Udorna vrtača,,"udorna dolina: Udorna vrtača, tudi brezno s tekočo vodo na dnu."
udorno vrtačo,,Depresijska oblika,,udornica: Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.
udornica,,Depresijska oblika,,udornica: Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.
grez,,Vrtača,,"ugrez, grez: Vrtača ali manjša depresija v sipkih sedimentih, ki se ji pozna, da je nastala ali se poglobila z ugrezanjem."
ugrez,,Vrtača,,"ugrez, grez: Vrtača ali manjša depresija v sipkih sedimentih, ki se ji pozna, da je nastala ali se poglobila z ugrezanjem."
uvala,,vdolbina,,"uvala: Skledasta vdolbina, navadno manjša od kraškega polja in večja od vrtače, z neravnim, običajno z vrtacami razčlenjenim dnom. Ljudski izraz z dinarskega krasa."
Fluvioglacialni vršaj,je,nasutina,,"Fluvioglacialni vršaj je prodno-peščena nasutina stožčaste oblike, ki nastane pred čelom mirujočega ledenika."
Vršaji,niso,površinske globeli,,"Vršaji na kontaktnem krasu niso tipične površinske globeli kontaktnega krasa, kot so na primer slepe doline ali ponorni zatrepi."
Vršaji,niso,površinske globeli,,"Vršaji na krasu niso tipične površinske globeli, kot so ostale oblike kontaktnega krasa, ki nastanejo s korozijo karbonatov."
Reliktni vršaji,so,oblike kontaktnega krasa,,"Reliktni vršaji so značilne oblike kontaktnega krasa, ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev."
reliktni vršaji,so,,,"Drugi tip vršajev predstavljajo reliktni vršaji, ki so v tlorisu pahljačaste oblike. Njihovi podolžni profili so izrazito konkavni v zgornjih delih, v osrednjih in spodnjih delih pa imajo značilno konveksno obliko."
reliktni vršaj,razvije|se,,,"Ko se sedimentacija vršaja prekine, se zaradi neenakomerne denudacije kraškega površja razvije takšna oblika v spodaj ležeči karbonatni matični podlagi. To obliko imenujemo reliktni vršaj (Stepišnik, 2011). matični podlagi"
reliktni vršaji,je prišlo,,,"Posebna reliefna oblika, ki kaže na akumulacijo, so tako imenovani reliktni vršaji (Stepišnik et al, 2007) oziroma psevdovršaji (Gams, 2004). Pri reliktnih vršajih je prišlo, v primerjavi s "" pravimi "" vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. "
psevdovršaji,je prišlo,,,"Posebna reliefna oblika, ki kaže na akumulacijo, so tako imenovani reliktni vršaji (Stepišnik et al, 2007) oziroma psevdovršaji (Gams, 2004). Pri reliktnih vršajih je prišlo, v primerjavi s "" pravimi "" vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. "
vrtač,se pogosto nahajajo|razvijejo se|najdemo,,posedne|korozijske|udorne|sufozijske,"Vrtače se pogosto nahajajo na karbonatih in evaporitih (Williams, 2006). Po obliki jih Slovenska kraška terminologija (Gams in sod., 1973) deli na skledaste, lijakaste, kotlaste in vodnjakaste. Po nastanku pa jih ločimo na korozijske, udorne, sufozijske in posedne (Ford, Williams, 2007) Veliko gostoto vrtač najdemo na apnencih, na dolomitih jih navadno ni, razvijejo se tudi na pleistocenskih in oligocenskih konglomeratih. Na njihovo razporeditev vpliva tudi relief, saj se manj pogosto pojavljajo na strmih pobočjih, zato sta pobočni naklon in gostota vrtač obratno sorazmerna. Odvisne so tudi od skladovitosti apnencev."
Vrtače,se pogosto nahajajo|razvijejo se|najdemo,,posedne|korozijske|udorne|sufozijske,"Vrtače se pogosto nahajajo na karbonatih in evaporitih (Williams, 2006). Po obliki jih Slovenska kraška terminologija (Gams in sod., 1973) deli na skledaste, lijakaste, kotlaste in vodnjakaste. Po nastanku pa jih ločimo na korozijske, udorne, sufozijske in posedne (Ford, Williams, 2007) Veliko gostoto vrtač najdemo na apnencih, na dolomitih jih navadno ni, razvijejo se tudi na pleistocenskih in oligocenskih konglomeratih. Na njihovo razporeditev vpliva tudi relief, saj se manj pogosto pojavljajo na strmih pobočjih, zato sta pobočni naklon in gostota vrtač obratno sorazmerna. Odvisne so tudi od skladovitosti apnencev."
Vrtača,je,depresijska oblika,,"Vrtača je depresijska oblika, navadno globoka več metrov in je bolj široka kot globoka "". (Slovenska kraška terminologija, 1973, 29)"
ponor,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
Požiralnik,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
ponikva,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
kraški prevodnik,,prevodnika,,"kraški prevodnik - Svojska deformacija razpoklinskega prevodnika, ko se vzpostavi pozitivno povraten proces, tako da inicialne strukture preraščajo v kanale."
kraškorazpoklinska poroznost,,,,"kraškorazpoklinska poroznost - Delež praznega prostora v določeni prostomini kamnine, ki ga prispevajo razpoke, Jezike in kraške votline. Mešan tip poroznosti, ki je znatno pogostejši od čiste kraške. v določeni prostomini kamnine"
laminarni tok,,pretakanja,,"laminarni tok - Način pretakanja tekočine, pri katerem so tokovnice ves čas vzporedne. To je možno samo pri majhnih hitrostih, do 10 · 3 mis. V jamskih kanalih traja laminarni tok od začetja do preboja, pozneje pa tedaj, kadar je pretok skozi določen prerez dovolj majhen. Laminarni tok nastane, kadar je Reynoldsovo število < 2000."
Reynoldsovo število,,število,,"Reynoldsovo število (Re) - je kombinacija štirih parametrov (premera kanala, gostote, hitrost in viskoznosti tekoči ­ ne) in je neimenovane število. Pri vrednostih Reynoldsovega števila 2000 < Re < 3000 tok prehaja iz laminamega v turbulentnega, pri Re > 3000 pa je tok samo še turbulenten."
lezični kanal,,Jamski kanal,,"lezični kanal - Jamski kanal, kije nastal vzdolž lezike in ji popolnoma sledi. Doslej je v uporabi izraz oblezični kanal. Ker je preveč podoben izrazu 7oblezična ploskev, ki pa z njim nima prave zveze, predlagava, da ga opustimo."
meteorni kras,,Kras,,"meteorni kras - Kras, nastal zaradi delovanja padavinskih voda na kraške kamni ne. Vključuje epi - in endokraške pojave. Nasprotje hidrotermalnemu krasu."
neprežeta cona,,Območje speleogentskega prostora,,neprežeta cona - Območje speleogentskega prostora nad gladino podtalnice. Prevaja preniklo padavinsko vodo in jo oddaja prežeti coni. Prevaja tudi vode invazijskih jam. podtalnice
nosilna lezika,,Lezika,,"nosilna lezika - Lezika, vzdolž katere je nastal pomemben del svežnja. Približno ustreza materializaciji pojma začetni horizont."
oblezična ploskev,,nezveznost,,"oblezična ploskev - Speleogenetsko pomembna nezveznost v kamnini, ki je v okviru natančnosti opazovanj vzporedna pravim lezikam, a se ne razteza na večje razdalje. v kamnini"
paragenetski prag,,Dimenzija kanala,,"paragenetski prag - Dimenzija kanala, pri kateri netopno plavje prekrije stene in bistveno zavre nadaljnje korozijsko večanje. plavje"
parageneza,,,,"parageneza - Korozijsko večanje zalitega rova v smeri, kjer stene oz. dno niso prevlečene s plavjem. Korozijsko"
penetracijska razdalja,,,,"penetracijska razdalja - Razdalja, do katere zaradi reakcije s prikamnino prenikujoči vodi agresivnost upade na 10% začetne vrednosti. Pri majhnih hitrostih so p. r. zelo kratke, kar je navedlo na misel, da se nastajanje jam s pomočjo raztopljenega atmosferskega C02 pravzaprav ne more začeti."
stožčasti kras,,tropskega krasa,,"stožčasti kras, stogasti kras: Posebna oblika tropskega krasa z značilnimi vzpetinicami v obliki stožcev (stogov)."
stogasti kras,,tropskega krasa,,"stožčasti kras, stogasti kras: Posebna oblika tropskega krasa z značilnimi vzpetinicami v obliki stožcev (stogov)."
vrtačasti kras,,Kras,,"vrtačasti kras: Kras, ki mu dajejo vrtace znacilen izgled. Tudi dinarski kras."
Holokarst,,kras,,"Holokarst: Po Cvijiču popolni, globoki kras z vsemi kraškimi pojavi, vključno polji. Nasprotje od merokrasa. Tudi dinarski tip krasa."
merokras,,kras,,"merokras: Po Cvijiču delni, nepopolni kras. Sinonim za srednjeevropski kras."
Parakras,,Kras,,"Parakras: Kras z neizrazitimi kraškimi oblikami, v kamninah, kot je dolomit, ki le delno podlegajo zakrasevanju. Pogosto ime v italijanskem krasoslovju."
podzemeljski kras,,Kraški pojavi,,"podzemeljski kras, endokras: Kraški pojavi pod zemeljskim površjem, oziroma pod zemljo (prstjo). Nasprotje: površinski kras, eksokras, jug., int: eksokarst. Kras na zemeljskem površju. površjem"
endokras,,Kraški pojavi,,"podzemeljski kras, endokras: Kraški pojavi pod zemeljskim površjem, oziroma pod zemljo (prstjo). Nasprotje: površinski kras, eksokras, jug., int: eksokarst. Kras na zemeljskem površju. površjem"
visokogorski kras,,Kras,,visokogorski kras: Kras v gorah nad gozdno mejo.
kontaktni kras,,Kras,,"kontaktni kras, stični kras: Kras na sticišču prepustnih in vodno neprepustnih kamnin."
stični kras,,Kras,,"kontaktni kras, stični kras: Kras na sticišču prepustnih in vodno neprepustnih kamnin."
obalni kras,,Površinski kras,,obalni kras: Površinski kras na morski ali jezerski obali. kras obali
globoki kras,,Kras,,"globoki kras: Kras z več sto metrov debelo cono vertikalnega kraškega pretakanja. Kras, kjer najgloblje reliefne depresije ne dosegajo freatične cone. Po drugem pojmovanju kras z več sto metrov debelimi kraškimi kamninami ne glede na globino piezometra. pretakanja depresije kamninami"
plitvi kras,,kras|Kras,,"plitvi kras: Kras, v katerem je cona vertikalnega pretakanja plitva. Globlje reliefne depresije segajo do freatične cone. Po drugem pojmovanju kras s plitvimi kraškimi (vodoprepustnimi) kamninami. pretakanja"
fosilni kras,,Ohranjeni ostanki krasa|Kraške oblike,fosilno brezno|mrtva jama|fosilna jama,"fosilni kras: Ohranjeni ostanki krasa, ki je nastal z zanj tipičnimi oblikami v drugačnih klimatskih in drugih pogojih v geološki preteklosti in je zastal v razvoju. Kraške oblike, ki niso v skladu z recentnim zakrasevanjem. V slovenski kraški literaturi tudi tiste kraške oblike, katerih razvoj je v recentni dobi povsem zastal (prim. fosilna jama, fosilno brezno, mrtva jama)."
kopasti kras,,Kras,,"kopasti kras: Kras, kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine kopaste oblike. Na Dinarskem krasu ga nekateri tolmačijo za fosilni."
