TERM,CATEGORY
Sufozija,B.4 Transformation
spiranja,B.2 Loss
krovnine,D.1 Abiotic
prelivni izvir,A.3 Hydrological form
Kraški izvir,A.3 Hydrological form
Krška jama,D.3.1 Geolocation
vodi,D.1 Abiotic
izvir,D.1 Abiotic
podzemlja,A.2 Underground landform
vode,D.1 Abiotic
izvirom,A.3 Hydrological form
Škratovka,D.3.1 Geolocation
Lijak,D.3.1 Geolocation
večje kraške jarke,A. Landform
manjše kraške jarke,A. Landform
kraški jarek,A.1 Surface landform
prelomniški žleb,A. Landform
prelomniški jarek,A. Landform
visokogorskem krasu,C. Geome
internacionalni bogaz,A. Landform
bogaz,A.1 Surface landform
jarek,A. Landform
razpok,D.1 Abiotic
pobočji,D.1 Abiotic
krasu,C. Geome
Portoriku,D.3.1 Geolocation
zanjon,A.1 Surface landform
kraški pojav,A. Landform
kraški pojav,B.4 Transformation
kras,C. Geome
kras,C. Geome
kraški ravnik,A.1 Surface landform
kraško površje,C. Geome
kraške kotanje,A.1 Surface landform
ravnik,A.1 Surface landform
robni ravnik,A.1 Surface landform
vododržnih kamninah,D.1 Abiotic
Ravnik,A.1 Surface landform
apnencih,D.1 Abiotic
voda,D.1 Abiotic
kamninah,D.1 Abiotic
površje kraškega ozemlja,C. Geome
površinske kraške oblike,A.1 Surface landform
kraški relief,C. Geome
površje,D.1 Abiotic
površje,D.1 Abiotic
nižjega kraškega sveta,C. Geome
kraško podolje,A.1 Surface landform
kraških polj,A.1 Surface landform
suhih dolin,A.1 Surface landform
Notranjsko podolje,D.3.1 Geolocation
uval,A.1 Surface landform
kraško podzemlje,C. Geome
kamninska gmota,D.1 Abiotic
kraškega ozemlja,C. Geome
votlin,A.2 Underground landform
jam,A.2 Underground landform
brezen,A.2 Underground landform
kraško polje,A.1 Surface landform
kraška vdolbina,A.1 Surface landform
kraškim odtokom,A.3 Hydrological form
polje,A.1 Surface landform
dnom,D.1 Abiotic
ponikalnico,A.3 Hydrological form
obod,D.1 Abiotic
jezersko kraško polje,A.1 Surface landform
Kraško polje,A.1 Surface landform
jezerom,D.1 Abiotic
periodično poplavljeno kraško polje,A.1 Surface landform
Planinsko polje,D.3.1 Geolocation
Polje,A.1 Surface landform
prelivno kraško polje,A.1 Surface landform
prepustnih kamnin,D.1 Abiotic
Planinsko polje,D.3.1 Geolocation
jez,D.1 Abiotic
polje,A.1 Surface landform
suho kraško polje,A.1 Surface landform
periodičnega vodnega toka,D.1 Abiotic
Kraško polje,A.1 Surface landform
Dobro polje,D.3.1 Geolocation
trajnega,D.1 Abiotic
poplav,D.1 Abiotic
kontaktno kraško polje,A.1 Surface landform
Kraško polje,A.1 Surface landform
vodoprepustnimi kamninami,D.1 Abiotic
vododržnimi,D.1 Abiotic
robno,A.1 Surface landform
semi-polje,A.1 Surface landform
robno kraško polje,A.1 Surface landform
karbonatnih kamninah,D.1 Abiotic
neprepustnih kamnin,D.1 Abiotic
Polje,A.1 Surface landform
korozijska vrtača :,A.1 Surface landform
Vrtača,A.1 Surface landform
korozijo,B.4 Transformation
dvojna vrtača,A.1 Surface landform
sestavljena vrtača,A.1 Surface landform
vrtač,A.1 Surface landform
primarna vrtača,A.1 Surface landform
sekundarne vrtače,A.1 Surface landform
Vrtača,A.1 Surface landform
sekundarna vrtača :,A.1 Surface landform
primarni vrtači,A.1 Surface landform
Udorna vrtača,A.1 Surface landform
udornica,A.1 Surface landform
udorom,B.4 Transformation
fosilna vrtača,A.1 Surface landform
sedimenti,D.1 Abiotic
vrtača,A.1 Surface landform
sufozijska vrtača,A.1 Surface landform
Vrtača,A.1 Surface landform
sufozijo,B.2 Loss
spiranjem,B.2 Loss
rušo,D.1 Abiotic
vrtačasti jarek,A.1 Surface landform
vrtač,A.1 Surface landform
depresijo,D.1 Abiotic
zakrasevanje,B. Process
skrasevanje,B. Process
vkraševanje,B. Process
karstifikacija,B. Process
nastajanja,B. Process
krasa,C. Geome
pokrova,D.1 Abiotic
korozija,B.4 Transformation
zatrepna dolina,A.1 Surface landform
Dolina,D.1 Abiotic
krasu,C. Geome
izviru,A.3 Hydrological form
potoka,D.1 Abiotic
žlebič,A.1 Surface landform
izjedenine,D.1 Abiotic
strmca,D.1 Abiotic
kamnini,D.1 Abiotic
jamski žlebič,A.2 Underground landform
Žlebič,A.1 Surface landform
dnu,D.1 Abiotic
steni,D.1 Abiotic
koritasti žlebič,A.1 Surface landform
Žlebič,A.1 Surface landform
korita,D.1 Abiotic
stenami,D.1 Abiotic
humusom,D.1 Abiotic
meandrasti žlebiči,A.1 Surface landform
žlebiči,A.1 Surface landform
pobočju,D.1 Abiotic
mikrožlebiči,A.1 Surface landform
reber,D.1 Abiotic
žlebiči,A.1 Surface landform
površju,D.1 Abiotic
stropni žleb,A.2 Underground landform
žleb,A.1 Surface landform
stropu,D.1 Abiotic
zaobljeni žlebiči,A.1 Surface landform
Žlebiči,A.1 Surface landform
hrbte,D.1 Abiotic
žlebičje,A.1 Surface landform
površje,D.1 Abiotic
žlebiči,A.1 Surface landform
stožčasti kras,C. Geome
stogasti kras,C. Geome
tropskega krasa,C. Geome
vzpetinicami,D.1 Abiotic
stožcev,D.1 Abiotic
stogov,D.1 Abiotic
vrtačasti kras,C. Geome
dinarski kras,D.3.1 Geolocation
Kras,C. Geome
vrtace,A.1 Surface landform
dinarski tip krasa,C. Geome
kraškimi pojavi,D.1 Abiotic
Holokarst,C. Geome
kras,C. Geome
polji,A.1 Surface landform
merokrasa,C. Geome
srednjeevropski kras,D.3.1 Geolocation
merokras,C. Geome
kras,C. Geome
Parakras,C. Geome
Kras,C. Geome
kamninah,D.1 Abiotic
dolomit,D.1 Abiotic
zakrasevanju,B.4 Transformation
podzemeljski kras,C. Geome
zemeljskim površjem,D.1 Abiotic
površinski kras,C. Geome
endokras,C. Geome
zemljo,D.1 Abiotic
prstjo,D.1 Abiotic
eksokras,C. Geome
eksokarst,C. Geome
Kras,C. Geome
površju,D.1 Abiotic
površjem,D.1 Abiotic
visokogorski kras,C. Geome
Kras,C. Geome
gorah,D.1 Abiotic
kontaktni kras,C. Geome
stični kras,C. Geome
Kras,C. Geome
prepustnih,D.1 Abiotic
obalni kras,C. Geome
Površinski kras,C. Geome
jezerski obali,D.1 Abiotic
kras,C. Geome
obali,D.1 Abiotic
globoki kras,C. Geome
kraškega pretakanja,B.1 Movement
reliefne depresije,D.1 Abiotic
freatične cone,D.1 Abiotic
kraškimi kamninami,D.1 Abiotic
Kras,C. Geome
cono,D.1 Abiotic
kras,C. Geome
piezometra,E.1 Instrument
pretakanja,B.1 Movement
depresije,D.1 Abiotic
kamninami,D.1 Abiotic
plitvi kras,C. Geome
vertikalnega pretakanja,B.1 Movement
freatične cone,D.1 Abiotic
Kras,C. Geome
depresije,D.1 Abiotic
kras,C. Geome
kamninami,D.1 Abiotic
pretakanja,B.1 Movement
fosilni kras,C. Geome
Kraške oblike,D.1 Abiotic
fosilna jama,A.2 Underground landform
fosilno brezno,A.2 Underground landform
mrtva jama,A.2 Underground landform
zakrasevanjem,B.4 Transformation
kopasti kras,C. Geome
Dinarskem krasu,D.3.1 Geolocation
Kras,C. Geome
vzpetine,D.1 Abiotic
fosilni,C. Geome
paleokras ( fosilni kras ),C. Geome
ekshumirani kras,C. Geome
razkriti kras,C. Geome
vododržna odeja,D.1 Abiotic
fosilni kras,C. Geome
kras,C. Geome
paleokras,C. Geome
odeja,D.1 Abiotic
podtalni kras,C. Geome
podpreperelinski kras,C. Geome
pokrite škraplje,A.1 Surface landform
pokrite vrtace,A.1 Surface landform
zapolnjeno brezno,A.2 Underground landform
korozijski vdolbek,D.1 Abiotic
zapolnjen jašek,D.1 Abiotic
skalne luknje,D.1 Abiotic
apnencu,D.1 Abiotic
prstjo,D.1 Abiotic
zemljo,D.1 Abiotic
podzemlju,C. Geome
prstjo,D.1 Abiotic
fluvialnega geomorfnega sistema,C. Geome
Kontaktni kras,C. Geome
tip oblikovanosti,D.3 Property
delovanja površja,B. Process
vode,D.1 Abiotic
kraškega,C. Geome
Vršaje,A.1 Surface landform
krasu,C. Geome
sedimentacije,B.3 Addition
psevdovršaji,A.1 Surface landform
depresijska oblika,D.1 Abiotic
Vrtača,A.1 Surface landform
Kemično preperevanje,B.4 Transformation
kraških kamnin,D.1 Abiotic
raztapljanje,B.4 Transformation
korozija,B.4 Transformation
površinske oblike,D.1 Abiotic
topnih kamnin,D.1 Abiotic
korozije,B.4 Transformation
prevotljenost,D.3 Property
podzemlja,C. Geome
jamami,A.2 Underground landform
površju,C. Geome
razpokanost,D.3 Property
korozijsko uravnavanje,B.4 Transformation
bočne korozije,B.4 Transformation
rečne erozije,B.4 Transformation
uravnav,D.1 Abiotic
raztapljanja,B.4 Transformation
korozije,B.4 Transformation
Reliktni vršaji,A.1 Surface landform
kontaktnega krasa,C. Geome
flišne naplavine,D.1 Abiotic
kemično denudacijo,B.4 Transformation
karbonatne podlage,D.1 Abiotic
denudacijo,B.4 Transformation
vršajev,A.1 Surface landform
kraškem površju,C. Geome
udornic,A.1 Surface landform
rezultat,B. Process
ravnovesja,D.3 Property
udornici,A.1 Surface landform
udornice,A.1 Surface landform
reliefne oblika,D.1 Abiotic
vrtače,A.1 Surface landform
Ledeniške krnice,A.1 Surface landform
kraške krnice,A.1 Surface landform
zakrasevanja,B.4 Transformation
Kraška krnica,A.1 Surface landform
reliefna oblika,D.1 Abiotic
Južne Alpe,D.3.1 Geolocation
Dinarsko gorstvo,D.3.1 Geolocation
do,A.1 Surface landform
konta,A.1 Surface landform
hidrološke procese,B. Process
podzemskih tokov,A.3 Hydrological form
piezometričnega nivoja,D.1 Abiotic
vodnih tokov,D.1 Abiotic
globeli,A.1 Surface landform
udornice,A.1 Surface landform
podzemlju,C. Geome
agresivnost,D.3 Property
erozivnost,D.1 Abiotic
geomorfnih procesov,B. Process
Preoblikovanje,B.4 Transformation
udornic,A.1 Surface landform
razpada površinske rečne mreže,B. Process
Suhe doline,A.1 Surface landform
rečne mreže,A.3 Hydrological form
jamski sistem,C. Geome
rove,A.2 Underground landform
Vodna gladina,D.1 Abiotic
epifreatična cona,C. Geome
naraščanju vode,B.3 Addition
Estavela,A.3 Hydrological form
bruhalnik,A.3 Hydrological form
upadanju,B.2 Loss
požiralnik,A.3 Hydrological form
dolomitnega reliefa,C. Geome
Dolek,A.1 Surface landform
kras,C. Geome
kraških globeli,A.1 Surface landform
kraška polja,A.1 Surface landform
uvale,A.1 Surface landform
dolaste,A.1 Surface landform
vrtačaste,A.1 Surface landform
zemeljskem površju,D.3.1 Geolocation
Uvala,A.1 Surface landform
kemičnega delovanja vode,B.4 Transformation
karbonatnih kamninah,D.1 Abiotic
apnencu,D.1 Abiotic
Suha dolina,A.1 Surface landform
zakrasela dolina,A.1 Surface landform
krasu,C. Geome
korozije vode,B.4 Transformation
razjede,D.1 Abiotic
udornic,A.1 Surface landform
udor,B.1 Movement
Suhe doline,A.1 Surface landform
Jame,A.2 Underground landform
kanali,A.2 Underground landform
kras,C. Geome
korozijski ravnik,A.1 Surface landform
Kraški ravnik,A.1 Surface landform
korozijskimi procesi,B.4 Transformation
kraški ravnik,A.1 Surface landform
visokogorski kras,C. Geome
kotlič,A.1 Surface landform
globel,D.1 Abiotic
stenami,D.1 Abiotic
snegom,D.1 Abiotic
Tržaškim zalivom,D.3.1 Geolocation
Vipavsko dolino,D.3.1 Geolocation
kras,C. Geome
karst,C. Geome
kras,C. Geome
prepustnosti,B.2 Loss
kamnine,D.1 Abiotic
pretakanje,B.1 Movement
raztapljanje,B.4 Transformation
Kras,D.3.1 Geolocation
karst,C. Geome
matični kras,D.3.1 Geolocation
Tržaškim zalivom,D.3.1 Geolocation
Vipavsko dolino,D.3.1 Geolocation
Kras,D.3.1 Geolocation
pokrajine,D.1 Abiotic
Kras,D.3.1 Geolocation
klasični kras,D.3.1 Geolocation
Kraško ozemlje,C. Geome
Kvarnerskim zalivom,D.3.1 Geolocation
kraškimi pojavi,A. Landform
Trstom,D.3.1 Geolocation
Postojno,D.3.1 Geolocation
ozemlje,D.1 Abiotic
ozemlje,D.1 Abiotic
apneniški kras,C. Geome
Kras,C. Geome
apnencu,D.1 Abiotic
dolomitni kras,C. Geome
Kras,C. Geome
dolomitu,D.1 Abiotic
klasticnih kamninah,D.1 Abiotic
klastokras,C. Geome
Kras,C. Geome
prodih,D.1 Abiotic
peskih,D.1 Abiotic
breci,D.1 Abiotic
puhlici,D.1 Abiotic
kredni kras,C. Geome
Kras,C. Geome
kredi,D.1 Abiotic
puhlični kras,C. Geome
Kras,C. Geome
puhlici,D.1 Abiotic
solnati kras,C. Geome
Kras,C. Geome
soli,D.1 Abiotic
sadreni kras,C. Geome
Kras,C. Geome
sadri,D.1 Abiotic
Površinski kras,C. Geome
glacialnih procesov,B.4 Transformation
Glaciokras,C. Geome
kraških,B.4 Transformation
kras,C. Geome
aridni ( sušni ) klimi,D.3 Property
aridni kras,C. Geome
nivalni ( snežni ) klimi,D.3 Property
nivalni kras,C. Geome
visokogorski kras,C. Geome
snežnice,D.1 Abiotic
Jugoslaviji,D.3.1 Geolocation
vode,D.1 Abiotic
izvirom,A.3 Hydrological form
razvodnice,A.3 Hydrological form
delovanja površinskih tokov,B.4 Transformation
površinskih tokov,D.1 Abiotic
Fluviokras,C. Geome
kras,C. Geome
erozije,B.2 Loss
denudacije,B.2 Loss
površinskih depresijskih oblik,D.1 Abiotic
Fluviokras,C. Geome
kras,C. Geome
vrtač,A.1 Surface landform
Kontaktni kras,C. Geome
neprepustnih kamnin,D.1 Abiotic
kras,C. Geome
prepustnih,D.1 Abiotic
površinski vodni tok,A.3 Hydrological form
Polsuha dolina,A.1 Surface landform
suha dolina,A.1 Surface landform
površinske rečne mreže,A.3 Hydrological form
Suhe doline,A.1 Surface landform
Suhe doline,A.1 Surface landform
fluvialni relief,C. Geome
kraški relief,C. Geome
normalni,C. Geome
rušenje jamskih stropov,B.1 Movement
jamskih stropov,A.2 Underground landform
udornic,A.1 Surface landform
udor,B.1 Movement
udornice,A.1 Surface landform
koliševke,A.1 Surface landform
kukave,A.1 Surface landform
fluvialni geomorfni sistem,C. Geome
fluviokras,C. Geome
površje,D.1 Abiotic
kraški,C. Geome
Fluviokraško površje,C. Geome
kraškega reliefa,C. Geome
kraških kotanjah,A.1 Surface landform
akumuliranje,B.3 Addition
fluvialnega geomorfnega sistema,C. Geome
Kontaktni kras,C. Geome
alogenih vodotokov,A.3 Hydrological form
površja,D.1 Abiotic
vode,D.1 Abiotic
kraškega,C. Geome
kontaktnem krasu,C. Geome
alogeni tokovi,A.3 Hydrological form
akumulacije naplavine,B.3 Addition
Vršaji,A.1 Surface landform
akumulacije,D.1 Abiotic
korozije,B.2 Loss
odteka,B.2 Loss
kras,C. Geome
krovni akvifug,C. Geome
akvifuga,C. Geome
periglacialnega dolca,A.1 Surface landform
dežno-snežna erozija,B.2 Loss
zmrzovanje,B.4 Transformation
taljenje,B.4 Transformation
soliflukcija,B.1 Movement
nivacija,B.4 Transformation
kraška klima,D.3 Property
kraška mikroklima,D.3 Property
kraškega ozemlja,C. Geome
mikroklimatske lastnosti,D.3 Property
kraških kotanj,D.1 Abiotic
kraških polj,A.1 Surface landform
kraških tal,D.1 Abiotic
geotermični stopnji,D.3 Property
Klima,D.3 Property
klimatske,D.3 Property
klima,D.3 Property
jam,A.2 Underground landform
klima,D.3 Property
kraška morfologija,E. Instrument or method
geomorfologije,E. Instrument or method
veda,E. Instrument or method
krasa,C. Geome
kraška prevotljenost,D.3 Property
kraška votlikavost,D.3 Property
kraške kamnine,D.1 Abiotic
prevotljenost,D.3 Property
prepustnosti,D.3 Property
krasa,C. Geome
kamnine,D.1 Abiotic
kraški suhi dol,A.1 Surface landform
kraški dol,A.1 Surface landform
suha dolina,A.1 Surface landform
suha dolina,A.1 Surface landform
kanjon,A.1 Surface landform
vrtač,A.1 Surface landform
kraška piraterija,B.4 Transformation
Razširitev porečja,B. Process
vodnega toka,D.1 Abiotic
kraško podzemlje,C. Geome
pretočitvijo,B.1 Movement
toka,D.1 Abiotic
kraška voda,D.1 Abiotic
kraškega ozemlja,C. Geome
kraškega podzemlja,C. Geome
kraškega ozemlja,C. Geome
kraških izvirov,A.3 Hydrological form
kraške vode,D.1 Abiotic
voda,D.1 Abiotic
voda,D.1 Abiotic
vode,D.1 Abiotic
krasu,C. Geome
kanalih,D.1 Abiotic
kolebanja,B.1 Movement
gladine,D.1 Abiotic
podzemlja,C. Geome
ozemlja,C. Geome
izvirov,D.1 Abiotic
kraški izvir,A.3 Hydrological form
kraške vode,D.1 Abiotic
iztok,D.1 Abiotic
površju,D.1 Abiotic
vode,D.1 Abiotic
kraški izvir,A.3 Hydrological form
bruhalnik,A.3 Hydrological form
vodi,D.1 Abiotic
vode,D.1 Abiotic
presihajoči izvir,A.3 Hydrological form
intermitentni izvir,A.3 Hydrological form
periodični izvir,A.3 Hydrological form
Kraški izvir,A.3 Hydrological form
zaganjalka,A.3 Hydrological form
minutnik,A.3 Hydrological form
narašča,B.3 Addition
upada,B.2 Loss
presiha,B.2 Loss
podmorski izvor,A.3 Hydrological form
brakične vode,D.1 Abiotic
brojnica,A.3 Hydrological form
vrulja,A.3 Hydrological form
Izvir,A.3 Hydrological form
sladke,D.1 Abiotic
gladino,D.1 Abiotic
plime,B.3 Addition
vode,D.1 Abiotic
kontaktni kraški izvir,A.3 Hydrological form
vodno prepustnih kamnin,D.1 Abiotic
kontaktni izvir,A.3 Hydrological form
neprepustnih kamnin,D.1 Abiotic
Izvir,A.3 Hydrological form
krovnini,D.1 Abiotic
kamnin,D.1 Abiotic
kamnin,D.1 Abiotic
jamski izvir,A.3 Hydrological form
Izvir,A.3 Hydrological form
jami,A.2 Underground landform
Fontaine de Vaucluse,D.3.1 Geolocation
vaukluški izvir,A.3 Hydrological form
izvira,A.3 Hydrological form
reka,D.1 Abiotic
Sorgue,D.3.1 Geolocation
pretokom,D.3 Property
izvir,D.1 Abiotic
brezna,A.2 Underground landform
kraški izvir,A.3 Hydrological form
obrh,A.3 Hydrological form
izvir,D.1 Abiotic
kraški izvir,A.3 Hydrological form
kropa,A.3 Hydrological form
vode,D.1 Abiotic
pritekajo,B.1 Movement
skalovjem,D.1 Abiotic
površju,D.1 Abiotic
izvir,D.1 Abiotic
voda,D.1 Abiotic
izvir,D.1 Abiotic
dvorana,A.2 Underground landform
jame,A.2 Underground landform
eforacijski rov,A.2 Underground landform
Jamski rov,A.2 Underground landform
vodni tok,D.1 Abiotic
eforacijski tok,D.1 Abiotic
tlakom,D.3 Property
prerezu,D.1 Abiotic
profil,D.1 Abiotic
tok,D.1 Abiotic
vodni objekt,D.1 Abiotic
občasni izvir,A.3 Hydrological form
občasni ponor,A.3 Hydrological form
estavela,A.3 Hydrological form
vodi,D.1 Abiotic
izvira,A.3 Hydrological form
ponora,A.3 Hydrological form
požiralnika,A.3 Hydrological form
morska estavela,A.3 Hydrological form
Estavela,A.3 Hydrological form
vodo,D.1 Abiotic
vodo,D.1 Abiotic
dnu rova,D.1 Abiotic
vodnega toka,D.1 Abiotic
faseta,A.2 Underground landform
vdolbinica,D.1 Abiotic
steni,D.1 Abiotic
voda,D.1 Abiotic
faseto,A.2 Underground landform
dnu,D.1 Abiotic
fosilni kotlič,A.1 Surface landform
morenskim gradivom,D.1 Abiotic
Kotlič,A.1 Surface landform
zatrpanosti,D.3 Property
sedimenti,D.1 Abiotic
gradivom,D.1 Abiotic
socialnim valoriziranjem krasa,D.3 Property
geografija krasa,E.2 Method
naravnimi osnovami,D.3 Property
Panoga,E.2 Method
valoriziranjem,E.2 Method
krasa,C. Geome
geološke orgle,A.2 Underground landform
podtalnega krasa,C. Geome
alohtonega gradiva,D.1 Abiotic
kraški kamnini,D.1 Abiotic
žepi,D.1 Abiotic
ilovice,D.1 Abiotic
razjedeni,D.3 Property
gradiva,D.1 Abiotic
kamnini,D.1 Abiotic
golobinka,A.2 Underground landform
golobina,A.2 Underground landform
golobnjača,A.2 Underground landform
udornico,A.1 Surface landform
brezno,A.2 Underground landform
vhodom,D.1 Abiotic
golobi,D.2 Biotic
Velika gora v Postojnski jami,D.3.1 Geolocation
nakopičenega gradiva,D.1 Abiotic
jamskem prostoru,D.1 Abiotic
Postojnski jami,D.3.1 Geolocation
gora,A.2 Underground landform
kup,D.1 Abiotic
gradiva,D.1 Abiotic
goli kras,C. Geome
griža,A.1 Surface landform
površje,D.1 Abiotic
kamenja,D.1 Abiotic
polgoli,C. Geome
podlaga,D.1 Abiotic
umetno jamo,A.2 Underground landform
Grota,A.2 Underground landform
jamo,A.2 Underground landform
kaverna,A.2 Underground landform
guano,D.1 Abiotic
Akumulacija,B.3 Addition
ekskrementov,D.1 Abiotic
živali,D.2 Biotic
jami,A.2 Underground landform
netopirjev,D.2 Biotic
kraška hidrografska cona,C. Geome
hidrografska cona,C. Geome
hidrološki sloj,D.1 Abiotic
vadozna cona,C. Geome
freatična cona,C. Geome
gmote,D.1 Abiotic
vode,D.1 Abiotic
votlin,A.2 Underground landform
aeracijska,C. Geome
sloj,D.1 Abiotic
areacijska cona,C. Geome
freatične cone,C. Geome
vadozna voda,C. Geome
suha cona,C. Geome
hidrografska cona,C. Geome
padavinska voda,D.1 Abiotic
vodne curke,D.1 Abiotic
vadozna cona,C. Geome
suha cona,C. Geome
vadozna cona,C. Geome
vadozna voda,C. Geome
aeracijsko cono,C. Geome
voda,D.1 Abiotic
zrakom,D.1 Abiotic
vodostaju,D.1 Abiotic
kanalih,D.1 Abiotic
curke,D.1 Abiotic
praznega prostora,D.1 Abiotic
poroznost,D.3 Property
Delež,D.3 Property
kamnine,D.1 Abiotic
porušena cona,C. Geome
zdrobljene cone,A.2 Underground landform
Območje,C. Geome
kamnin,D.1 Abiotic
prelomoma,D.1 Abiotic
podzemske reliefue oblike,D.1 Abiotic
pospešena korozija,B.2 Loss
korozija,B.2 Loss
površinske,D.1 Abiotic
laminarni tok,D.1 Abiotic
preboj,B.4 Transformation
Trenutek,D.3 Property
ponora,A.3 Hydrological form
izvira,A.3 Hydrological form
turbulentnega,A.3 Hydrological form
prebojni čas,D.3 Property
Čas,D.3 Property
začetjem,D.3 Property
prebojem,D.3 Property
speleogenetska faza,D.3 Property
paragenetski prag,D.3 Property
prevajanje,D.3 Property
prežeta cona,C. Geome
speleogenetskega prostora,C. Geome
gladino podtalnice,D.1 Abiotic
freatično vodo,D.1 Abiotic
padavinske vode,D.1 Abiotic
neprežeto cono,C. Geome
dotoke,B.3 Addition
Speleogenetska faza,D.3 Property
paragenetskim pragom,D.3 Property
rast,D.3 Property
prebojem,D.3 Property
razpoka,D.1 Abiotic
ploskev,D.1 Abiotic
kamnini,D.1 Abiotic
premikov,B.1 Movement
razpoklinska poroznost,D.3 Property
praznega prostora,D.1 Abiotic
prostomini,D.3 Property
kamnine,D.1 Abiotic
razpoke,D.1 Abiotic
lezike,D.1 Abiotic
razpoklinska cona,A.1 Surface landform
sistem razpok,D.1 Abiotic
Premiki,B.1 Movement
razpokah,D.1 Abiotic
Jamski kanal,A.2 Underground landform
rov,A.2 Underground landform
prehoden,D.3 Property
kanal,A.2 Underground landform
jamskega dna,A.2 Underground landform
podzemska reka,A.3 Hydrological form
sifon,A.2 Underground landform
poglobitev,B. Process
gladini,D.1 Abiotic
Speleogenetska faza,D.3 Property
snovanje,B. Process
tok,B.1 Movement
kanal,A.2 Underground landform
laminaren,D.3 Property
fosilna jama,A.2 Underground landform
jama,A.2 Underground landform
podorna jama,A.2 Underground landform
podornim skalovjem,D.1 Abiotic
podiranjem,B.1 Movement
Jama,A.2 Underground landform
podori,B.1 Movement
tektonska jama,A.2 Underground landform
tektonskimi procesi,B.1 Movement
rečna jama,A.2 Underground landform
Jama,A.2 Underground landform
reka,D.1 Abiotic
potok,D.1 Abiotic
jama,A.2 Underground landform
lezična jama,A.2 Underground landform
Jama,A.2 Underground landform
leziki,A.1 Surface landform
kontaktna jama,A.2 Underground landform
Jama,A.2 Underground landform
kamnin,D.1 Abiotic
jama v nadstropjih,A.2 Underground landform
etažna jama,A.2 Underground landform
Jama,A.2 Underground landform
brezna,A.2 Underground landform
nevihte s točo,D.1 Abiotic
hudourna jama,A.2 Underground landform
jamo,A.2 Underground landform
turistična jama,A.2 Underground landform
Jama,A.2 Underground landform
turistov,D.2 Biotic
tunelska jama,A.2 Underground landform
Jama,A.2 Underground landform
vzpetino,D.1 Abiotic
zadušna jama,A.2 Underground landform
zadušni plini,D.1 Abiotic
Jama,A.2 Underground landform
jamar,D.2 Biotic
Človek,D.2 Biotic
jame,A.2 Underground landform
jamoslovec,D.2 Biotic
strokovnjak,D.2 Biotic
speleologije,E.2 Method
jamska ilovica,D.1 Abiotic
Ilovica,D.1 Abiotic
avtohtona,D.1 Abiotic
paravtohtona,D.1 Abiotic
alohtona,D.1 Abiotic
jamska klimatologija,E.2 Method
jamska meteorologija,E.2 Method
znanstvena disciplina,E.2 Method
podzemeljskih votlinah,A.2 Underground landform
odprto kraško polje,A.1 Surface landform
Polje,A.1 Surface landform
fosilno kraško polje,A.1 Surface landform
kraško polje,A.1 Surface landform
neprepustnimi sedimenti,D.1 Abiotic
kraško polje,A.1 Surface landform
subtropski klimi,D.1 Abiotic
mediteranskega krasa,C. Geome
reka,D.1 Abiotic
polje,A.1 Surface landform
uvalasto kraško polje,A.1 Surface landform
kraškim poljem,A.1 Surface landform
polje,A.1 Surface landform
uvalo,A.1 Surface landform
dna,D.1 Abiotic
kraško jezero,A.3 Hydrological form
kraškim odtokom,A.3 Hydrological form
kraškim pritokom,A.3 Hydrological form
Jezero,D.1 Abiotic
kraško podzemeljsko jezero,A.2 Underground landform
stoječo vodo,D.1 Abiotic
kraškem podzemlju,C. Geome
jamsko jezero,A.2 Underground landform
podzemeljsko jezero,A.2 Underground landform
kotanja,D.1 Abiotic
karbonatna kamnina,D.1 Abiotic
kredni kras,C. Geome
kreda,D.1 Abiotic
mikroorganizmov,D.2 Biotic
Skladovna polica,D.1 Abiotic
lašt,A.1 Surface landform
površina,D.1 Abiotic
strmčem,D.1 Abiotic
skladi,D.1 Abiotic
ledeni kapnik,A.2 Underground landform
ledena tvorba,D.1 Abiotic
kapnikom,A.2 Underground landform
jami,A.2 Underground landform
kalcijev karbonat,D.1 Abiotic
se useda,B.3 Addition
kraških voda,A.3 Hydrological form
lehnjak,D.1 Abiotic
lehkovec,D.1 Abiotic
maček,D.1 Abiotic
inkrustira,B.3 Addition
rastline,D.2 Biotic
voda,D.1 Abiotic
lezika,D.1 Abiotic
ploskev,D.1 Abiotic
špranja,D.1 Abiotic
podzemeljske prostore,A.2 Underground landform
lisičina,A.2 Underground landform
rov,A.2 Underground landform
mikroreliefne kraške oblike,A.1 Surface landform
korozijske vdolbinice,A.1 Surface landform
škraplje,A.1 Surface landform
žlebiči,A.1 Surface landform
tok morske vode,B.1 Movement
morskemu požiralniku,A.3 Hydrological form
morske vode,D.1 Abiotic
strugi,D.1 Abiotic
morski požiralnik,A.3 Hydrological form
morske gladine,D.1 Abiotic
morska voda,D.1 Abiotic
požiralnik,A.3 Hydrological form
naravni most,A.1 Surface landform
jamskega stropovja,A.2 Underground landform
skalnem koritu,D.1 Abiotic
Požiralnik,A.3 Hydrological form
špranja,D.1 Abiotic
brezno,A.1 Surface landform
požira,D.3 Property
vodo,D.1 Abiotic
fluvialni geomorfni sistem,C. Geome
krasa,C. Geome
površju,D.1 Abiotic
kraški,C. Geome
fluviokras,C. Geome
Katavatron,A.3 Hydrological form
požiralnik,A.3 Hydrological form
ponor,A.3 Hydrological form
vode,D.1 Abiotic
izvirom,D.1 Abiotic
razvodnice,A.3 Hydrological form
zajezenega izvira,D.1 Abiotic
