DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
udornice,B. Process|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|A.1 Surface landform|C. Geome|D.3 Property|D.1 Abiotic,hidrološke procese|podzemskih tokov|piezometričnega nivoja|vodnih tokov|globeli|udornice|podzemlju|agresivnost|erozivnost,"Nastanek in razporeditev večjih globeli, ki jih slovenska strokovna literatura prav tako imenuje udornice, sta vezana na specifične hidrološke procese na območjih koncentriranih podzemskih tokov, nihanja piezometričnega nivoja v podzemlju, na večjo agresivnost ali erozivnost vodnih tokov ali kombinacije teh dejavnikov.",,,,,,,,,vezana na specifične hidrološke procese na območjih koncentriranih podzemskih tokov|večjo agresivnost ali erozivnost vodnih tokov|nihanja piezometričnega nivoja v podzemlju,,,,,,,,,,,,vezana na,,,,,,,,,,,,,
Preoblikovanje udornic,B. Process|B.4 Transformation|A.1 Surface landform,geomorfnih procesov|Preoblikovanje|udornic,Preoblikovanje udornic je rezultat součinkovanja mnogih geomorfnih procesov.,,,,,,,,,je rezultat součinkovanja mnogih geomorfnih procesov,,,,,,,,,,,,je rezultat,,,,,,,,,,,,,
Suhe doline,B. Process|A.1 Surface landform|A.3 Hydrological form,razpada površinske rečne mreže|Suhe doline|rečne mreže,Suhe doline so posledica razpada površinske rečne mreže. rečne mreže,,,,,,,,,so posledica razpada površinske rečne mreže,,,,,,,,,,,,so posledica,,,,,,,,,,,,,
jamski sistem,C. Geome|A.2 Underground landform,jamski sistem|rove,Daljše razvejane rove imenujemo jamski sistem.,,,,,,imenujemo,,,,Daljše razvejane rove,,,,,,,,,,,,,,,,,,,,,,,,
epifreatična cona,D.1 Abiotic|C. Geome,Vodna gladina|epifreatična cona,"Vodna gladina precej niha, zato pas med najvišjo in najnižjo piezometrično vodno gladino imenujemo epifreatična cona.",,,,,,imenujemo,pas med najvišjo in najnižjo piezometrično vodno gladino,,,,,pas med najvišjo in najnižjo piezometrično vodno gladino,,,,,,,,,,,,,,,,,,,,,,
Estavela,B.3 Addition|A.3 Hydrological form|A.3 Hydrological form|B.2 Loss|A.3 Hydrological form,naraščanju vode|Estavela|bruhalnik|upadanju|požiralnik,"Estavela je kraški vodni objekt, ki ob naraščanju vode deluje kot bruhalnik, ob upadanju pa kot požiralnik.",,,,,,je,vodni objekt,,,,"ob naraščanju vode deluje kot bruhalnik , ob upadanju pa kot požiralnik",,,,,,,,,,,,,,,deluje,,,,,,,,
Dolek,C. Geome|A.1 Surface landform,dolomitnega reliefa|Dolek,Dolek je značilna oblika dolomitnega reliefa.,,,dolomitnega reliefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kras,C. Geome,kras,"Kot občno ime (kras) pomeni v ljudskem jeziku kamnito ozemlje, kar je v skladu s paleoevropsko osnovo.",,,,,,,kamnito ozemlje,,,kamnito ozemlje,,,,,,,,,,,,,,,,,,,,,,,,
kraških globeli,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraških globeli|kraška polja|uvale|dolaste|vrtačaste,"Naslednja večja skupina kraških globeli so uvale, dolaste ali vrtačaste, sledijo kraška polja.",,,,,,,,,,,,,,,,,,kraška polja|uvale,,,,,,,,,,,,,,,,
Uvala,D.3.1 Geolocation|A.1 Surface landform,zemeljskem površju|Uvala,Uvala je kraška depresijska oblika na zemeljskem površju v obliki skledaste vdolbine.,,,,,,je,depresijska oblika,,,v obliki skledaste vdolbine,,na zemeljskem površju,,,,,,,,,,,,,v obliki,,na,,,,,,,
ŠKRAPLJE,B.4 Transformation|D.1 Abiotic|D.1 Abiotic,kemičnega delovanja vode|karbonatnih kamninah|apnencu,"ŠKRAPLJE: So manjša kraška oblika, dolga od nekaj centimetrov do več decimetrov in metrov, izjedena v trdi kamnini (apnencu ali drugih karbonatnih kamninah), nastala zaradi kemičnega delovanja vode.",,,izjedena v trdi kamnini ( apnencu ali drugih karbonatnih kamninah ),,,So,kraška oblika,,nastala zaradi kemičnega delovanja vode,,,,,,dolga od nekaj centimetrov do več decimetrov in metrov,,,,,,nastala zaradi,izjedena v,,,,,,,,,,dolga,,
Suha dolina,A.1 Surface landform|A.1 Surface landform|C. Geome,Suha dolina|zakrasela dolina|krasu,"SUHA DOLINA: Suha dolina (zakrasela dolina) je dolinasta oblika na krasu, brez stalnega površinskega vodnega toka.",,,,,,je,dolinasta oblika,brez stalnega površinskega vodnega toka,,,,na krasu,,,,,,,,brez,,,,,,,na,,,,,,,
zakrasela dolina,A.1 Surface landform|A.1 Surface landform|C. Geome,Suha dolina|zakrasela dolina|krasu,"SUHA DOLINA: Suha dolina (zakrasela dolina) je dolinasta oblika na krasu, brez stalnega površinskega vodnega toka.",,,,,,je,dolinasta oblika,brez stalnega površinskega vodnega toka,,,,na krasu,,,,,,,,brez,,,,,,,na,,,,,,,
Škraplje,B.4 Transformation,korozije vode,"Škraplje so kraške oblike, ki nastanejo zaradi korozije vode na površju ali subkutano.",,,,,,so,kraške oblike,,nastanejo zaradi korozije vode na površju ali subkutano,,,,,,,,,,,,nastanejo zaradi,,,,,,,,,,,,,
Žlebiči,D.1 Abiotic,razjede,"Žlebiči so razjede pravilnih žlebastih oblik, ki potekajo v smeri največjega strmca stene.",,,,,,so,razjede,,,"pravilnih žlebastih oblik , ki potekajo v smeri največjega strmca stene",,,,,,,,,,,,,,,oblik,,,,,,,,,
Jame,A.2 Underground landform|A.2 Underground landform|C. Geome,Jame|kanali|kras,"Jame so podzemni kanali, ki jih je naredila skozi kras tekoča voda.",,,,,,so,podzemni kanali,,ki jih je naredila skozi kras tekoča voda,,,,,,,,,,,,ki jih je naredila,,,,,,,,,,,,,
korozijski ravnik,A.1 Surface landform|A.1 Surface landform|B.4 Transformation|A.1 Surface landform,korozijski ravnik|Kraški ravnik|korozijskimi procesi|kraški ravnik,"korozijski ravnik: Kraški ravnik, ki je nastal pretežno s korozijskimi procesi. Prim. kraški ravnik.",,,,,,,Kraški ravnik,,nastal pretežno s korozijskimi procesi,,,,,,,,,,,,nastal,,,,,,,,,,,,,
kotlič,C. Geome|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,visokogorski kras|kotlič|globel|stenami|snegom,"kotlič: Skalnata globel okroglaste, podolgovate ali oglate oblike s premerom nekaj metrov, s strmimi stenami in snegom, ki se zadržuje v dnu večino leta. Značilen za visokogorski kras (Kunaver, 1962).",,,Skalnata,"s strmimi stenami in snegom , ki se zadržuje v dnu večino leta",,,globel,,,"okroglaste , podolgovate ali oglate oblike",,visokogorski kras,,,premerom nekaj metrov,,,,,,,,s,,,,,,,,,s premerom,,
kras,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|C. Geome|C. Geome|B.2 Loss|D.1 Abiotic|B.1 Movement|B.4 Transformation|D.3.1 Geolocation|C. Geome,Tržaškim zalivom|Vipavsko dolino|kras|karst|kras|prepustnosti|kamnine|pretakanje|raztapljanje|Kras|karst,"kras: Pri drugih neslovenskih narodih karst (tudi rusko), pri Čehih, Slovakih, Poljakih kras. Ozemlje, kjer vlada zaradi razpoklinske prepustnosti kamnine podzemeljsko (kraško) pretakanje vode, učinkovito kemično raztapljanje kamnin in kjer so lahko razvite tudi značilne površinske in podzemeljske oblike. Beseda je predindoevropskega izvora (carra = kamen) in je bila do srede 19. stol. samo pokrajinsko ime za regijo Kras med Tržaškim zalivom in Vipavsko dolino. Največ s posredovanjem avstrijske strokovne literature je postala v obliki karst mednarodni termin.",,,,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,,,Ozemlje,Beseda je predindoevropskega izvora ( carra = kamen ) in je bila do srede 19 . stol . samo pokrajinsko ime|s posredovanjem avstrijske strokovne literature je postala v obliki karst mednarodni termin,,,"kjer vlada zaradi razpoklinske prepustnosti kamnine podzemeljsko ( kraško ) pretakanje vode , učinkovito kemično raztapljanje kamnin",,za regijo Kras med Tržaškim zalivom in Vipavsko dolino,,,,,,,,,,so lahko razvite,,,,,,,,,,,
matični kras,D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic|D.3.1 Geolocation,matični kras|Tržaškim zalivom|Vipavsko dolino|Kras|pokrajine|Kras,"matični kras: Kras kraške pokrajine med Tržaškim zalivom in Vipavsko dolino v regiji, ki jo imenujemo Kras in katere ime je prešlo v krasoslovno terminologijo kot geomorfološki termin.",,,,,,,Kras,prešlo v krasoslovno terminologijo kot geomorfološki termin,,,,,"med Tržaškim zalivom in Vipavsko dolino v regiji , ki jo imenujemo Kras",,,,,,,,,,,,,,,,,,,,,
klasični kras,D.3.1 Geolocation|C. Geome|D.3.1 Geolocation|A. Landform|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic,klasični kras|Kraško ozemlje|Kvarnerskim zalivom|kraškimi pojavi|Trstom|Postojno|ozemlje|ozemlje,"klasični kras: Kraško ozemlje med Trstom, Kvarnerskim zalivom in Postojno, katerega kraške značilnosti so bile prvič strokovno opisane. V širšem pomenu ozemlje z izrazitimi kraškimi pojavi. ozemlje",,,,ozemlje z izrazitimi kraškimi pojavi,,V širšem pomenu,Kraško ozemlje,kraške značilnosti so bile prvič strokovno opisane .,,,,,"med Trstom , Kvarnerskim zalivom in Postojno",,,,,,,,,,ozemlje z,,,,,,,med,,,,
apneniški kras,C. Geome|C. Geome|D.1 Abiotic,apneniški kras|Kras|apnencu,apneniški kras: Kras v apnencu.,,,v apnencu,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
dolomitni kras,C. Geome|C. Geome|D.1 Abiotic,dolomitni kras|Kras|dolomitu,dolomitni kras: Kras v dolomitu.,,,v dolomitu,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
klastokras,D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,klasticnih kamninah|klastokras|Kras|prodih|peskih|breci|puhlici,"klastokras: Kras v klasticnih kamninah (prodih, peskih, breci, puhlici).",,,v klasticnih kamninah,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
kredni kras,C. Geome|C. Geome|D.1 Abiotic,kredni kras|Kras|kredi,kredni kras: Kras v kamnini kredi (ne iz geološke dobe krede!).,,,v kamnini kredi,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
puhlični kras,C. Geome|C. Geome|D.1 Abiotic,puhlični kras|Kras|puhlici,puhlični kras: Kras v puhlici.,,,v puhlici,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
solnati kras,C. Geome|C. Geome|D.1 Abiotic,solnati kras|Kras|soli,solnati kras: Kras v soli (kot kraški kamnini).,,,v soli,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
sadreni kras,C. Geome|C. Geome|D.1 Abiotic,sadreni kras|Kras|sadri,sadreni kras: Kras v sadri.,,,v sadri,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
Glaciokras,C. Geome|B.4 Transformation|C. Geome|B.4 Transformation|C. Geome,Površinski kras|glacialnih procesov|Glaciokras|kraških|kras,"Glaciokras: Površinski kras, ki je nastal ob delovanju kraških in glacialnih procesov. kras",,,,,,,Površinski kras,,ki je nastal ob delovanju kraških in glacialnih procesov,,,,,,,,,,,,je nastal,,,,,,,,,,,,,
aridni kras,D.3 Property|C. Geome,aridni ( sušni ) klimi|aridni kras,aridni kras: Nastal je v aridni (sušni) klimi.,,,,,,,,,Nastal je v aridni ( sušni ) klimi,,,,,,,,,,,,Nastal je,,,,,,,,,,,,,
nivalni kras,D.3 Property|C. Geome|C. Geome|D.1 Abiotic|D.3.1 Geolocation,nivalni ( snežni ) klimi|nivalni kras|visokogorski kras|snežnice|Jugoslaviji,nivalni kras: Nastal v nivalni (snežni) klimi ob vidnem učinkovanju snežnice. V Jugoslaviji danes omejen na visokogorski kras.,,,,,,,,,Nastal v nivalni ( snežni ) klimi ob vidnem učinkovanju snežnice,,,V Jugoslaviji danes omejen na visokogorski kras,,,,,,,,,Nastal,,,,,,omejen na,,,,,,,
razvodnice,D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form,vode|izvirom|razvodnice,"Meje območij, od koder se stekajo vode proti različnim izvirom, imenujemo razvodnice.",,,,,,imenujemo,Meje območij,,,,,,,od koder se stekajo vode proti različnim izvirom,,,,,,,,,,,,,,,,,,,,
Fluviokras,B.4 Transformation|D.1 Abiotic|C. Geome|C. Geome|B.2 Loss|B.2 Loss,delovanja površinskih tokov|površinskih tokov|Fluviokras|kras|erozije|denudacije,"Fluviokras je kras, ki je posledica delovanja površinskih tokov in erozije ter denudacije. površinskih tokov",,,,,,je,kras,,posledica delovanja površinskih tokov in erozije ter denudacije,,,,,,,,,,,,je posledica delovanja,,,,,,,,,,,,,
Fluviokras,D.1 Abiotic|C. Geome|C. Geome|A.1 Surface landform,površinskih depresijskih oblik|Fluviokras|kras|vrtač,"Fluviokras je kras brez površinskih depresijskih oblik, vrtač ni oziroma jih je manj.",,,,"brez površinskih depresijskih oblik , vrtač ni oziroma jih je manj",,je,kras,,,,,,,,,,,,,,,,brez,,,,,,,,,,,
Kontaktni kras,C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic,Kontaktni kras|neprepustnih kamnin|kras|prepustnih,Kontaktni kras je kras na stičišču prepustnih in za vodo neprepustnih kamnin.,,,na stičišču prepustnih in za vodo neprepustnih kamnin,,,je,kras,,,,,,,,,,,,,,,na,,,,,,,,,,,,
Polsuha dolina,A.3 Hydrological form|A.1 Surface landform|A.1 Surface landform,površinski vodni tok|Polsuha dolina|suha dolina,"Polsuha dolina je suha dolina, v kateri se občasno pojavlja površinski vodni tok.",,,,,,je,suha dolina,,,,,,,,,,v kateri se občasno pojavlja površinski vodni tok,,,,,,,,,,,,,,,,,kateri se občasno
Suhe doline,A.3 Hydrological form|A.1 Surface landform,površinske rečne mreže|Suhe doline,Suhe doline so posledica razpada površinske rečne mreže.,,,,,,,,,so posledica razpada površinske rečne mreže,,,,,,,,,,,,so posledica,,,,,,,,,,,,,
Suhe doline,A.1 Surface landform|C. Geome|C. Geome|C. Geome,Suhe doline|fluvialni relief|kraški relief|normalni,"Suhe doline so značilne oblike tako za normalni oziroma fluvialni relief, kot tudi za kraški relief.",,,,,,so,oblike,,,,,"so značilne oblike tako za normalni oziroma fluvialni relief , kot tudi za kraški relief",,,,,,,,,,,,,,,so značilne oblike tako za,,,,,,,
udornic,B.1 Movement|A.2 Underground landform|A.1 Surface landform|B.1 Movement,rušenje jamskih stropov|jamskih stropov|udornic|udor,Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor. jamskih stropov,,,,,,,,,rušenje jamskih stropov do površja oziroma udor,,,,,,,,,,,,Osnovni mehanizem nastanka,,,,,,,,,,,,,
udornice,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|koliševke|kukave,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koliševke,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|koliševke|kukave,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kukave,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|koliševke|kukave,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluviokras,C. Geome|C. Geome|D.1 Abiotic|C. Geome,fluvialni geomorfni sistem|fluviokras|površje|kraški,"Roglič (1959) je fluviokras definiral kot površje, kjer lahko delujeta tako kraški kot fluvialni geomorfni sistem.",,,,,,definiral kot,površje,,lahko delujeta tako kraški kot fluvialni geomorfni sistem,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviokraško površje,C. Geome|C. Geome|A.1 Surface landform|B.3 Addition,Fluviokraško površje|kraškega reliefa|kraških kotanjah|akumuliranje,"Fluviokraško površje je prehodna oblika kraškega reliefa, kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah.",,,,,,je prehodna oblika,kraškega reliefa,,kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah,,,,,,,,,,,,kjer prevladuje,,,,,,,,,,,,,
Kontaktni kras,C. Geome|C. Geome|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|C. Geome,fluvialnega geomorfnega sistema|Kontaktni kras|alogenih vodotokov|površja|vode|kraškega,"Kontaktni kras je tip površja, kjer pritekajo vode iz fluvialnega geomorfnega sistema v kraškega (ali obratno) oz. je kras preoblikovan pod vplivom alogenih vodotokov.",,,,,,je,tip površja,,pritekajo vode iz fluvialnega geomorfnega sistema v kraškega ( ali obratno ) oz . je kras preoblikovan pod vplivom alogenih vodotokov,,,,,,,,,,,,pod vplivom,,,,,,,,,,,,,
Vršaji,C. Geome|A.3 Hydrological form|B.3 Addition|A.1 Surface landform|D.1 Abiotic|B.2 Loss|B.2 Loss|C. Geome,kontaktnem krasu|alogeni tokovi|akumulacije naplavine|Vršaji|akumulacije|korozije|odteka|kras,"Vršaji na kontaktnem krasu so akumulacije, ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras.",,,,,,so,akumulacije,kjer je proces akumulacije naplavine intenzivnejši od korozije|voda pa na robovih odteka v kras,ki jih na kraško matično podlago nanesejo občasni alogeni tokovi,,,na kontaktnem krasu,,,,,,,,kjer je,,,,,,,na,,,,,,,
krovni akvifug,C. Geome|C. Geome,krovni akvifug|akvifuga,Najvišja plast zgornjega akvifuga je krovni akvifug.,,,,,,je,plast zgornjega akvifuga,,,,,Najvišja plast zgornjega akvifuga,,,,,,,,,,,,,,,,,,,,,,
periglacialnega dolca,A.1 Surface landform|B.2 Loss|B.4 Transformation|B.4 Transformation|B.1 Movement|B.4 Transformation,periglacialnega dolca|dežno-snežna erozija|zmrzovanje|taljenje|soliflukcija|nivacija,"Dejavniki nastanka periglacialnega dolca so zmrzovanje in taljenje, dežno-snežna erozija, soliflukcija in nivacija.",,,,,,,,,"zmrzovanje in taljenje , dežno-snežna erozija , soliflukcija in nivacija",,,,,,,,,,,,Dejavniki nastanka,,,,,,,,,,,,,
kraška klima,D.3 Property|D.3 Property|C. Geome|D.3 Property|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.3 Property|D.3 Property|D.3 Property|D.3 Property|A.2 Underground landform|D.3 Property,kraška klima|kraška mikroklima|kraškega ozemlja|mikroklimatske lastnosti|kraških kotanj|kraških polj|kraških tal|geotermični stopnji|Klima|klimatske|klima|jam|klima,"kraška klima, kraška mikroklima: Klima kraškega ozemlja, v kateri se odražajo klimatske oz. mikroklimatske lastnosti kraških kotanj (npr. klima kraških polj), kraških tal (posebnosti v geotermični stopnji) in jam (jamska klima).",,,,,"kateri se odražajo klimatske oz . mikroklimatske lastnosti kraških kotanj ( npr . klima kraških polj ) , kraških tal ( posebnosti v geotermični stopnji ) in jam ( jamska klima )",,Klima,,,,,,,,,,,klima kraških polj|jamska klima,,,,,,,,,,,,,,,,
kraška mikroklima,D.3 Property|D.3 Property|C. Geome|D.3 Property|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.3 Property|D.3 Property|D.3 Property|D.3 Property|A.2 Underground landform|D.3 Property,kraška klima|kraška mikroklima|kraškega ozemlja|mikroklimatske lastnosti|kraških kotanj|kraških polj|kraških tal|geotermični stopnji|Klima|klimatske|klima|jam|klima,"kraška klima, kraška mikroklima: Klima kraškega ozemlja, v kateri se odražajo klimatske oz. mikroklimatske lastnosti kraških kotanj (npr. klima kraških polj), kraških tal (posebnosti v geotermični stopnji) in jam (jamska klima).",,,,,"kateri se odražajo klimatske oz . mikroklimatske lastnosti kraških kotanj ( npr . klima kraških polj ) , kraških tal ( posebnosti v geotermični stopnji ) in jam ( jamska klima )",,Klima,,,,,,,,,,,klima kraških polj|jamska klima,,,,,,,,,,,,,,,,
kraška morfologija,E. Instrument or method|E. Instrument or method|E. Instrument or method|C. Geome,kraška morfologija|geomorfologije|veda|krasa,"kraška morfologija: Panoga geomorfologije, ki se ukvarja s površinskimi kraškimi oblikami. V širšem smislu veda o površinskih in podzemeljskih oblikah krasa.",,,,,,V širšem smislu,Panoga geomorfologije|veda,,,,,,,,,,,,se ukvarja s površinskimi kraškimi oblikami|o površinskih in podzemeljskih oblikah krasa,,,,,,,,,,,,,,se ukvarja,
kraška prevotljenost,D.3 Property|D.3 Property|D.1 Abiotic|D.3 Property|D.3 Property|C. Geome|D.1 Abiotic,kraška prevotljenost|kraška votlikavost|kraške kamnine|prevotljenost|prepustnosti|krasa|kamnine,"kraška prevotljenost, kraška votlikavost: Značilna prevotljenost kraške kamnine, ki zaradi vodne prepustnosti omogoča razvoj krasa. kamnine",,,kraške kamnine,,,,prevotljenost,,zaradi vodne prepustnosti,,,,,omogoča razvoj krasa,,,,,,,zaradi,,,,,,,,,,,,,
kraška votlikavost,D.3 Property|D.3 Property|D.1 Abiotic|D.3 Property|D.3 Property|C. Geome|D.1 Abiotic,kraška prevotljenost|kraška votlikavost|kraške kamnine|prevotljenost|prepustnosti|krasa|kamnine,"kraška prevotljenost, kraška votlikavost: Značilna prevotljenost kraške kamnine, ki zaradi vodne prepustnosti omogoča razvoj krasa. kamnine",,,kraške kamnine,,,,prevotljenost,,zaradi vodne prepustnosti,,,,,omogoča razvoj krasa,,,,,,,zaradi,,,,,,,,,,,,,
kraški suhi dol,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraški suhi dol|kraški dol|suha dolina|suha dolina|kanjon|vrtač,"kraški dol, kraški suhi dol: Dolga suha dolina kanjonske oblike. Po Meliku večja izrazita suha dolina kot bivši rečni kanjon. Po Radinji niz dolastih vrtač.",,,dolastih vrtač,,,,suha dolina,,,kot bivši rečni kanjon|kanjonske oblike,,,,,Dolga|večja,,,,,,,,,,oblike,,,,,,,,,
kraški dol,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraški suhi dol|kraški dol|suha dolina|suha dolina|kanjon|vrtač,"kraški dol, kraški suhi dol: Dolga suha dolina kanjonske oblike. Po Meliku večja izrazita suha dolina kot bivši rečni kanjon. Po Radinji niz dolastih vrtač.",,,dolastih vrtač,,,,suha dolina,,,kot bivši rečni kanjon|kanjonske oblike,,,,,Dolga|večja,,,,,,,,,,oblike,,,,,,,,,
kraška piraterija,B.4 Transformation|B. Process|D.1 Abiotic|C. Geome|B.1 Movement|D.1 Abiotic,kraška piraterija|Razširitev porečja|vodnega toka|kraško podzemlje|pretočitvijo|toka,kraška piraterija: Razširitev porečja s pretočitvijo sosednjega površinskega vodnega toka skozi kraško podzemlje. toka,,,,,,,Razširitev porečja,,s pretočitvijo sosednjega površinskega vodnega toka,,,skozi kraško podzemlje,,,,,,,,,s pretočitvijo,,,,,,skozi,,,,,,,
kraška voda,D.1 Abiotic|C. Geome|C. Geome|C. Geome|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|B.1 Movement|D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic,kraška voda|kraškega ozemlja|kraškega podzemlja|kraškega ozemlja|kraških izvirov|kraške vode|voda|voda|vode|krasu|kanalih|kolebanja|gladine|podzemlja|ozemlja|izvirov,"kraška voda: V širšem pomenu vsa voda kraškega ozemlja, v ožjem pomenu samo voda kraškega podzemlja, ki se je nabrala s kraškega ozemlja. Po Grundu (1903) del vode v krasu, ki se pretaka iznad nivoja kraških izvirov v kanalih v coni kolebanja gladine kraške vode. podzemlja ozemlja izvirov",,,,,,V širšem pomenu|v ožjem pomenu,voda,,ki se je nabrala s kraškega ozemlja,,ki se pretaka iznad nivoja kraških izvirov,v kanalih v coni kolebanja gladine kraške vode|kraškega ozemlja|kraškega podzemlja,,,,,,,,,se je nabrala,,,,,se pretaka,v,,,,,,,
kraški izvir,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kraški izvir|kraške vode|iztok|površju|vode,kraški izvir: Vsak naravni iztok kraške vode na površju. vode,,,,,,,iztok kraške vode,,,naravni,,na površju,,,,,,,,,,,,,,,na,,,,,,,
bruhalnik,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic,kraški izvir|bruhalnik|vodi|vode,"bruhalnik: Občasni kraški izvir, ki ob visoki vodi bruha vecje količine vode.",,,,,,,kraški izvir,,,,ki ob visoki vodi bruha vecje količine vode,,,,,,Občasni,,,,,,,,,bruha,,,,,,,,
presihajoči izvir,A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|B.3 Addition|B.2 Loss|B.2 Loss,presihajoči izvir|intermitentni izvir|periodični izvir|Kraški izvir|zaganjalka|minutnik|narašča|upada|presiha,"zaganjalka, minutnik, presihajoči izvir, intermitentni izvir, periodični izvir: Kraški izvir, ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha.",,,,,,,Kraški izvir,,,,ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha,,,,,,,,,,,,,,,,,,,,,,,
intermitentni izvir,A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|B.3 Addition|B.2 Loss|B.2 Loss,presihajoči izvir|intermitentni izvir|periodični izvir|Kraški izvir|zaganjalka|minutnik|narašča|upada|presiha,"zaganjalka, minutnik, presihajoči izvir, intermitentni izvir, periodični izvir: Kraški izvir, ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha.",,,,,,,Kraški izvir,,,,ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha,,,,,,,,,,,,,,,,,,,,,,,
periodični izvir,A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form|B.3 Addition|B.2 Loss|B.2 Loss,presihajoči izvir|intermitentni izvir|periodični izvir|Kraški izvir|zaganjalka|minutnik|narašča|upada|presiha,"zaganjalka, minutnik, presihajoči izvir, intermitentni izvir, periodični izvir: Kraški izvir, ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha.",,,,,,,Kraški izvir,,,,ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha,,,,,,,,,,,,,,,,,,,,,,,
