REL_LABEL,REL_TOK,REL_FRAME
HAS_LOCATION,na sticišču prepustnih in vodno neprepustnih kamnin,na sticišču
HAS_LOCATION,na morski ali jezerski obali,na
HAS_SIZE,z več sto metrov debelo cono vertikalnega kraškega pretakanja,z
HAS_FORM,kjer najgloblje reliefne depresije ne dosegajo freatične cone,ne dosegajo
COMPOSITION_MEDIUM,z več sto metrov debelimi kraškimi kamninami ne glede na globino piezometra,z
COMPOSITION_MEDIUM,s plitvimi kraškimi ( vodoprepustnimi ) kamninami,
HAS_SIZE,v katerem je cona vertikalnega pretakanja plitva,v katerem
HAS_FORM,Globlje reliefne depresije segajo do freatične cone,segajo do
HAS_ATTRIBUTE,ki niso v skladu z recentnim zakrasevanjem,niso v skladu z
HAS_CAUSE,"katerih razvoj je v recentni dobi povsem zastal ( prim . fosilna jama , fosilno brezno , mrtva jama )",zastal|je
HAS_CAUSE,je nastal z zanj tipičnimi oblikami v drugačnih klimatskih in drugih pogojih v geološki preteklosti in je zastal v razvoju,je zastal|nastal
HAS_LOCATION,Na Dinarskem krasu,Na
CONTAINS,kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine kopaste oblike,se osamljeno dvigajo
CONTAINS,"Makrooblike so fosilnega postanka , mikrooblike pa so lahko že recentne",
HAS_FORM,s katerega je bila odstranjena vododržna odeja,je bila odstranjena
HAS_CAUSE,Kot paleokras ( fosilni kras ) nastali,nastali
COMPOSITION_MEDIUM,v apnencu,v
HAS_LOCATION,v podzemlju,v
HAS_LOCATION,neposredno pod prstjo ( zemljo,pod
HAS_LOCATION,nekatere pa najdemo samo pod prstjo,pod
HAS_FORM,so podobne površinskim,
HAS_LOCATION,"ki je na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",
HAS_LOCATION,na krasu,na
HAS_FUNCTION,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,
HAS_SIZE,navadno globoka več metrov,globoka
HAS_FORM,je bolj široka kot globoka,
HAS_CAUSE,Kemično preperevanje oziroma raztapljanje kraških kamnin imenujemo,
HAS_RESULT,Posledica korozije je prevotljenost podzemlja z jamami,je|Posledica
HAS_RESULT,"na površju pa se oblikujejo različne površinske oblike , za katere je pomembna kombinacija dobro topnih kamnin , njihova razpokanost in zadostna količina meteorne vode",se oblikujejo
CONTAINS,zadenjske rečne erozije,
CONTAINS,korozije pod naplavino,
CONTAINS,vključuje kombinacijo vertikalnega raztapljanja s padavinami,vključuje
HAS_RESULT,ki povzroča nastanek uravnav,ki povzroča
CONTAINS,bočne korozije morfološko vzpetih delov,
HAS_LOCATION,na območjih vršajev,
HAS_CAUSE,kemično denudacijo karbonatne podlage,
HAS_CAUSE,ki nastanejo s postopno denudacijo flišne naplavine,ki nastanejo s
COMPOSITION_MEDIUM,ki oblikujejo udornice v dinamičnem kraškem površju,v
HAS_CAUSE,je rezultat ravnovesja med različnimi procesi v udornici,je rezultat
HAS_FORM,ki so dodatno poglobljene zaradi zakrasevanja,
HAS_POSITION,za Južne Alpe in Dinarsko gorstvo,
DEFINED_AS,"kjer jo na južnem delu Dinarskega gorstva krajevno imenujejo do , na severnem delu pa navadno konta",krajevno imenujejo
HAS_CAUSE,večjo agresivnost ali erozivnost vodnih tokov,
HAS_CAUSE,vezana na specifične hidrološke procese na območjih koncentriranih podzemskih tokov,vezana na
HAS_CAUSE,nihanja piezometričnega nivoja v podzemlju,
HAS_CAUSE,je rezultat součinkovanja mnogih geomorfnih procesov,je rezultat
HAS_CAUSE,so posledica razpada površinske rečne mreže,so posledica
HAS_FORM,Daljše razvejane rove,
HAS_LOCATION,pas med najvišjo in najnižjo piezometrično vodno gladino,
HAS_FUNCTION,"ob naraščanju vode deluje kot bruhalnik , ob upadanju pa kot požiralnik",deluje
COMPOSITION_MEDIUM,dolomitnega reliefa,
HAS_FORM,kamnito ozemlje,
HAS_FORM,v obliki skledaste vdolbine,v obliki
HAS_LOCATION,na zemeljskem površju,na
HAS_CAUSE,nastala zaradi kemičnega delovanja vode,nastala zaradi
COMPOSITION_MEDIUM,izjedena v trdi kamnini ( apnencu ali drugih karbonatnih kamninah ),izjedena v
HAS_SIZE,dolga od nekaj centimetrov do več decimetrov in metrov,dolga
HAS_LOCATION,na krasu,na
HAS_ATTRIBUTE,brez stalnega površinskega vodnega toka,brez
HAS_CAUSE,nastanejo zaradi korozije vode na površju ali subkutano,nastanejo zaradi
HAS_FORM,"pravilnih žlebastih oblik , ki potekajo v smeri največjega strmca stene",oblik
HAS_CAUSE,ki jih je naredila skozi kras tekoča voda,ki jih je naredila
HAS_CAUSE,nastal pretežno s korozijskimi procesi,nastal
COMPOSITION_MEDIUM,Skalnata,
HAS_FORM,"okroglaste , podolgovate ali oglate oblike",
HAS_SIZE,premerom nekaj metrov,premerom
CONTAINS,"s strmimi stenami in snegom , ki se zadržuje v dnu večino leta",s
HAS_LOCATION,visokogorski kras,
HAS_ATTRIBUTE,s posredovanjem avstrijske strokovne literature je postala v obliki karst mednarodni termin,
HAS_ATTRIBUTE,Beseda je predindoevropskega izvora ( carra = kamen ) in je bila do srede 19 . stol . samo pokrajinsko ime,
HAS_FUNCTION,"kjer vlada zaradi razpoklinske prepustnosti kamnine podzemeljsko ( kraško ) pretakanje vode , učinkovito kemično raztapljanje kamnin",
CONTAINS,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,so lahko razvite
HAS_POSITION,za regijo Kras med Tržaškim zalivom in Vipavsko dolino,
HAS_POSITION,"med Tržaškim zalivom in Vipavsko dolino v regiji , ki jo imenujemo Kras",
HAS_ATTRIBUTE,prešlo v krasoslovno terminologijo kot geomorfološki termin,
CONTAINS,ozemlje z izrazitimi kraškimi pojavi,ozemlje z
HAS_ATTRIBUTE,kraške značilnosti so bile prvič strokovno opisane .,
HAS_POSITION,"med Trstom , Kvarnerskim zalivom in Postojno",med
COMPOSITION_MEDIUM,v apnencu,v
COMPOSITION_MEDIUM,v dolomitu,v
COMPOSITION_MEDIUM,v klasticnih kamninah,v
COMPOSITION_MEDIUM,v kamnini kredi,v
COMPOSITION_MEDIUM,v puhlici,v
COMPOSITION_MEDIUM,v soli,v
COMPOSITION_MEDIUM,v sadri,v
HAS_CAUSE,ki je nastal ob delovanju kraških in glacialnih procesov,je nastal
HAS_CAUSE,Nastal je v aridni ( sušni ) klimi,Nastal je
HAS_CAUSE,Nastal v nivalni ( snežni ) klimi ob vidnem učinkovanju snežnice,Nastal
HAS_LOCATION,V Jugoslaviji danes omejen na visokogorski kras,omejen na
HAS_RESULT,od koder se stekajo vode proti različnim izvirom,
HAS_CAUSE,posledica delovanja površinskih tokov in erozije ter denudacije,posledica delovanja
CONTAINS,"brez površinskih depresijskih oblik , vrtač ni oziroma jih je manj",brez
COMPOSITION_MEDIUM,na stičišču prepustnih in za vodo neprepustnih kamnin,na
OCCURS_IN_TIME,v kateri se občasno pojavlja površinski vodni tok,kateri se občasno
HAS_CAUSE,so posledica razpada površinske rečne mreže,so posledica
HAS_LOCATION,"so značilne oblike tako za normalni oziroma fluvialni relief , kot tudi za kraški relief",so značilne oblike tako za
HAS_CAUSE,rušenje jamskih stropov do površja oziroma udor,
HAS_CAUSE,lahko delujeta tako kraški kot fluvialni geomorfni sistem,
HAS_CAUSE,kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah,kjer prevladuje
HAS_CAUSE,pritekajo vode iz fluvialnega geomorfnega sistema v kraškega ( ali obratno ) oz . je kras preoblikovan pod vplivom alogenih vodotokov,pod vplivom
HAS_CAUSE,ki jih na kraško matično podlago nanesejo občasni alogeni tokovi,
HAS_ATTRIBUTE,voda pa na robovih odteka v kras,
HAS_LOCATION,na kontaktnem krasu,na
HAS_ATTRIBUTE,kjer je proces akumulacije naplavine intenzivnejši od korozije,kjer je
HAS_LOCATION,Najvišja plast zgornjega akvifuga,
HAS_CAUSE,"zmrzovanje in taljenje , dežno-snežna erozija , soliflukcija in nivacija",
DEFINED_AS,"kateri se odražajo klimatske oz . mikroklimatske lastnosti kraških kotanj ( npr . klima kraških polj ) , kraških tal ( posebnosti v geotermični stopnji ) in jam ( jamska klima )",
STUDIES,se ukvarja s površinskimi kraškimi oblikami,se ukvarja
STUDIES,o površinskih in podzemeljskih oblikah krasa,
COMPOSITION_MEDIUM,kraške kamnine,
HAS_RESULT,omogoča razvoj krasa,
HAS_CAUSE,zaradi vodne prepustnosti,zaradi
HAS_FORM,kanjonske oblike,oblike
HAS_SIZE,večja,
COMPOSITION_MEDIUM,dolastih vrtač,
HAS_FORM,kot bivši rečni kanjon,
HAS_SIZE,Dolga,
HAS_LOCATION,skozi kraško podzemlje,skozi
HAS_CAUSE,s pretočitvijo sosednjega površinskega vodnega toka,s pretočitvijo
HAS_LOCATION,kraškega ozemlja,
HAS_FUNCTION,ki se pretaka iznad nivoja kraških izvirov,se pretaka
HAS_LOCATION,v kanalih v coni kolebanja gladine kraške vode,v
HAS_CAUSE,ki se je nabrala s kraškega ozemlja,se je nabrala
HAS_LOCATION,kraškega podzemlja,
HAS_FORM,naravni,
HAS_LOCATION,na površju,na
HAS_FUNCTION,ki ob visoki vodi bruha vecje količine vode,bruha
OCCURS_IN_TIME,Občasni,
HAS_FUNCTION,ki v določenem časovnem razmaku narašča in upada ter Iahko obdobno tudi presiha,
HAS_LOCATION,pod morsko gladino ali gladino plime,pod
COMPOSITION_MEDIUM,sladke ali brakične vode,
HAS_LOCATION,"na stiku vodno prepustnih kamnin , ki so navadno v krovnini , in neprepustnih kamnin",na stiku
HAS_LOCATION,v jami,v
HAS_SIZE,Večji,
HAS_LOCATION,iz brezna,iz
HAS_ATTRIBUTE,Močan,
HAS_LOCATION,v vznožju stene,v
HAS_FORM,Skupinski,
HAS_FUNCTION,v katerem voda ob visoki vodi vre,
HAS_LOCATION,med skalovjem na nagnjenem površju,med
HAS_ATTRIBUTE,katerega vode pritekajo na dan razpršeno,
HAS_ATTRIBUTE,Močan,
HAS_SIZE,Večji,
HAS_FORM,razširjeni,
HAS_CAUSE,ki ga je izoblikoval vodni tok pod tlakom ( eforacijski tok ),ki ga je izoblikoval
HAS_FORM,in ima v prečnem prerezu zaokrožen ( eforacijski ) profil,ima
DEFINED_AS,Kraški vodni objekt,
HAS_FUNCTION,ob upadanju pa funkcijo ponora ( požiralnika ),
HAS_FUNCTION,Ob visoki vodi ima funkcijo izvira,ima funkcijo
HAS_FUNCTION,ki obdobno požira morsko vodo,ki obdobno požira
HAS_FUNCTION,obdobno pa bruha brakično vodo,obdobno pa bruha
HAS_SIZE,Nekaj cm ali dm dolga,
HAS_FORM,"Globlja in strmejša je na strani , iz katere je pritekla voda , ki je faseto izdelala",
HAS_FORM,ovalna,
HAS_LOCATION,v jamski steni ali dnu rova,v
HAS_FUNCTION,Po tem znaku so fasete indikatorji smeri vodnega toka,
HAS_CAUSE,"ki je zastal v razvoju zaradi zatrpanosti s pleistocenskimi sedimenti , navadno z morenskim gradivom",ki je zastal v razvoju zaradi
STUDIES,"Panoga geografije , ki se ukvarja z naravnimi osnovami in socialnim valoriziranjem krasa",se ukvarja z
CONTAINS,z globokimi žepi ilovice ali alohtonega gradiva,z
DEFINED_AS,Oblika podtalnega krasa,
HAS_LOCATION,v razjedeni kraški kamnini,v
HAS_FORM,s širokim skalnatim vhodom,s
HAS_FUNCTION,kjer se zadržujejo golobi,
HAS_SIZE,večjo,
HAS_FORM,Visok,
HAS_POSITION,Velika gora v Postojnski jami .,
HAS_LOCATION,v večjem jamskem prostoru,v
DEFINED_AS,kup nakopičenega gradiva,
COMPOSITION_MEDIUM,iz razpadlega kamenja,iz
HAS_SIZE,Večje,
COMPOSITION_MEDIUM,"kamnito , gruščnato",
HAS_FORM,Nerazpadla kamnita podlaga je bolj ali manj prekrita,
HAS_LOCATION,značilno za polgoli in goli kras,značilno za
COMPOSITION_MEDIUM,Akumulacija ekskrementov živali v jami,
HAS_LOCATION,Značilen hidrološki sloj v vertikalni razčlenitvi kraške gmote,
HAS_LOCATION,"Pretaka se po kanalih , ki so večinoma zapolnjeni z zrakom ( odtod ime areacijska cona )",Pretaka se po
HAS_ATTRIBUTE,Stalno suha cona,
HAS_FUNCTION,kjer padavinska voda pretežno navzdol premika,voda pretežno navzdol premika
DEFINED_AS,"Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono , ki jo ob visokem vodostaju preplavlja voda iz freatične cone",
HAS_FUNCTION,in se obdobno in lokalno zbira v vodne curke,se obdobno in lokalno zbira v
HAS_LOCATION,vrhnja,
HAS_LOCATION,v določeni prostomini kamnine,|||
DEFINED_AS,Delež praznega prostora v določeni prostomini kamnine,v
HAS_LOCATION,največkrat med dvema prelomoma ter na zunanji strani zdrobljene cone,največkrat med
COMPOSITION_MEDIUM,tektonsko pretrtih kamnin,
HAS_LOCATION,Krajevno,
HAS_ATTRIBUTE,učinkovitejša,
HAS_RESULT,katere učinki se pokažejo kot izrazite površinske ali podzemske reliefue oblike,katere učinki
HAS_RESULT,ko vzdolž celotne sekvence od ponora do izvira laminarni tok preide v turbulentnega,
MEASURES,Čas,
OCCURS_IN_TIME,med začetjem in prebojem,
OCCURS_IN_TIME,ko je paragenetski prag prekoračen,ko je
HAS_LOCATION,pod gladino podtalnice,pod
HAS_FUNCTION,Prevaja s soseščine doteklo freatično vodo,Prevaja
HAS_FUNCTION,zbira krajevne dotoke padavinske vode skozi neprežeto cono,zbira
OCCURS_IN_TIME,med prebojem in paragenetskim pragom,med
HAS_FORM,ploskev,
HAS_CAUSE,Mehansko nastala,
HAS_LOCATION,v kamnini,|
DEFINED_AS,ploskev nezveznosti v kamnini,v
HAS_RESULT,ob kateri je prišlo le do neznatnih premikov,
HAS_LOCATION,v določeni prostomini kamnine,|||
HAS_CAUSE,ki ga prispevajo odprte razpoke in lezike,ki ga prispevajo
DEFINED_AS,Delež praznega prostora v določeni prostomini kamnine,v|Delež
HAS_ATTRIBUTE,Premiki ob razpokah so neznatni,
HAS_SIZE,do več 10O m širok,širok
HAS_FORM,usmerjen sistem razpok,
HAS_FORM,Bolj ali manj gost,
HAS_FORM,brez izrazitih prepadnih odsekov,brez
HAS_SIZE,prehoden človeku,
HAS_FORM,Kolenasta,
HAS_LOCATION,"jamskega dna , kjer naj bi na krajšo razdaljo podzemska reka tekla ob pritisnjeni gladini",kjer|naj bi
HAS_ATTRIBUTE,je tok skozi kanal laminaren,
OCCURS_IN_TIME,med začetjem in prebojem,med
HAS_FUNCTION,"se , danes ne oblikuje več",
HAS_CAUSE,preteklih geoloških razdobjih nastala,
CONTAINS,s podornim skalovjem,
HAS_CAUSE,so jo podori bistveno preoblikovali,
HAS_CAUSE,Nastala s podiranjem,Nastala s
HAS_CAUSE,Nastala neposredno s tektonskimi procesi,Nastala neposredno s
HAS_FUNCTION,po kateri teče reka ali potok,
HAS_CAUSE,ki jo je izoblikoval vodni tok,ki jo je izoblikoval
HAS_CAUSE,ki kaže jasne znake nastanka ob leziki,
HAS_LOCATION,na stiku različnih kamnin,na stiku
HAS_FORM,ki jih lahko povezujejo brezna ali skoki,
HAS_FORM,ki ima rove vidno razvrščene v dveh ali več nadstropjih,
HAS_RESULT,iz katere so po starinskem verovanju prihajale nevihte s točo,iz katere so
HAS_FUNCTION,ki je opremljena za splošni obisk turistov in ima organizirano vodniško službo,je opremljena za
HAS_FORM,ki predira vzpetino od enega pobočja do drugega,
CONTAINS,v kateri so zadušni plini,v kateri so
STUDIES,"ki odkriva , obiskuje in opisuje jame iz neturističnih namenov",
STUDIES,na področju speleologije,
HAS_CAUSE,"Po nastanku avtohtona ( nastala na licu mesta ) , paravtohtona ( premeščena znotraj jame ) ali alohtona ( prinesena od zunaj )",
HAS_LOCATION,v jami,v
STUDIES,raziskuje klimatske ( meteorološke ) razmere v podzemeljskih votlinah,raziskuje
HAS_FORM,s prekinjenim obodom na eni strani,na eni strani
HAS_FORM,oblika mediteranskega krasa,
CONTAINS,zapolnjeno z neprepustnimi sedimenti,zapolnjeno z
HAS_CAUSE,ki mu je reka predrla obod,predrla obod
HAS_CAUSE,ki je v osnovi nastalo v subtropski klimi,je v osnovi nastalo
HAS_FORM,navadno brez vecjega ravnega dna,
HAS_FORM,oblika med uvalo in kraškim poljem,
HAS_SIZE,manjših dimenzij,
OCCURS_IN_TIME,periodično,
CONTAINS,s kraškim odtokom in ( ali ) kraškim pritokom,
HAS_FORM,kriptodepresijsko,
HAS_LOCATION,v kraškem podzemlju,v
HAS_SIZE,Večja,
CONTAINS,s stoječo vodo,s
HAS_FUNCTION,Porozna,
HAS_FORM,drobnozrnata,
COMPOSITION_MEDIUM,pretežno iz skeletov mikroorganizmov,pretežno iz
OCCURS_IN_TIME,v kredni dobi nastala,nastala
HAS_SIZE,večja,
HAS_FORM,"z enakim strmčem , kot ga imajo skladi",
HAS_LOCATION,ki visi ali stoji v jami,v
HAS_FORM,Sigovim kapnikom podobna,
HAS_FUNCTION,porozen,
HAS_LOCATION,"se useda ( inkrustira ) v dnu ali v gladini kraških voda , često na rastline",v dnu|v gladini
HAS_ATTRIBUTE,Lahek,
HAS_LOCATION,Stik dveh skladov,
HAS_LOCATION,medskladovna ( medslojna,
HAS_FORM,navadno zavit,
HAS_SIZE,prehoden s plazenjem po vseh štirih,
HAS_SIZE,Ožji,
HAS_FUNCTION,ki povezuje večje podzemeljske prostore,ki povezuje
COMPOSITION_MEDIUM,skalnega površja,
HAS_SIZE,Drobne,
HAS_CAUSE,ki ga poganja tok morske vode,poganja
HAS_LOCATION,v strugi proti morskemu požiralniku,v strugi proti
HAS_LOCATION,V nivoju morske gladine ležeči,V nivoju
HAS_FUNCTION,kamor teče morska voda,kamor teče
COMPOSITION_MEDIUM,"ostanek skladov , običajno ostanek jamskega stropovja .",
HAS_LOCATION,v skalnem koritu,v
HAS_FUNCTION,ki požira vodo,požira
HAS_LOCATION,na površju,|
CONTAINS,kjer na površju delujeta tako kraški kot fluvialni geomorfni sistem,kjer
DEFINED_AS,ki preprosto pomeni požiralnik oziroma ponor,ki preprosto pomeni
HAS_FUNCTION,od koder se stekajo vode proti različnim izvirom,se stekajo
OCCURS_IN_TIME,občasni,
OCCURS_IN_TIME,"ki je aktiven ob visokih vodostajih , ko nižji , običajno stalnejši izvir ne zmore prevajati vse vode , ki priteka iz kraškega vodonosnika",ko|ki je aktiven ob
OCCURS_IN_TIME,ko se vzdolž celega kanala pojavi turbulenten način pretakanja vode,pojavi|ko se
HAS_LOCATION,na jamskih stenah,na
HAS_ATTRIBUTE,Najpogostejše oblike,
HAS_LOCATION,kjer vode iz nekraškega površja tečejo v kras,kjer|tečejo
HAS_FUNCTION,vode iz nekraškega površja tečejo v kras,||||||
HAS_LOCATION,Območja na stiku kraških in nekraških kamnin,na
HAS_RESULT,so daljše vodoravne jame,so
HAS_LOCATION,približno na višini gladine podzemne vode,približno na višini
HAS_RESULT,Rezultat,Rezultat
HAS_LOCATION,v epifreatični ali vadozni coni,v
HAS_RESULT,so rezultat vrezovanja ob spuščanju gladine podzemne vode,so rezultat
HAS_POSITION,na slovenskem krasu,na
COMPOSITION_MEDIUM,večinoma kalcitne sestave,
HAS_ATTRIBUTE,Najpogostejši kemogeni sediment,
HAS_LOCATION,v jamah,v
HAS_CAUSE,nastane pa zaradi porušenega dinamičnega ravnotežja v raztopini,nastane
HAS_LOCATION,ki zrastejo na tleh,
HAS_CAUSE,iz kapljajoče vode,
HAS_SIZE,do kilometer široke in do 100 metrov globoke,globoke|široke
HAS_SIZE,Večje,
HAS_FORM,Zvezdasta tlorisna oblika,
HAS_CAUSE,ki se centripetalno stekajo s pobočij v dna kotanj,
HAS_LOCATION,na krasu,
HAS_FUNCTION,Pomemben dejavnik pri oblikovanju polj,pri oblikovanju
HAS_FORM,uravnane,
HAS_SIZE,Večje,
HAS_LOCATION,višji deli kraškega reliefa,
HAS_FORM,z bolj strmimi pobočji,
HAS_LOCATION,na kraških poljih,na
HAS_ATTRIBUTE,"redki , a zelo značilni za kras",
HAS_LOCATION,sredi ravnega dna kraškega polja,sredi
HAS_CAUSE,saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje,saj je
OCCURS_IN_TIME,ki so razporejene neenakomerno v obliki močnih in kratkotrajnih nalivov,ki so razporejene
HAS_ATTRIBUTE,je majhna količina padavin,
HAS_ATTRIBUTE,prepletanja procesov fluvialnega in kraškega geomorfnega sistema,prepletanja procesov
HAS_LOCATION,na stiku kraških in nekraških kamnin,na stiku
HAS_LOCATION,ki so vezana na poledenela območja,so vezana na
HAS_LOCATION,"pa se nahajajo na območjih , ki so bila ledeniško preoblikovana",se nahajajo
HAS_ATTRIBUTE,s sledovi bivanja v paleolitiku,s sledovi
HAS_CAUSE,ki najverjetneje nastanejo s točkastim odtekanjem podledeniških tokov v njihovih dneh,nastanejo
HAS_LOCATION,v območjih poledenitve,v
