TERM,CATEGORY
mogote,A.1 Surface landform
fungling,A.1 Surface landform
cave,A.2 Underground landform
gallery,A.2 Underground landform
glaciokarst,C. Geome
region,D.1 Abiotic
glade,A.1 Surface landform
depression,D.1 Abiotic
basins,D.1 Abiotic
dome pit,A.2 Underground landform
cave structure,D.1 Abiotic
dissolving,B.4 Transformation
scallop,A.2 Underground landform
speleogen,A.2 Underground landform
cave,A.2 Underground landform
caves,A.2 Underground landform
speleology,E.2 Method
cave formation,A.2 Underground landform
mineral deposit,D.1 Abiotic
caves,A.2 Underground landform
stalactite,A.2 Underground landform
speleothem,A.2 Underground landform
stalagmite,A.2 Underground landform
Tropical karst topography,C. Geome
limestone hills,D.1 Abiotic
Spitzkegelkarst,C. Geome
splash cup,A.2 Underground landform
concavity,D.1 Abiotic
stalagmite,A.2 Underground landform
perforation,D.3 Property
cavities,D.1 Abiotic
spongework,A.2 Underground landform
discharge of water,D.1 Abiotic
spring,D.1 Abiotic
passage,D.1 Abiotic
opening,D.1 Abiotic
squeeze,A.2 Underground landform
stagmalite,A.2 Underground landform
stalactite,A.2 Underground landform
stalagmite,A.2 Underground landform
deposit of minerals,D.1 Abiotic
stalactite,A.2 Underground landform
cave,A.2 Underground landform
limestone cave,D.1 Abiotic
calcium carbonate,D.1 Abiotic
cave,A.2 Underground landform
stalagmite,A.2 Underground landform
deposit,D.1 Abiotic
precipitation,D.3 Property
valley,D.1 Abiotic
steephead,A.1 Surface landform
stream,D.1 Abiotic
soda straw,A.2 Underground landform
straw stalactite,A.2 Underground landform
stalactite,A.2 Underground landform
stream sink,A.3 Hydrological form
surface stream,D.1 Abiotic
cave passage,A.2 Underground landform
scallops,A.2 Underground landform
water,D.1 Abiotic
streamtube,A.2 Underground landform
oulo - pholite,A.2 Underground landform
cave flower,A.2 Underground landform
gypsum flower,A.2 Underground landform
epsomite,D.1 Abiotic
gypsum,D.1 Abiotic
deposit,D.1 Abiotic
cave formation,A.2 Underground landform
mineral deposit,D.1 Abiotic
accumulation,B.3 Addition
cave,A.2 Underground landform
dripping,B.1 Movement
speleothem,A.2 Underground landform
flowing,B.1 Movement
cave group,A.2 Underground landform
cave series,A.2 Underground landform
cave systems,A.2 Underground landform
caves,A.2 Underground landform
cave guano,D.2 Biotic
mineralized,B.4 Transformation
bats,D.2 Biotic
Accumulations,B.3 Addition
dung,D.2 Biotic
calcium carbonate dripstone,D.1 Abiotic
cave ice,A.2 Underground landform
water,D.1 Abiotic
freezing,B.4 Transformation
Ice,D.1 Abiotic
cave,A.2 Underground landform
flowstone,D.1 Abiotic
land surface,D.1 Abiotic
passage,A.2 Underground landform
cave-in,B. Process
collapse,B.1 Movement
cave,A.2 Underground landform
ceiling,D.1 Abiotic
cave marble,A.2 Underground landform
marble,D.1 Abiotic
flowstone,D.1 Abiotic
aragonite,D.1 Abiotic
deposit,D.1 Abiotic
calcite,D.1 Abiotic
cave pearl,A.2 Underground landform
pisolith,A.2 Underground landform
precipitation,B.3 Addition
aragonite,D.1 Abiotic
calcite,D.1 Abiotic
pisolite,A.2 Underground landform
concretion,D.1 Abiotic
cave group,A.2 Underground landform
cave series,A.2 Underground landform
caves,A.2 Underground landform
group,D.3 Property
morphology,D.3 Property
cave spring,A.3 Hydrological form
cave system,A.2 Underground landform
spring,D.1 Abiotic
cave,A.2 Underground landform
cave spring,A.3 Hydrological form
chambers,D.1 Abiotic
cavities,D.1 Abiotic
passages,D.1 Abiotic
cavern,A.2 Underground landform
cave,A.2 Underground landform
ceiling block,A.2 Underground landform
ceiling slab,A.2 Underground landform
cave breakdown,A.2 Underground landform
block,D.1 Abiotic
fallen,B.1 Movement
cave,A.2 Underground landform
ceiling cavity,A.2 Underground landform
concavity,D.1 Abiotic
cave,A.2 Underground landform
ceiling meander,A.2 Underground landform
cave ceiling,A.2 Underground landform
channel,D.1 Abiotic
piece of rock,D.1 Abiotic
cave breakdown,A.2 Underground landform
roof slab,A.2 Underground landform
ceiling slab,A.2 Underground landform
ceiling block,A.2 Underground landform
cave,A.2 Underground landform
limestone,D.1 Abiotic
cavities,D.1 Abiotic
spongework,A.1 Surface landform
cavities,D.1 Abiotic
rock,D.1 Abiotic
spring,D.1 Abiotic
rock,D.1 Abiotic
water,D.1 Abiotic
flow,D.3 Property
soil,D.1 Abiotic
stalactite,A.2 Underground landform
wall,D.1 Abiotic
speleothem,A.2 Underground landform
roof,D.1 Abiotic
cave floor,D.1 Abiotic
stalagmite,A.2 Underground landform
precipitation,B. Process
drips,D.1 Abiotic
speleothem,A.2 Underground landform
steephead,A.1 Surface landform
stream,D.1 Abiotic
valley,D.1 Abiotic
karst,C. Geome
stalactite,A.2 Underground landform
straw,A.2 Underground landform
storage capacity,D.3 Property
subcutaneous zone,C. Geome
rock,D.1 Abiotic
soil,D.1 Abiotic
fissures,A.1 Surface landform
porosity,D.3 Property
soluble beds,D.1 Abiotic
subjacent karst,C. Geome
karst,C. Geome
cave passage,D.1 Abiotic
roof,D.1 Abiotic
sump,D.3 Property
water,D.1 Abiotic
pebble tools,D.1 Abiotic
swirlhole,A.3 Hydrological form
sand,D.1 Abiotic
streambed,D.1 Abiotic
syngenetic karst,C. Geome
aeolian calcarenite,D.1 Abiotic
evolution,B. Process
lithification,B.4 Transformation
karst,C. Geome
tafoni,A.1 Surface landform
through cave,A.2 Underground landform
stream course,D.1 Abiotic
stream,D.1 Abiotic
passage,D.1 Abiotic
cave,A.2 Underground landform
alluvial plains,A.1 Surface landform
flat-floored depressions,A.1 Surface landform
tower karst,C. Geome
towers,A.1 Surface landform
conekarst,C. Geome
tracer,E.1 Instrument
