REL_LABEL,REL_TOK,REL_FRAME
HAS_FUNCTION,ki tvorijo dolinasto depresijo,ki tvorijo
OCCURS_IN_TIME,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,
DEFINED_AS,Proces nastajanja krasa,
HAS_CAUSE,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",nastaja s
HAS_LOCATION,na krasu,na
HAS_FORM,"ki se na zgornjem koncu , često ob izviru potoka , slepo konča s strmim zaključkom",
HAS_FORM,s polkrožnim prečnim prerezom,
HAS_FORM,Žlebaste,
HAS_FORM,potekajoče po smeri največjega strmca po kompaktni kamnini,potekajoče po
HAS_LOCATION,na jamskem dnu ali steni,na
HAS_FORM,v obliki korita,v obliki
HAS_FORM,z okroglastimi previsnimi stenami,z
HAS_CAUSE,ki je posledica nekdanje zapolnjenosti s humusom,je posledica
HAS_LOCATION,navadno na zložnejšem pobočju,navadno na
HAS_FORM,podobni zvijugani tokavi,podobni
HAS_FORM,Zaviti,
HAS_SIZE,drobni,
HAS_LOCATION,Na vrhu golih skalnih reber začenjajoči se,Na vrhu
HAS_FORM,često meandrast,
HAS_SIZE,večji,
HAS_LOCATION,na jamskem stropu,na
HAS_FORM,ki imajo zaobljene vmesne hrbte,
CONTAINS,z gostimi žlebiči,z
COMPOSITION_MEDIUM,Skalno,
HAS_LOCATION,Odpira se v jami,v
DEFINED_AS,na krasu navadno pokrit vodnjak,
HAS_FORM,s cementnimi stenami in dnom,s
HAS_FUNCTION,Povezuje dva dela jame,Povezuje
HAS_FUNCTION,Večji rezervoar pitne vode,
HAS_FUNCTION,v katerega se steka voda s strehe ( kapnica ),v katerega se steka
HAS_FORM,podobne črvičastim ekskrementom,podobne
HAS_FORM,"Delijo jih tudi na točkaste , pasaste , leopardaste , tigraste itd .",
COMPOSITION_MEDIUM,Pretežno ilovnate,
HAS_FORM,"proge , lise , pege in druge razkrojene oblike",
HAS_LOCATION,na jamskih stenah ali stropu,na
DEFINED_AS,Delovanje kapljajoče vode,
HAS_CAUSE,dolbenje kapnice v sigo ali skalo,
HAS_LOCATION,V jamah,V
DEFINED_AS,"Odstranjevanje ( izluževanje ) , izpiranje kalcija",
HAS_CAUSE,odstranjevanje kalcija iz predmeta ali prsti,
HAS_FORM,pri čemer se zunanja oblika gmote ne izpremeni,
HAS_FUNCTION,"ki so jo zaprli , da bi držala vodo za napajanje drobnice ( ovac )",da bi držala
HAS_FORM,odprto,
HAS_SIZE,pomeni meter ali bolj široko,
HAS_FORM,"ki seka več skladov kamnine , ki obakraj nje niso premaknjeni",
HAS_FORM,Opazen je zlasti kot luknja ali kopno mesto v snežni odeji,
DEFINED_AS,Ozka,
HAS_FUNCTION,iz katerega piha pozimi topel zrak iz kraškega podzemlja,iz katerega piha
HAS_CAUSE,ki nastaja ob določenem vremenu zaradi mešanja hladnejšega zunanjega in toplejšega jamskega zraka,ki nastaja
CONTAINS,z meglo ob vhodu,z
HAS_FORM,Ožji,
HAS_LOCATION,v jamskem stropu,v
HAS_FORM,ki ima zvezo s površjem,
HAS_FUNCTION,ker vse leto živahno komunicira z zunanjim zrakom,živahno komunicira z
HAS_ATTRIBUTE,ki je vse leto dobro prezračena,
CONTAINS,"Navadno ima dva vhoda v neenaki višini , kar omogoča prepih vse leto",
HAS_FORM,odprta,
HAS_SIZE,do nekaj metrov globoka,
HAS_SIZE,Plitva,
HAS_FORM,navadno v smeri največje strmine na pobočju,navadno v smeri
COMPOSITION_MEDIUM,pogosta zlasti na dolomitih in dolomitiziranih apnencih,
COMPOSITION_MEDIUM,"ki jo sestavlja magnezijev karbonat ( MgCO3 ) , navadno s primesjo kalcita",ki jo sestavlja
HAS_ATTRIBUTE,Zaradi krušljivosti ga ponekod imenujejo tudi grintovec,
HAS_POSITION,Lj . na Dinarskem krasu,
DEFINED_AS,"za različne površinske vdolbine ( suho dolino , kraško polje ) na Dinarskem krasu",
DEFINED_AS,Je internacionalni termin za vrtačo,
HAS_CAUSE,pod vplivom organizmov,pod vplivom
HAS_CAUSE,"mešanice temperaturno ali kemično neenakih vod , ki je postala po mešanju ponovno agresivna",
HAS_CAUSE,"ki nastane zaradi premikanja vode skozi aluvialno odejo , bogato z ogljikovim dioksidom",nastane zaradi
HAS_RESULT,ki jih poglablja,
HAS_LOCATION,značilna za prepustna dna kraških polj in slepih dolin,značilna za
COMPOSITION_MEDIUM,karbonatne podlage,
HAS_LOCATION,neposredno pod prstjo,neposredno pod
COMPOSITION_MEDIUM,karbonatne kamnine,
HAS_RESULT,zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte,zaradi katere so
COMPOSITION_MEDIUM,karbonatne kamnine,
HAS_LOCATION,ob robu neprepustne naplavine,ob robu
HAS_RESULT,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom",razširja
HAS_ATTRIBUTE,ki enakomerno učinkuje na površje,
HAS_RESULT,enakomerno znižuje površje,znižuje
HAS_RESULT,ustvarja gladke skalne ploskve,ustvarja
HAS_RESULT,lahko ustvarja kotanje,ustvarja
HAS_RESULT,ki lokalno hitreje poglablja površje,poglablja
HAS_RESULT,ki deluje linearno,ki deluje
HAS_RESULT,ustvarja linearne ( to je v določeni smeri razporejene ) depresijske površinske oblike,ustvarja
COMPOSITION_MEDIUM,skalna,
HAS_CAUSE,nastala zaradi različnih vrst korozije,nastala zaradi
HAS_FORM,Pod preperino je širša in plitvejša,
HAS_SIZE,Do nekaj centimetrov ali decimetrov široka in globoka,
HAS_FORM,ovalna,
COMPOSITION_MEDIUM,v apneniški skali,v
HAS_LOCATION,"pod prstjo ( zemljo , preperino )",pod
HAS_SIZE,Nekaj dm široka in globoka,
HAS_FORM,skoraj vodoravne ploskve,
HAS_LOCATION,visokogorskega ( subnivalnega ) krasa,
HAS_LOCATION,na skalnem površju,na
HAS_FORM,zato so obicajno navzgor omejene s strmo stopnjo,
HAS_CAUSE,Nastanejo z retrogradno ploskovno korozija,Nastanejo z
HAS_SIZE,nekaj dm ali metrov široke,
HAS_LOCATION,pogosti v tropski klimi,
HAS_LOCATION,na jamskem stropu,na
HAS_CAUSE,S selektivno korozijo nastali,nastali
HAS_FORM,skalni izrastki,
HAS_FORM,podobna odtisu pete,podobna
HAS_FORM,Polkrožna,
HAS_CAUSE,Nastaja z omejeno retrogradno ploskovno korozijo,Nastaja z
HAS_LOCATION,"ki je specifičen pojav razčlenjenih golih , največkrat visokogorskih skalnatih površin",
CONTAINS,so zanj značilne korozijske reliefne oblike,so zanj značilne
HAS_CAUSE,nastal s prevladujočim korozijskim procesom,nastal s
HAS_SIZE,s premerom nekaj centimetrov ali decimetrov,s premerom
HAS_FORM,Okroglasta,
HAS_FORM,gladkih sten,
HAS_LOCATION,"v stropu , na steni ali dnu jame",v|na
HAS_FUNCTION,ki ni več sposobna korodirati,ni več sposobna
HAS_SIZE,Manjša,
HAS_LOCATION,vglobljena v jamsko steno,vglobljena v
HAS_FORM,oglata,
HAS_FORM,z ravnim ali položnim dnom,
HAS_FUNCTION,ki tvori glavnino recnega pretoka po daljši suši,tvori glavnino
HAS_LOCATION,skozi kraško gmoto do vecjih žil,
HAS_FUNCTION,ki se počasi preceja,
HAS_FORM,ravna,
HAS_FUNCTION,v kateri je pozimi ujet toplejši zrak,
HAS_FORM,v notranjosti se dvigajoča,v notranjosti
HAS_ATTRIBUTE,Topla,
HAS_FUNCTION,ki obdobno presiha,
HAS_LOCATION,Visokogorski,
COMPOSITION_MEDIUM,s skalnim površjem,
HAS_LOCATION,z znaki podiranja na stropu in dnu,na stropu|dnu
COMPOSITION_MEDIUM,kup skalovja,
HAS_LOCATION,v jami,v
HAS_FORM,Stožčast,
HAS_LOCATION,na dnu vhodnih brezen,na dnu
HAS_SIZE,Večja,
HAS_LOCATION,jamska,
HAS_POSITION,raztekanje Loškega potoka v izvire Rinže - Kolpe in Krke,v
DEFINED_AS,"da se enotni podzemski tok v podzemlju vilici , razteka in izvira v dveh oddaljenih krajih , v dveh porečjih ali morjih",v
HAS_LOCATION,v podzemlju,
COMPOSITION_MEDIUM,z vodo zalitih votlin,
OCCURS_IN_TIME,"stalno , periodično ali obdobno",
HAS_LOCATION,v kraškem podzemlju .,v
HAS_LOCATION,v kraškem podzemlju,v
HAS_LOCATION,v kraškem podzemlju,v
HAS_FORM,z majhnim vhodom,
HAS_SIZE,velikosti,
HAS_CAUSE,"nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje , bodisi z nenadnimi udori nad jamskimi prostori , bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi",
HAS_FORM,različnih oblik,
HAS_SIZE,različnih,
HAS_SIZE,obsežnim,
HAS_SIZE,najmanj pol kilometra široka uravnava z višjim obodom,široka
HAS_FORM,sklenjen obod nad razmeroma uravnanim obsežnim dnom,
HAS_ATTRIBUTE,kraška hidrologija,
HAS_FORM,ki je lahko vodoravna ali navpična,
HAS_LOCATION,podzemeljsko,
HAS_FUNCTION,prehodno,
HAS_FORM,"nasprotno od brezna , ki je navpično",
HAS_LOCATION,podzemna,
HAS_FUNCTION,prehodna,
HAS_FORM,pretežno horizontalna,
HAS_CAUSE,kemično denudacijo karbonatne podlage na območjih vršajev,
HAS_LOCATION,kontaktnega krasa,
HAS_LOCATION,na območjih vršajev,
HAS_CAUSE,nastanejo s postopno denudacijo flišne naplavine,
HAS_FORM,"deli na skledaste , lijakaste , kotlaste in vodnjakaste",
HAS_LOCATION,se pogosto nahajajo na karbonatih in evaporitih,
COMPOSITION_MEDIUM,"na apnencih , na dolomitih jih navadno ni , razvijejo se tudi na pleistocenskih in oligocenskih konglomeratih",
HAS_CAUSE,"jih ločimo na korozijske , udorne , sufozijske in posedne",
HAS_LOCATION,manj pogosto pojavljajo na strmih pobočjih,
HAS_RESULT,"do te mere , da se razvijejo   kraški vodonosniki   oziroma jame",
HAS_LOCATION,v tleh zakraselega območja,
HAS_FORM,lijakasta,
HAS_FUNCTION,površinsko tekoča voda izginja v podzemlje,
CONTAINS,"se na njem ne pojavljajo največje kraške oblike , kot so kraška polja , uvale in daljši jamski sistemi",
CONTAINS,"Tu najdemo manjše kraške pojave , vrtače , kotliče , manjše ponikalnice in manjše jame",
CONTAINS,"površinske oblike   slepe doline in ponorni zatrepi ( Mihevc , 1991 ) , suhe doline , skupine udornic v kraškem zaledju večjih ponorov ( Stepišnik , 2010 ) in reliktni vršaji",
HAS_ATTRIBUTE,poseben tip   oblikovanosti in delovanja površja,
HAS_LOCATION,"na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",
HAS_LOCATION,"kjer reka , ki je dolino izdolbla , ponika v jamski sistem",
HAS_CAUSE,"ki jo oblikujejo fluvialni procesi ,",
COMPOSITION_MEDIUM,kontaktnega krasa,
HAS_CAUSE,"ki nastane na območju izvirov , kjer vode pritekajo iz kraške kamnine",
HAS_CAUSE,postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi,
HAS_CAUSE,prekinitve fluvialne akumulacije alohtonega materiala,
HAS_CAUSE,akumulacijo,
HAS_FUNCTION,"masa apnenca , ki zadržuje vodo , ki se steka s kraškega površja v podzemlje",
HAS_FUNCTION,poteka v vodonosniku tudi napajanje z vodo in njeno odtekanje,
CONTAINS,"ki ima razvite vse tipične kraške oblike , vključno s kraškimi polji",ima razvite
HAS_ATTRIBUTE,ki je odvisen od temperature,je odvisen
HAS_LOCATION,moravski kras,
HAS_POSITION,v južni Angliji in severni Franciji,
HAS_FORM,Nekatere novejše tipologije po analogiji delijo kras na nižji in valovit srednjeevropski ter bolje razvit sredozemski kras,
HAS_LOCATION,kras v kredi,
HAS_FORM,brez mešanja oziroma pravokotne komponente premikanja,brez
HAS_ATTRIBUTE,molekule vode se gibljejo vzporedno v smeri gibanja vodnega toka,
HAS_FORM,pri katerem so tokovnice ves čas vzporedne,
HAS_CAUSE,"ni vezan na kraške procese , ampak je rezultat neenakomernega taljenja permafrosta poleti in zmrzovanja pozimi",je rezultat
HAS_FUNCTION,ki je neprepustna oziroma ni zmožna hraniti ali prevajati pomembnejših količin vode,ki je
HAS_FUNCTION,"ki lahko vsebujejo pomembnejše količine vode , prepojene z vodo pa vode ne prevajajo",ki lahko vsebujejo
MEASURES,v katerih se meri višino podzemne vode v vodonosnikih,v katerih se meri
HAS_FUNCTION,da prevaja tekočine,
MEASURES,hidravlična prevodnost,
HAS_LOCATION,Zgornji del vadozne cone predstavlja,predstavlja
HAS_LOCATION,Prehodno cono med vadozno in freatično cono,
HAS_LOCATION,Najnižja cona kraškega vodonosnika,Najnižja cona
HAS_FUNCTION,kjer površinske vode odtekajo v podzemlje,kjer|odtekajo
HAS_ATTRIBUTE,ki se napajajo predvsem z alogenimi tokovi,se napajajo
OCCURS_IN_TIME,ki ni nastal v današnjih razmerah,
HAS_CAUSE,"morska voda , ki teče v požiralnik na obali , ponekod namreč žene mlinsko kolo",
HAS_LOCATION,"nahaja se na nadmorski višini , na kateri sta akumulacija in ablacija ledu v ravnovesju",nahaja se na
DEFINED_AS,"navidezna meja na ledeniku , vzdolž katere je masna bilanca enaka nič",
MEASURES,"s katero izračunamo količino akumulacije , ki je potrebna za ohranjanje ledenikov , posredno pa izračunamo tudi količino padavin v času poledenitve .",izračunamo|izračunamo
MEASURES,"s katero izračunamo količino akumulacije , ki je potrebna za ohranjanje ledenikov",
MEASURES,posredno pa izračunamo tudi količino padavin v času poledenitve,
HAS_FORM,ki imajo v dnu dostop do podzemnih prostorov,ki imajo
HAS_FORM,"ločil od koliševk , ki so brez dostopa do podzemnih prostorov",
DEFINED_AS,Topografske razvodnice vrtač imajo poligonalen vzorec in tak kras,
HAS_FORM,Topografske razvodnice vrtač imajo poligonalen vzorec,
MEASURES,"hidravlični gradient , ki je vektor , katerega dolžina je enaka spremembi hidravličnega potenciala na enoto dolžine in ima smer proti največjemu naraščanju hidravličnega potenciala",
HAS_FORM,zaprto,
HAS_LOCATION,v kraškem reliefu,v
HAS_FORM,z ravnim dnom,z
HAS_SIZE,dolgo,
CONTAINS,"pretežno zapolnjeno s klastičnimi sedimenti ( Radinja , 1967 , b ) , to je gruščem , prodom , ilovico ipd",pretežno zapolnjeno s
HAS_LOCATION,na krasu,na
HAS_LOCATION,na svojem površju,na
HAS_ATTRIBUTE,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,
HAS_FUNCTION,kjer pobočni procesi niso več prisotni in na njih prevladuje kemična denudacija,
HAS_ATTRIBUTE,"se na njih vzpostavi ravnovesje med intenziteto sil , ki delujejo na maso vzporedno s pobočjem navzdol , in silami , ki zavirajo to premikanje",
DEFINED_AS,kjer je gledano za obdobje enega leta akumulacija snega enaka njegovi ablaciji,
HAS_LOCATION,na ledenikih,na
HAS_FUNCTION,cilj je pojasniti neposredne ali posredne povezave med današnjim reliefom in strukturo Zemljine notranjosti,cilj je|povezave
STUDIES,neposredne ali posredne povezave med današnjim reliefom in strukturo Zemljine notranjosti,
HAS_CAUSE,je rezultat razmerja med dinamiko premeščanja mase v dno in iz dna,je rezultat
HAS_RESULT,s katerim nastajajo manjše udornice,
HAS_LOCATION,na kraškem površju,na
CONTAINS,"stena , melišče , pobočje z blagimi pobočnimi procesi , ki jih v nadaljevanju imenujem aktivna pobočja , ter uravnoteženo pobočje",
HAS_LOCATION,vzporedno s pobočjem navzdol,
HAS_FUNCTION,kjer so aktivni pobočni procesi polzenja tal oziroma prepereline vzporedno s pobočjem navzdol,kjer so aktivni
HAS_FORM,ki naj bi bile v tlorisu bolj nepravilnih oblik,v tlorisu
HAS_SIZE,Večje,
HAS_CAUSE,je najstarejša razlaga nastanka,
HAS_SIZE,Večje globeli od uval,Večje|od
HAS_CAUSE,pri katerem se z enim udorom oblikuje celotna oblika,
HAS_FORM,ki jih prekrivajo ledeniki,
HAS_LOCATION,Iz skalne stene ali poševnega pobočja moleča izboklina,Iz
HAS_CAUSE,Domnevno ostanki žlebičastih reber,
HAS_FORM,v obliki nosu,v obliki
HAS_CAUSE,ostanek izvotljevanja,ostanek
HAS_FORM,ostra,
HAS_FORM,Noževemu rezilu podobna,podobna
HAS_LOCATION,štrli v jamski prostor,štrli v
COMPOSITION_MEDIUM,na apnencu,
HAS_FORM,se slepo končuje,
CONTAINS,ponori,
DEFINED_AS,Nastanek jame,
STUDIES,ki se bavi s preučevanjem jam,se bavi s
STUDIES,veda o kraškem podzemlju ali krasu,veda o
STUDIES,veda o kraških jamah,veda o
STUDIES,Ugotavlja fizikalne in kemijske zakonitosti v podzemlju,Ugotavlja
HAS_FORM,horizontalna jama s širokim vhodom,
HAS_SIZE,Krajša,
HAS_FUNCTION,zračno slabo komunicira z zunanjim zrakom in so v njej zračne razmere statične,
OCCURS_IN_TIME,pozimi in poleti,
OCCURS_IN_TIME,"komunicira z zunanjim zrakom v eni sezoni , medtem ko je v ostalem letu statična",
HAS_FUNCTION,"živahno komunicira z zunanjim zrakom v eni sezoni , medtem ko je v ostalem letu statična",
HAS_LOCATION,izpod ruše ali krovnih sedimentov,izpod
COMPOSITION_MEDIUM,po tekoči vodi,po
HAS_RESULT,Spiranje gmote,
HAS_FUNCTION,brez stalnega površinskega vodnega toka,
HAS_FORM,Dolinasta oblika,
OCCURS_IN_TIME,trajno in obdobno suhe doline,
HAS_LOCATION,na krasu,na
CONTAINS,s površinskim vodnim tokom v delu doline,
HAS_FORM,Dolinasta oblika,
CONTAINS,v kateri se občasno pojavlja površinski vodni tok,v kateri
HAS_CAUSE,ki so ga sezidali iz otrebljenega kamenja,
COMPOSITION_MEDIUM,"iz kamnov , ki niso vezani z malto ali s cementom",
HAS_LOCATION,"ob mejah parcel , ob poteh ali kot škarpa na spodnji strani njiv in vinogradov",
OCCURS_IN_TIME,ki ob nizki vodi presiha,
HAS_CAUSE,so posledica razpada površinske rečne mreže,so posledica
HAS_FORM,Daljše razvejane rove,
HAS_LOCATION,pas med najvišjo in najnižjo piezometrično vodno gladino,
HAS_FUNCTION,"ob naraščanju vode deluje kot bruhalnik , ob upadanju pa kot požiralnik",deluje
COMPOSITION_MEDIUM,dolomitnega reliefa,
HAS_FORM,kamnito ozemlje,
HAS_LOCATION,na zemeljskem površju,na
HAS_FORM,v obliki skledaste vdolbine,v obliki
COMPOSITION_MEDIUM,izjedena v trdi kamnini ( apnencu ali drugih karbonatnih kamninah ),izjedena v
HAS_SIZE,dolga od nekaj centimetrov do več decimetrov in metrov,dolga
HAS_CAUSE,nastala zaradi kemičnega delovanja vode,nastala zaradi
HAS_ATTRIBUTE,brez stalnega površinskega vodnega toka,brez
HAS_LOCATION,na krasu,na
HAS_CAUSE,nastanejo zaradi korozije vode na površju ali subkutano,nastanejo zaradi
HAS_FORM,"pravilnih žlebastih oblik , ki potekajo v smeri največjega strmca stene",oblik
HAS_CAUSE,ki jih je naredila skozi kras tekoča voda,ki jih je naredila
CONTAINS,"sestavljeno iz zaporednih vertikalnih stopenj , ki jih povezujejo police ali zvezni rovi",sestavljeno iz
HAS_FORM,V prečnem profilu je rov špranjast,V prečnem profilu je
HAS_FORM,Podobno je vodnjaku,Podobno je
HAS_FORM,Ima gladke stene in enakomerno širino,Ima
HAS_FORM,Navzdol se razširja v obliki zvona,Navzdol se razširja v obliki
HAS_FUNCTION,"Lj . tudi ledenik , ker so iz dostopnih ledenih brezen nekdaj izvažali led",
CONTAINS,V njem se večji del leta ali trajno zadržujejo večje ledene gmote,zadržujejo
CONTAINS,Večji del leta se v njem zadržuje sneg ali pa ga sneg celo zapolnjuje,
DEFINED_AS,Oblika podtalnega krasa,
CONTAINS,zapolnjeno z ilovico,zapolnjeno z
CONTAINS,"pretežno zapolnjeno s klastičnimi sedimenti , to je gruščem , prodom , ilovico in pod",pretežno zapolnjeno s
HAS_CAUSE,Nastane z udorom nad votlino,Nastane z
HAS_CAUSE,Nastalo je s tektonskim odmikom skladov in ga drugi procesi niso bistveno preoblikovali,Nastalo je s
HAS_CAUSE,Nastalo je pretežno s korozijskim delovanjem vode,Nastalo je pretežno s
HAS_FORM,ima stene vidno korozijsko razčlenjene,ima
CONTAINS,in ima jasne erozijske oblike,in ima
HAS_CAUSE,Nastalo je pretežno z mehaničnim delovanjem tekoče vode,Nastalo je pretežno z
HAS_CAUSE,Oblikovali so ga različni procesi,Oblikovali so ga
HAS_FUNCTION,"Po nekaterih razlagah je zatrpano in mrtvo , po drugih pa se spričo drugačnih speleogenetskih procesov v sedanjosti ne spreminja",
HAS_CAUSE,nastalo v preteklih geoloških dobah,nastalo v
HAS_FORM,Odpira se v stropu in sega na površje ali v višjo votlino,Odpira se v
